ts_code,futu_code,exchange,name,delist_date,last_ddate
RU1906.SHF,RU1906,SHFE,橡胶1906,20190617,20190624
SF1906.ZCE,SF906,CZCE,硅铁1906,20190617,20190619
BU1906.SHF,BU1906,SHFE,沥青1906,20190617,20190624
MA1906.ZCE,MA906,CZCE,甲醇1906,20190617,20190619
AL1906.SHF,AL1906,SHFE,沪铝1906,20190617,20190624
SN1906.SHF,SN1906,SHFE,沪锡1906,20190617,20190624
IC1906.CFX,IC1906,CFFEX,IC1906,20190621,20190621
IF1906.CFX,IF1906,CFFEX,IF1906,20190621,20190621
IH1906.CFX,IH1906,CFFEX,IH1906,20190621,20190621
EG1906.DCE,EG1906,DCE,乙二醇1906,20190625,20190628
JD1906.DCE,JD1906,DCE,鸡蛋1906,20190625,20190628
SC1907.INE,SC1907,INE,原油1907,20190628,20190705
FU1907.SHF,FU1907,SHFE,燃油1907,20190628,20190705
ZC1907.ZCE,ZC907,CZCE,动力煤1907,20190705,20190709
V1907.DCE,V1907,DCE,PVC1907,20190712,20190717
I1907.DCE,I1907,DCE,铁矿石1907,20190712,20190717
M1907.DCE,M1907,DCE,豆粕1907,20190712,20190717
SR1907.ZCE,SR907,CZCE,白糖1907,20190712,20190716
J1907.DCE,J1907,DCE,焦炭1907,20190712,20190717
C1907.DCE,C1907,DCE,玉米1907,20190712,20190717
CF1907.ZCE,CF907,CZCE,郑棉1907,20190712,20190716
WH1907.ZCE,WH907,CZCE,强麦1907,20190712,20190716
AP1907.ZCE,AP907,CZCE,苹果1907,20190712,20190716
SM1907.ZCE,SM907,CZCE,锰硅1907,20190712,20190716
FB1907.DCE,FB1907,DCE,纤维板1907,20190712,20190717
CS1907.DCE,CS1907,DCE,玉米淀粉1907,20190712,20190717
BB1907.DCE,BB1907,DCE,胶合板1907,20190712,20190717
RI1907.ZCE,RI907,CZCE,早籼稻1907,20190712,20190716
MA1907.ZCE,MA907,CZCE,甲醇1907,20190712,20190716
Y1907.DCE,Y1907,DCE,豆油1907,20190712,20190717
CY1907.ZCE,CY907,CZCE,棉纱1907,20190712,20190716
PP1907.DCE,PP1907,DCE,聚丙烯1907,20190712,20190717
SF1907.ZCE,SF907,CZCE,硅铁1907,20190712,20190716
RS1907.ZCE,RS907,CZCE,菜籽1907,20190712,20190716
B1907.DCE,B1907,DCE,豆二1907,20190712,20190717
TA1907.ZCE,TA907,CZCE,PTA1907,20190712,20190716
A1907.DCE,A1907,DCE,豆一1907,20190712,20190717
RM1907.ZCE,RM907,CZCE,菜粕1907,20190712,20190716
LR1907.ZCE,LR907,CZCE,晚籼稻1907,20190712,20190716
P1907.DCE,P1907,DCE,棕榈油1907,20190712,20190717
JR1907.ZCE,JR907,CZCE,粳稻1907,20190712,20190716
OI1907.ZCE,OI907,CZCE,菜油1907,20190712,20190716
JM1907.DCE,JM1907,DCE,焦煤1907,20190712,20190717
L1907.DCE,L1907,DCE,塑料1907,20190712,20190717
FG1907.ZCE,FG907,CZCE,玻璃1907,20190712,20190716
PM1907.ZCE,PM907,CZCE,普麦1907,20190712,20190716
RU1907.SHF,RU1907,SHFE,橡胶1907,20190715,20190722
WR1907.SHF,WR1907,SHFE,线材1907,20190715,20190722
CU1907.SHF,CU1907,SHFE,沪铜1907,20190715,20190722
ZN1907.SHF,ZN1907,SHFE,沪锌1907,20190715,20190722
AL1907.SHF,AL1907,SHFE,沪铝1907,20190715,20190722
SP1907.SHF,SP1907,SHFE,纸浆1907,20190715,20190722
PB1907.SHF,PB1907,SHFE,沪铅1907,20190715,20190722
NI1907.SHF,NI1907,SHFE,沪镍1907,20190715,20190722
RB1907.SHF,RB1907,SHFE,螺纹钢1907,20190715,20190722
BU1907.SHF,BU1907,SHFE,沥青1907,20190715,20190722
AU1907.SHF,AU1907,SHFE,沪金1907,20190715,20190722
AG1907.SHF,AG1907,SHFE,沪银1907,20190715,20190722
HC1907.SHF,HC1907,SHFE,热轧卷板1907,20190715,20190722
SN1907.SHF,SN1907,SHFE,沪锡1907,20190715,20190722
IF1907.CFX,IF1907,CFFEX,IF1907,20190719,20190719
IC1907.CFX,IC1907,CFFEX,IC1907,20190719,20190719
IH1907.CFX,IH1907,CFFEX,IH1907,20190719,20190719
JD1907.DCE,JD1907,DCE,鸡蛋1907,20190726,20190731
EG1907.DCE,EG1907,DCE,乙二醇1907,20190726,20190731
SC1908.INE,SC1908,INE,原油1908,20190731,20190807
FU1908.SHF,FU1908,SHFE,燃油1908,20190731,20190807
ZC1908.ZCE,ZC908,CZCE,动力煤1908,20190807,20190809
CY1908.ZCE,CY908,CZCE,棉纱1908,20190814,20190816
FB1908.DCE,FB1908,DCE,纤维板1908,20190814,20190819
B1908.DCE,B1908,DCE,豆二1908,20190814,20190819
JM1908.DCE,JM1908,DCE,焦煤1908,20190814,20190819
PP1908.DCE,PP1908,DCE,聚丙烯1908,20190814,20190819
RS1908.ZCE,RS908,CZCE,菜籽1908,20190814,20190816
M1908.DCE,M1908,DCE,豆粕1908,20190814,20190819
BB1908.DCE,BB1908,DCE,胶合板1908,20190814,20190819
P1908.DCE,P1908,DCE,棕榈油1908,20190814,20190819
Y1908.DCE,Y1908,DCE,豆油1908,20190814,20190819
J1908.DCE,J1908,DCE,焦炭1908,20190814,20190819
SF1908.ZCE,SF908,CZCE,硅铁1908,20190814,20190816
TA1908.ZCE,TA908,CZCE,PTA1908,20190814,20190816
RM1908.ZCE,RM908,CZCE,菜粕1908,20190814,20190816
MA1908.ZCE,MA908,CZCE,甲醇1908,20190814,20190816
SM1908.ZCE,SM908,CZCE,锰硅1908,20190814,20190816
FG1908.ZCE,FG908,CZCE,玻璃1908,20190814,20190816
I1908.DCE,I1908,DCE,铁矿石1908,20190814,20190819
V1908.DCE,V1908,DCE,PVC1908,20190814,20190819
L1908.DCE,L1908,DCE,塑料1908,20190814,20190819
SP1908.SHF,SP1908,SHFE,纸浆1908,20190815,20190822
SN1908.SHF,SN1908,SHFE,沪锡1908,20190815,20190822
ZN1908.SHF,ZN1908,SHFE,沪锌1908,20190815,20190822
CU1908.SHF,CU1908,SHFE,沪铜1908,20190815,20190822
RB1908.SHF,RB1908,SHFE,螺纹钢1908,20190815,20190822
AL1908.SHF,AL1908,SHFE,沪铝1908,20190815,20190822
PB1908.SHF,PB1908,SHFE,沪铅1908,20190815,20190822
RU1908.SHF,RU1908,SHFE,橡胶1908,20190815,20190822
AG1908.SHF,AG1908,SHFE,沪银1908,20190815,20190822
BU1908.SHF,BU1908,SHFE,沥青1908,20190815,20190822
WR1908.SHF,WR1908,SHFE,线材1908,20190815,20190822
AU1908.SHF,AU1908,SHFE,沪金1908,20190815,20190822
HC1908.SHF,HC1908,SHFE,热轧卷板1908,20190815,20190822
NI1908.SHF,NI1908,SHFE,沪镍1908,20190815,20190822
IC1908.CFX,IC1908,CFFEX,IC1908,20190816,20190816
IH1908.CFX,IH1908,CFFEX,IH1908,20190816,20190816
IF1908.CFX,IF1908,CFFEX,IF1908,20190816,20190816
EG1908.DCE,EG1908,DCE,乙二醇1908,20190827,20190830
JD1908.DCE,JD1908,DCE,鸡蛋1908,20190827,20190830
FU1909.SHF,FU1909,SHFE,燃油1909,20190830,20190906
SC1909.INE,SC1909,INE,原油1909,20190830,20190906
ZC1909.ZCE,ZC909,CZCE,动力煤1909,20190906,20190910
Y1909.DCE,Y1909,DCE,豆油1909,20190916,20190919
T1909.CFX,T1909,CFFEX,T1909,20190916,20190919
WR1909.SHF,WR1909,SHFE,线材1909,20190916,20190923
SM1909.ZCE,SM909,CZCE,锰硅1909,20190916,20190918
SR1909.ZCE,SR909,CZCE,白糖1909,20190916,20190918
TF1909.CFX,TF1909,CFFEX,TF1909,20190916,20190919
CF1909.ZCE,CF909,CZCE,郑棉1909,20190916,20190918
A1909.DCE,A1909,DCE,豆一1909,20190916,20190919
AU1909.SHF,AU1909,SHFE,沪金1909,20190916,20190923
RS1909.ZCE,RS909,CZCE,菜籽1909,20190916,20190918
CY1909.ZCE,CY909,CZCE,棉纱1909,20190916,20190918
PB1909.SHF,PB1909,SHFE,沪铅1909,20190916,20190923
RB1909.SHF,RB1909,SHFE,螺纹钢1909,20190916,20190923
SF1909.ZCE,SF909,CZCE,硅铁1909,20190916,20190918
P1909.DCE,P1909,DCE,棕榈油1909,20190916,20190919
TS1909.CFX,TS1909,CFFEX,TS1909,20190916,20190919
AL1909.SHF,AL1909,SHFE,沪铝1909,20190916,20190923
M1909.DCE,M1909,DCE,豆粕1909,20190916,20190919
ZN1909.SHF,ZN1909,SHFE,沪锌1909,20190916,20190923
BU1909.SHF,BU1909,SHFE,沥青1909,20190916,20190923
PM1909.ZCE,PM909,CZCE,普麦1909,20190916,20190918
I1909.DCE,I1909,DCE,铁矿石1909,20190916,20190919
BB1909.DCE,BB1909,DCE,胶合板1909,20190916,20190919
HC1909.SHF,HC1909,SHFE,热轧卷板1909,20190916,20190923
RM1909.ZCE,RM909,CZCE,菜粕1909,20190916,20190918
OI1909.ZCE,OI909,CZCE,菜油1909,20190916,20190918
TA1909.ZCE,TA909,CZCE,PTA1909,20190916,20190918
PP1909.DCE,PP1909,DCE,聚丙烯1909,20190916,20190919
CU1909.SHF,CU1909,SHFE,沪铜1909,20190916,20190923
C1909.DCE,C1909,DCE,玉米1909,20190916,20190919
J1909.DCE,J1909,DCE,焦炭1909,20190916,20190919
RI1909.ZCE,RI909,CZCE,早籼稻1909,20190916,20190918
CS1909.DCE,CS1909,DCE,玉米淀粉1909,20190916,20190919
NI1909.SHF,NI1909,SHFE,沪镍1909,20190916,20190923
SP1909.SHF,SP1909,SHFE,纸浆1909,20190916,20190923
LR1909.ZCE,LR909,CZCE,晚籼稻1909,20190916,20190918
L1909.DCE,L1909,DCE,塑料1909,20190916,20190919
FG1909.ZCE,FG909,CZCE,玻璃1909,20190916,20190918
WH1909.ZCE,WH909,CZCE,强麦1909,20190916,20190918
SN1909.SHF,SN1909,SHFE,沪锡1909,20190916,20190923
FB1909.DCE,FB1909,DCE,纤维板1909,20190916,20190919
MA1909.ZCE,MA909,CZCE,甲醇1909,20190916,20190918
JM1909.DCE,JM1909,DCE,焦煤1909,20190916,20190919
V1909.DCE,V1909,DCE,PVC1909,20190916,20190919
AG1909.SHF,AG1909,SHFE,沪银1909,20190916,20190923
JR1909.ZCE,JR909,CZCE,粳稻1909,20190916,20190918
RU1909.SHF,RU1909,SHFE,橡胶1909,20190916,20190923
B1909.DCE,B1909,DCE,豆二1909,20190916,20190919
IF1909.CFX,IF1909,CFFEX,IF1909,20190920,20190920
IH1909.CFX,IH1909,CFFEX,IH1909,20190920,20190920
IC1909.CFX,IC1909,CFFEX,IC1909,20190920,20190920
FU1910.SHF,FU1910,SHFE,燃油1910,20190923,20190930
SC1910.INE,SC1910,INE,原油1910,20190923,20190930
EG1909.DCE,EG1909,DCE,乙二醇1909,20190925,20190930
JD1909.DCE,JD1909,DCE,鸡蛋1909,20190925,20190930
ZC1910.ZCE,ZC910,CZCE,动力煤1910,20191014,20191016
RU1910.SHF,RU1910,SHFE,橡胶1910,20191015,20191022
AL1910.SHF,AL1910,SHFE,沪铝1910,20191015,20191022
CU1910.SHF,CU1910,SHFE,沪铜1910,20191015,20191022
HC1910.SHF,HC1910,SHFE,热轧卷板1910,20191015,20191022
ZN1910.SHF,ZN1910,SHFE,沪锌1910,20191015,20191022
AG1910.SHF,AG1910,SHFE,沪银1910,20191015,20191022
PB1910.SHF,PB1910,SHFE,沪铅1910,20191015,20191022
SN1910.SHF,SN1910,SHFE,沪锡1910,20191015,20191022
BU1910.SHF,BU1910,SHFE,沥青1910,20191015,20191022
AU1910.SHF,AU1910,SHFE,沪金1910,20191015,20191022
WR1910.SHF,WR1910,SHFE,线材1910,20191015,20191022
SP1910.SHF,SP1910,SHFE,纸浆1910,20191015,20191022
RB1910.SHF,RB1910,SHFE,螺纹钢1910,20191015,20191022
NI1910.SHF,NI1910,SHFE,沪镍1910,20191015,20191022
IC1910.CFX,IC1910,CFFEX,IC1910,20191018,20191018
IH1910.CFX,IH1910,CFFEX,IH1910,20191018,20191018
IF1910.CFX,IF1910,CFFEX,IF1910,20191018,20191018
CY1910.ZCE,CY910,CZCE,棉纱1910,20191021,20191023
BB1910.DCE,BB1910,DCE,胶合板1910,20191021,20191024
J1910.DCE,J1910,DCE,焦炭1910,20191021,20191024
L1910.DCE,L1910,DCE,塑料1910,20191021,20191024
SM1910.ZCE,SM910,CZCE,锰硅1910,20191021,20191023
PP1910.DCE,PP1910,DCE,聚丙烯1910,20191021,20191024
AP1910.ZCE,AP910,CZCE,苹果1910,20191021,20191023
JM1910.DCE,JM1910,DCE,焦煤1910,20191021,20191024
MA1910.ZCE,MA910,CZCE,甲醇1910,20191021,20191023
V1910.DCE,V1910,DCE,PVC1910,20191021,20191024
P1910.DCE,P1910,DCE,棕榈油1910,20191021,20191024
FB1910.DCE,FB1910,DCE,纤维板1910,20191021,20191024
TA1910.ZCE,TA910,CZCE,PTA1910,20191021,20191023
SF1910.ZCE,SF910,CZCE,硅铁1910,20191021,20191023
B1910.DCE,B1910,DCE,豆二1910,20191021,20191024
I1910.DCE,I1910,DCE,铁矿石1910,20191021,20191024
FG1910.ZCE,FG910,CZCE,玻璃1910,20191021,20191023
EG1910.DCE,EG1910,DCE,乙二醇1910,20191028,20191031
JD1910.DCE,JD1910,DCE,鸡蛋1910,20191028,20191031
FU1911.SHF,FU1911,SHFE,燃油1911,20191031,20191107
SC1911.INE,SC1911,INE,原油1911,20191031,20191107
ZC1911.ZCE,ZC911,CZCE,动力煤1911,20191107,20191111
PM1911.ZCE,PM911,CZCE,普麦1911,20191114,20191118
RS1911.ZCE,RS911,CZCE,菜籽1911,20191114,20191118
P1911.DCE,P1911,DCE,棕榈油1911,20191114,20191119
L1911.DCE,L1911,DCE,塑料1911,20191114,20191119
TA1911.ZCE,TA911,CZCE,PTA1911,20191114,20191118
RM1911.ZCE,RM911,CZCE,菜粕1911,20191114,20191118
JM1911.DCE,JM1911,DCE,焦煤1911,20191114,20191119
JR1911.ZCE,JR911,CZCE,粳稻1911,20191114,20191118
SR1911.ZCE,SR911,CZCE,白糖1911,20191114,20191118
OI1911.ZCE,OI911,CZCE,菜油1911,20191114,20191118
B1911.DCE,B1911,DCE,豆二1911,20191114,20191119
V1911.DCE,V1911,DCE,PVC1911,20191114,20191119
I1911.DCE,I1911,DCE,铁矿石1911,20191114,20191119
RI1911.ZCE,RI911,CZCE,早籼稻1911,20191114,20191118
C1911.DCE,C1911,DCE,玉米1911,20191114,20191119
AP1911.ZCE,AP911,CZCE,苹果1911,20191114,20191118
Y1911.DCE,Y1911,DCE,豆油1911,20191114,20191119
MA1911.ZCE,MA911,CZCE,甲醇1911,20191114,20191118
SF1911.ZCE,SF911,CZCE,硅铁1911,20191114,20191118
SM1911.ZCE,SM911,CZCE,锰硅1911,20191114,20191118
CS1911.DCE,CS1911,DCE,玉米淀粉1911,20191114,20191119
LR1911.ZCE,LR911,CZCE,晚籼稻1911,20191114,20191118
FB1911.DCE,FB1911,DCE,纤维板1911,20191114,20191119
FG1911.ZCE,FG911,CZCE,玻璃1911,20191114,20191118
M1911.DCE,M1911,DCE,豆粕1911,20191114,20191119
CY1911.ZCE,CY911,CZCE,棉纱1911,20191114,20191118
WH1911.ZCE,WH911,CZCE,强麦1911,20191114,20191118
CF1911.ZCE,CF911,CZCE,郑棉1911,20191114,20191118
A1911.DCE,A1911,DCE,豆一1911,20191114,20191119
BB1911.DCE,BB1911,DCE,胶合板1911,20191114,20191119
PP1911.DCE,PP1911,DCE,聚丙烯1911,20191114,20191119
J1911.DCE,J1911,DCE,焦炭1911,20191114,20191119
HC1911.SHF,HC1911,SHFE,热轧卷板1911,20191115,20191122
RU1911.SHF,RU1911,SHFE,橡胶1911,20191115,20191122
ZN1911.SHF,ZN1911,SHFE,沪锌1911,20191115,20191122
IH1911.CFX,IH1911,CFFEX,IH1911,20191115,20191115
SN1911.SHF,SN1911,SHFE,沪锡1911,20191115,20191122
IF1911.CFX,IF1911,CFFEX,IF1911,20191115,20191115
AU1911.SHF,AU1911,SHFE,沪金1911,20191115,20191122
NI1911.SHF,NI1911,SHFE,沪镍1911,20191115,20191122
PB1911.SHF,PB1911,SHFE,沪铅1911,20191115,20191122
SP1911.SHF,SP1911,SHFE,纸浆1911,20191115,20191122
WR1911.SHF,WR1911,SHFE,线材1911,20191115,20191122
AL1911.SHF,AL1911,SHFE,沪铝1911,20191115,20191122
RB1911.SHF,RB1911,SHFE,螺纹钢1911,20191115,20191122
AG1911.SHF,AG1911,SHFE,沪银1911,20191115,20191122
BU1911.SHF,BU1911,SHFE,沥青1911,20191115,20191122
CU1911.SHF,CU1911,SHFE,沪铜1911,20191115,20191122
IC1911.CFX,IC1911,CFFEX,IC1911,20191115,20191115
EG1911.DCE,EG1911,DCE,乙二醇1911,20191126,20191129
JD1911.DCE,JD1911,DCE,鸡蛋1911,20191126,20191129
FU1912.SHF,FU1912,SHFE,燃油1912,20191129,20191206
SC1912.INE,SC1912,INE,原油1912,20191129,20191206
ZC1912.ZCE,ZC912,CZCE,动力煤1912,20191206,20191210
TS1912.CFX,TS1912,CFFEX,TS1912,20191213,20191218
CJ1912.ZCE,CJ912,CZCE,红枣1912,20191213,20191217
I1912.DCE,I1912,DCE,铁矿石1912,20191213,20191218
CY1912.ZCE,CY912,CZCE,棉纱1912,20191213,20191217
MA1912.ZCE,MA912,CZCE,甲醇1912,20191213,20191217
M1912.DCE,M1912,DCE,豆粕1912,20191213,20191218
V1912.DCE,V1912,DCE,PVC1912,20191213,20191218
SM1912.ZCE,SM912,CZCE,锰硅1912,20191213,20191217
Y1912.DCE,Y1912,DCE,豆油1912,20191213,20191218
FB1912.DCE,FB1912,DCE,纤维板1912,20191213,20191218
BB1912.DCE,BB1912,DCE,胶合板1912,20191213,20191218
J1912.DCE,J1912,DCE,焦炭1912,20191213,20191218
T1912.CFX,T1912,CFFEX,T1912,20191213,20191218
TA1912.ZCE,TA912,CZCE,PTA1912,20191213,20191217
AP1912.ZCE,AP912,CZCE,苹果1912,20191213,20191217
FG1912.ZCE,FG912,CZCE,玻璃1912,20191213,20191217
L1912.DCE,L1912,DCE,塑料1912,20191213,20191218
P1912.DCE,P1912,DCE,棕榈油1912,20191213,20191218
PP1912.DCE,PP1912,DCE,聚丙烯1912,20191213,20191218
TF1912.CFX,TF1912,CFFEX,TF1912,20191213,20191218
JM1912.DCE,JM1912,DCE,焦煤1912,20191213,20191218
SF1912.ZCE,SF912,CZCE,硅铁1912,20191213,20191217
B1912.DCE,B1912,DCE,豆二1912,20191213,20191218
HC1912.SHF,HC1912,SHFE,热轧卷板1912,20191216,20191223
PB1912.SHF,PB1912,SHFE,沪铅1912,20191216,20191223
AL1912.SHF,AL1912,SHFE,沪铝1912,20191216,20191223
BU1912.SHF,BU1912,SHFE,沥青1912,20191216,20191223
RB1912.SHF,RB1912,SHFE,螺纹钢1912,20191216,20191223
WR1912.SHF,WR1912,SHFE,线材1912,20191216,20191223
SP1912.SHF,SP1912,SHFE,纸浆1912,20191216,20191223
AG1912.SHF,AG1912,SHFE,沪银1912,20191216,20191223
AU1912.SHF,AU1912,SHFE,沪金1912,20191216,20191223
CU1912.SHF,CU1912,SHFE,沪铜1912,20191216,20191223
ZN1912.SHF,ZN1912,SHFE,沪锌1912,20191216,20191223
NI1912.SHF,NI1912,SHFE,沪镍1912,20191216,20191223
SN1912.SHF,SN1912,SHFE,沪锡1912,20191216,20191223
IH1912.CFX,IH1912,CFFEX,IH1912,20191220,20191220
FU2001.SHF,FU2001,SHFE,燃油2001,20191220,20191227
SC2001.INE,SC2001,INE,原油2001,20191220,20191227
IC1912.CFX,IC1912,CFFEX,IC1912,20191220,20191220
IF1912.CFX,IF1912,CFFEX,IF1912,20191220,20191220
EG1912.DCE,EG1912,DCE,乙二醇1912,20191226,20191231
JD1912.DCE,JD1912,DCE,鸡蛋1912,20191226,20191231
ZC2001.ZCE,ZC001,CZCE,动力煤2001,20200108,20200108
L2001.DCE,L2001,DCE,塑料2001,20200115,20200120
M2001.DCE,M2001,DCE,豆粕2001,20200115,20200120
RM2001.ZCE,RM001,CZCE,菜粕2001,20200115,20200117
CF2001.ZCE,CF001,CZCE,郑棉2001,20200115,20200117
MA2001.ZCE,MA001,CZCE,甲醇2001,20200115,20200117
FB2001.DCE,FB2001,DCE,纤维板2001,20200115,20200120
A2001.DCE,A2001,DCE,豆一2001,20200115,20200120
J2001.DCE,J2001,DCE,焦炭2001,20200115,20200120
JM2001.DCE,JM2001,DCE,焦煤2001,20200115,20200120
C2001.DCE,C2001,DCE,玉米2001,20200115,20200120
SP2001.SHF,SP2001,SHFE,纸浆2001,20200115,20200122
SN2001.SHF,SN2001,SHFE,沪锡2001,20200115,20200122
RI2001.ZCE,RI001,CZCE,早籼稻2001,20200115,20200117
HC2001.SHF,HC2001,SHFE,热轧卷板2001,20200115,20200122
PB2001.SHF,PB2001,SHFE,沪铅2001,20200115,20200122
CJ2001.ZCE,CJ001,CZCE,红枣2001,20200115,20200117
CU2001.SHF,CU2001,SHFE,沪铜2001,20200115,20200122
BU2001.SHF,BU2001,SHFE,沥青2001,20200115,20200122
CS2001.DCE,CS2001,DCE,玉米淀粉2001,20200115,20200120
P2001.DCE,P2001,DCE,棕榈油2001,20200115,20200120
SR2001.ZCE,SR001,CZCE,白糖2001,20200115,20200117
SF2001.ZCE,SF001,CZCE,硅铁2001,20200115,20200117
AP2001.ZCE,AP001,CZCE,苹果2001,20200115,20200117
I2001.DCE,I2001,DCE,铁矿石2001,20200115,20200120
ZN2001.SHF,ZN2001,SHFE,沪锌2001,20200115,20200122
FG2001.ZCE,FG001,CZCE,玻璃2001,20200115,20200117
AU2001.SHF,AU2001,SHFE,沪金2001,20200115,20200122
AL2001.SHF,AL2001,SHFE,沪铝2001,20200115,20200122
RB2001.SHF,RB2001,SHFE,螺纹钢2001,20200115,20200122
BB2001.DCE,BB2001,DCE,胶合板2001,20200115,20200120
NI2001.SHF,NI2001,SHFE,沪镍2001,20200115,20200122
OI2001.ZCE,OI001,CZCE,菜油2001,20200115,20200117
WR2001.SHF,WR2001,SHFE,线材2001,20200115,20200122
LR2001.ZCE,LR001,CZCE,晚籼稻2001,20200115,20200117
WH2001.ZCE,WH001,CZCE,强麦2001,20200115,20200120
UR2001.ZCE,UR001,CZCE,尿素2001,20200115,20200117
PP2001.DCE,PP2001,DCE,聚丙烯2001,20200115,20200120
SM2001.ZCE,SM001,CZCE,锰硅2001,20200115,20200117
PM2001.ZCE,PM001,CZCE,普麦2001,20200115,20200117
TA2001.ZCE,TA001,CZCE,PTA2001,20200115,20200117
CY2001.ZCE,CY001,CZCE,棉纱2001,20200115,20200117
RU2001.SHF,RU2001,SHFE,橡胶2001,20200115,20200122
Y2001.DCE,Y2001,DCE,豆油2001,20200115,20200120
AG2001.SHF,AG2001,SHFE,沪银2001,20200115,20200122
B2001.DCE,B2001,DCE,豆二2001,20200115,20200120
JR2001.ZCE,JR001,CZCE,粳稻2001,20200115,20200117
V2001.DCE,V2001,DCE,PVC2001,20200115,20200120
RR2001.DCE,RR2001,DCE,粳米2001,20200115,20200120
SC2002.INE,SC2002,INE,原油2002,20200116,20200123
FU2002.SHF,FU2002,SHFE,燃油2002,20200116,20200123
IC2001.CFX,IC2001,CFFEX,IC2001,20200117,20200117
IF2001.CFX,IF2001,CFFEX,IF2001,20200117,20200117
IH2001.CFX,IH2001,CFFEX,IH2001,20200117,20200117
EG2001.DCE,EG2001,DCE,乙二醇2001,20200121,20200203
JD2001.DCE,JD2001,DCE,鸡蛋2001,20200121,20200203
ZC2002.ZCE,ZC002,CZCE,动力煤2002,20200207,20200211
FG2002.ZCE,FG002,CZCE,玻璃2002,20200214,20200218
PP2002.DCE,PP2002,DCE,聚丙烯2002,20200214,20200219
UR2002.ZCE,UR002,CZCE,尿素2002,20200214,20200218
P2002.DCE,P2002,DCE,棕榈油2002,20200214,20200219
SM2002.ZCE,SM002,CZCE,锰硅2002,20200214,20200218
L2002.DCE,L2002,DCE,塑料2002,20200214,20200219
CY2002.ZCE,CY002,CZCE,棉纱2002,20200214,20200218
TA2002.ZCE,TA002,CZCE,PTA2002,20200214,20200218
I2002.DCE,I2002,DCE,铁矿石2002,20200214,20200219
FB2002.DCE,FB2002,DCE,纤维板2002,20200214,20200219
SF2002.ZCE,SF002,CZCE,硅铁2002,20200214,20200218
RR2002.DCE,RR2002,DCE,粳米2002,20200214,20200219
B2002.DCE,B2002,DCE,豆二2002,20200214,20200219
BB2002.DCE,BB2002,DCE,胶合板2002,20200214,20200219
J2002.DCE,J2002,DCE,焦炭2002,20200214,20200219
V2002.DCE,V2002,DCE,PVC2002,20200214,20200219
MA2002.ZCE,MA002,CZCE,甲醇2002,20200214,20200218
JM2002.DCE,JM2002,DCE,焦煤2002,20200214,20200219
SN2002.SHF,SN2002,SHFE,沪锡2002,20200217,20200224
SS2002.SHF,SS2002,SHFE,不锈钢2002,20200217,20200224
AU2002.SHF,AU2002,SHFE,沪金2002,20200217,20200224
NR2002.INE,NR2002,INE,20号胶2002,20200217,20200224
AL2002.SHF,AL2002,SHFE,沪铝2002,20200217,20200224
WR2002.SHF,WR2002,SHFE,线材2002,20200217,20200224
ZN2002.SHF,ZN2002,SHFE,沪锌2002,20200217,20200224
BU2002.SHF,BU2002,SHFE,沥青2002,20200217,20200224
NI2002.SHF,NI2002,SHFE,沪镍2002,20200217,20200224
CU2002.SHF,CU2002,SHFE,沪铜2002,20200217,20200224
RB2002.SHF,RB2002,SHFE,螺纹钢2002,20200217,20200224
PB2002.SHF,PB2002,SHFE,沪铅2002,20200217,20200224
SP2002.SHF,SP2002,SHFE,纸浆2002,20200217,20200224
AG2002.SHF,AG2002,SHFE,沪银2002,20200217,20200224
HC2002.SHF,HC2002,SHFE,热轧卷板2002,20200217,20200224
SCTAS2003.INE,SC2003TAS,INE,原油2003TAS,20200218,
IF2002.CFX,IF2002,CFFEX,IF2002,20200221,20200221
IC2002.CFX,IC2002,CFFEX,IC2002,20200221,20200221
IH2002.CFX,IH2002,CFFEX,IH2002,20200221,20200221
EG2002.DCE,EG2002,DCE,乙二醇2002,20200225,20200228
JD2002.DCE,JD2002,DCE,鸡蛋2002,20200225,20200228
FU2003.SHF,FU2003,SHFE,燃油2003,20200228,20200306
SC2003.INE,SC2003,INE,原油2003,20200228,20200306
ZC2003.ZCE,ZC003,CZCE,动力煤2003,20200306,20200310
LR2003.ZCE,LR003,CZCE,晚籼稻2003,20200313,20200317
FB2003.DCE,FB2003,DCE,纤维板2003,20200313,20200318
SR2003.ZCE,SR003,CZCE,白糖2003,20200313,20200317
PM2003.ZCE,PM003,CZCE,普麦2003,20200313,20200317
OI2003.ZCE,OI003,CZCE,菜油2003,20200313,20200317
WH2003.ZCE,WH003,CZCE,强麦2003,20200313,20200420
M2003.DCE,M2003,DCE,豆粕2003,20200313,20200318
CY2003.ZCE,CY003,CZCE,棉纱2003,20200313,20200317
BB2003.DCE,BB2003,DCE,胶合板2003,20200313,20200318
PP2003.DCE,PP2003,DCE,聚丙烯2003,20200313,20200318
P2003.DCE,P2003,DCE,棕榈油2003,20200313,20200318
MA2003.ZCE,MA003,CZCE,甲醇2003,20200313,20200317
Y2003.DCE,Y2003,DCE,豆油2003,20200313,20200318
AP2003.ZCE,AP003,CZCE,苹果2003,20200313,20200317
SF2003.ZCE,SF003,CZCE,硅铁2003,20200313,20200317
C2003.DCE,C2003,DCE,玉米2003,20200313,20200318
RR2003.DCE,RR2003,DCE,粳米2003,20200313,20200318
UR2003.ZCE,UR003,CZCE,尿素2003,20200313,20200317
CF2003.ZCE,CF003,CZCE,郑棉2003,20200313,20200317
