order_book_id,datetime,trading_date,open,last,high,low,prev_settlement,prev_close,volume,open_interest,total_turnover,limit_up,limit_down,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,a1_v,a2_v,a3_v,a4_v,a5_v,b1_v,b2_v,b3_v,b4_v,b5_v,change_rate
CU2403,2024-01-12 21:00:13.500,2024-01-15,68000.0,68020.0,68060.0,68000.0,68070.0,68160.0,554.0,137753.0,188409950.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,2.0,12.0,6.0,13.0,93.0,17.0,93.0,61.0,18.0,33.0,-0.0007345379756132919
CU2403,2024-01-12 21:00:14.000,2024-01-15,68000.0,68020.0,68060.0,68000.0,68070.0,68160.0,563.0,137755.0,191471150.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68020.0,68010.0,68000.0,67990.0,67980.0,11.0,7.0,13.0,6.0,10.0,17.0,94.0,62.0,18.0,33.0,-0.0007345379756132919
CU2403,2024-01-12 21:00:14.500,2024-01-15,68000.0,68020.0,68060.0,68000.0,68070.0,68160.0,586.0,137739.0,199294050.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68020.0,68010.0,68000.0,67990.0,67980.0,16.0,7.0,13.0,6.0,9.0,6.0,94.0,62.0,18.0,33.0,-0.0007345379756132919
CU2403,2024-01-12 21:00:15.000,2024-01-15,68000.0,68020.0,68060.0,68000.0,68070.0,68160.0,586.0,137739.0,199294050.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,1.0,19.0,7.0,14.0,6.0,7.0,93.0,67.0,19.0,33.0,-0.0007345379756132919
CU2403,2024-01-12 21:00:15.500,2024-01-15,68000.0,68020.0,68060.0,68000.0,68070.0,68160.0,596.0,137738.0,202695150.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68010.0,68000.0,67990.0,67980.0,67970.0,10.0,19.0,7.0,14.0,6.0,93.0,66.0,20.0,33.0,6.0,-0.0007345379756132919
CU2403,2024-01-12 21:00:16.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,613.0,137733.0,208477800.0,72150.0,63980.0,68020.0,68030.0,68040.0,68050.0,68060.0,68010.0,68000.0,67990.0,67980.0,67970.0,4.0,2.0,15.0,7.0,14.0,115.0,65.0,20.0,33.0,6.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:16.500,2024-01-15,68000.0,68010.0,68060.0,68000.0,68070.0,68160.0,629.0,137733.0,213919250.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68010.0,68000.0,67990.0,67980.0,67970.0,2.0,16.0,7.0,14.0,7.0,113.0,65.0,20.0,33.0,6.0,-0.0008814455707359947
CU2403,2024-01-12 21:00:17.000,2024-01-15,68000.0,68010.0,68060.0,68000.0,68070.0,68160.0,629.0,137733.0,213919250.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,3.0,21.0,7.0,14.0,7.0,4.0,116.0,65.0,20.0,33.0,-0.0008814455707359947
CU2403,2024-01-12 21:00:17.500,2024-01-15,68000.0,68020.0,68060.0,68000.0,68070.0,68160.0,644.0,137721.0,219021000.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,3.0,20.0,7.0,14.0,7.0,7.0,116.0,65.0,20.0,33.0,-0.0007345379756132919
CU2403,2024-01-12 21:00:18.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,650.0,137722.0,221062000.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68020.0,68010.0,68000.0,67990.0,67980.0,18.0,7.0,14.0,7.0,9.0,14.0,116.0,67.0,20.0,34.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:18.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,651.0,137721.0,221402200.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,1.0,11.0,7.0,13.0,7.0,19.0,112.0,67.0,20.0,34.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:19.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,655.0,137717.0,222762800.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,11.0,7.0,13.0,7.0,9.0,15.0,22.0,112.0,67.0,20.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:19.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,664.0,137712.0,225824350.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,9.0,7.0,13.0,6.0,9.0,24.0,23.0,93.0,68.0,20.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:20.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,681.0,137710.0,231606950.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,6.0,7.0,14.0,6.0,9.0,15.0,24.0,93.0,68.0,20.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:20.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,681.0,137710.0,231606950.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,9.0,7.0,14.0,6.0,9.0,22.0,20.0,93.0,70.0,20.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:21.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,683.0,137712.0,232287350.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,7.0,7.0,14.0,6.0,8.0,36.0,20.0,92.0,70.0,20.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:21.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,689.0,137711.0,234328350.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,11.0,7.0,14.0,6.0,8.0,35.0,20.0,90.0,70.0,20.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:22.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,697.0,137711.0,237049550.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,22.0,7.0,14.0,6.0,8.0,28.0,20.0,90.0,70.0,20.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:22.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,698.0,137710.0,237389700.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,22.0,7.0,14.0,6.0,8.0,27.0,20.0,90.0,69.0,20.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:23.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,700.0,137710.0,238070100.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,18.0,7.0,14.0,6.0,8.0,27.0,20.0,89.0,70.0,20.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:23.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,713.0,137699.0,242492050.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,18.0,7.0,14.0,6.0,8.0,20.0,20.0,89.0,71.0,20.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:24.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,713.0,137699.0,242492050.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,18.0,7.0,14.0,6.0,8.0,15.0,20.0,89.0,71.0,20.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:24.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,713.0,137699.0,242492050.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,21.0,7.0,14.0,6.0,8.0,15.0,20.0,89.0,70.0,20.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:25.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,715.0,137699.0,243172450.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,25.0,7.0,14.0,6.0,8.0,16.0,21.0,89.0,70.0,20.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:25.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,729.0,137700.0,247934550.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,27.0,7.0,14.0,6.0,8.0,2.0,21.0,89.0,70.0,20.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:26.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,731.0,137700.0,248614850.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68020.0,68010.0,68000.0,67990.0,67980.0,55.0,7.0,15.0,6.0,9.0,15.0,89.0,69.0,20.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:26.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,733.0,137699.0,249295150.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,10.0,54.0,7.0,15.0,6.0,16.0,87.0,68.0,21.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:27.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,733.0,137699.0,249295150.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,11.0,51.0,7.0,15.0,6.0,8.0,87.0,68.0,21.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:27.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,734.0,137698.0,249635300.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,24.0,48.0,7.0,15.0,6.0,8.0,87.0,68.0,21.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:28.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,737.0,137696.0,250655750.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,36.0,48.0,7.0,15.0,6.0,8.0,87.0,68.0,21.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:28.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,739.0,137695.0,251336050.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,40.0,45.0,7.0,15.0,6.0,8.0,87.0,68.0,21.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:29.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,743.0,137697.0,252696650.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,37.0,45.0,7.0,15.0,6.0,8.0,87.0,68.0,21.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:29.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,749.0,137701.0,254737550.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,34.0,43.0,7.0,15.0,6.0,9.0,87.0,68.0,21.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:30.000,2024-01-15,68000.0,68020.0,68060.0,68000.0,68070.0,68160.0,753.0,137701.0,256097950.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,34.0,43.0,7.0,15.0,6.0,5.0,87.0,67.0,21.0,40.0,-0.0007345379756132919
CU2403,2024-01-12 21:00:30.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,764.0,137700.0,259839550.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,28.0,40.0,7.0,15.0,6.0,25.0,87.0,67.0,21.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:31.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,775.0,137700.0,263581150.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,17.0,40.0,7.0,14.0,6.0,33.0,87.0,67.0,21.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:31.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,794.0,137686.0,270044000.0,72150.0,63980.0,68030.0,68040.0,68050.0,68060.0,68070.0,68020.0,68010.0,68000.0,67990.0,67980.0,1.0,10.0,7.0,14.0,6.0,44.0,87.0,69.0,21.0,40.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:32.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,799.0,137686.0,271744950.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,6.0,7.0,14.0,6.0,9.0,4.0,50.0,88.0,70.0,21.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:32.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,800.0,137687.0,272085150.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,1.0,7.0,14.0,6.0,9.0,27.0,47.0,88.0,70.0,21.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:33.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,801.0,137687.0,272425350.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68030.0,68020.0,68010.0,68000.0,67990.0,5.0,13.0,6.0,8.0,1.0,32.0,50.0,89.0,65.0,21.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:33.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,801.0,137687.0,272425350.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,14.0,11.0,6.0,9.0,1.0,2.0,34.0,51.0,90.0,85.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:34.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,812.0,137685.0,276167350.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,13.0,11.0,6.0,9.0,1.0,2.0,26.0,47.0,89.0,84.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:34.500,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,812.0,137685.0,276167350.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,14.0,11.0,6.0,9.0,1.0,2.0,26.0,47.0,89.0,84.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:35.000,2024-01-15,68000.0,68030.0,68060.0,68000.0,68070.0,68160.0,812.0,137685.0,276167350.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,17.0,11.0,6.0,9.0,1.0,2.0,26.0,47.0,90.0,84.0,-0.0005876303804907002
CU2403,2024-01-12 21:00:35.500,2024-01-15,68000.0,68050.0,68060.0,68000.0,68070.0,68160.0,813.0,137685.0,276507600.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,16.0,11.0,6.0,9.0,1.0,2.0,26.0,47.0,90.0,84.0,-0.00029381519024529457
CU2403,2024-01-12 21:00:36.000,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,814.0,137685.0,276847800.0,72150.0,63980.0,68050.0,68060.0,68070.0,68080.0,68090.0,68040.0,68030.0,68020.0,68010.0,68000.0,16.0,11.0,6.0,9.0,1.0,1.0,29.0,47.0,90.0,84.0,-0.00044072278536799736
CU2403,2024-01-12 21:00:36.500,2024-01-15,68000.0,68040.0,68060.0,68000.0,68070.0,68160.0,818.0,137685.0,278208600.0,72150.0,63980.0,68040.0,68050.0,68060.0,68070.0,68080.0,68030.0,68020.0,68010.0,68000.0,67990.0,48.0,18.0,11.0,6.0,9.0,29.0,47.0,90.0,84.0,21.0,-0.00044072278536799736
