date,open,high,low,close,volume,returns,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PMI_New_Export_Orders_diff,fac_PMI_New_Export_Orders_diff_release,fac_PMI_diff,fac_PMI_diff_release,fac_PPI_level,fac_PPI_level_release,fac_PPIRM_level,fac_PPIRM_level_release,fac_PPI_Electrical_Machinery_YoY_zscore,fac_PPI_Electrical_Machinery_YoY_zscore_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_PPIRM_zscore,fac_PPIRM_zscore_release,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_CPI_=100_level,fac_CPI_=100_level_release,fac_PPI_、_level,fac_PPI_、_level_release,fac_PPI_Electrical_Machinery_YoY_level,fac_PPI_Electrical_Machinery_YoY_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_CPI_=100_diff,fac_CPI_=100_diff_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PMI_New_Export_Orders_zscore,fac_PMI_New_Export_Orders_zscore_release,fac_PPI_All_Industry_YoY_zscore,fac_PPI_All_Industry_YoY_zscore_release,fac_PMI_level,fac_PMI_level_release,fac_PPIRM_diff,fac_PPIRM_diff_release,fac_CPI_=100_zscore,fac_CPI_=100_zscore_release,any_effective_release,ag_effective_pmi_release,ag_effective_pmi_signal_composite
2018-05-04,4472.8733647906965,4475.319562966683,4453.303779382808,4460.642373910767,135348.0,0.0010979961570134478,3.1,0,53.0,0,-0.5999985,0,-0.3999977,0,9.5,0,6.8,0,,0,-0.008464701,0,-1.964689,0,-0.19999993,0,,0,-1.722815,0,102.056656,0,-2.6,0,1.7,0,,0,-0.847229,0,-0.81366557,0,-0.028400678,0,-2.105294,0,53.1,0,-1.5,0,0.79088026,0,0,0,-10.892364
2018-05-07,4467.980968438726,4483.881256582635,4458.19617573478,4471.650265702705,168872.0,0.002467781738415331,3.1,0,53.0,0,-0.5999985,0,-0.3999977,0,9.5,0,6.8,0,,0,-0.0065859887,0,-1.9412262,0,-0.19999993,0,,0,-1.707852,0,102.056656,0,-2.6,0,1.7,0,,0,-0.847229,0,-0.8084446,0,-0.026986426,0,-2.0844445,0,53.1,0,-1.5,0,0.7846358,0,0,0,-10.891523
2018-05-08,4465.534770262739,4477.76576114267,4464.311671174745,4471.650265702705,75474.0,0.0,3.1,0,53.0,0,-0.5999985,0,-0.3999977,0,9.5,0,6.8,0,,0,-0.0047056624,0,-1.9183631,0,-0.19999993,0,,0,-1.6932082,0,102.056656,0,-2.6,0,1.7,0,,0,-0.847229,0,-0.80325156,0,-0.025571615,0,-2.0641983,0,53.1,0,-1.5,0,0.77842915,0,0,0,-10.890683
2018-05-09,4470.427166614711,4486.32745475862,4444.742085766857,4463.088572086752,116472.0,-0.001914660831510151,3.1,0,53.0,0,-0.5999985,0,-0.3999977,0,9.5,0,6.8,0,,0,-0.0028236997,0,-1.8960721,0,-0.19999993,0,,0,-1.6788745,0,102.056656,0,-2.6,0,1.7,0,,0,-0.847229,0,-0.79808605,0,-0.024156239,0,-2.044533,0,53.1,0,-1.5,0,0.77225995,0,0,0,-10.889844
2018-05-10,4475.319562966683,4491.219851110593,4470.427166614711,4480.211959318655,92504.0,0.0038366675801591033,3.1,0,53.0,0,-0.5999985,0,-0.3999977,0,9.5,0,6.8,0,,0,-0.000940077,0,-1.8743278,0,-0.19999993,0,,0,-1.6648422,0,102.056656,0,-2.6,0,1.7,0,,0,-0.847229,0,-0.7929476,0,-0.022740286,0,-2.0254278,0,53.1,0,-1.5,0,0.766128,0,0,0,-10.889007
2018-05-11,4512.012535606476,4512.012535606476,4494.889148374575,4499.781544726546,77348.0,0.004368004368004552,3.4,1,53.0,0,-0.5999985,0,-0.3999977,0,7.7,1,6.4,1,,0,0.0009452295,0,-1.9618568,1,-0.19999993,0,,0,-2.5944884,1,101.8023,1,-2.8,1,1.7,0,,0,-0.25435638,1,-0.7878357,0,-0.02132375,0,-1.7577121,1,53.1,0,-0.4000001,1,0.18359235,1,1,0,-10.888169
2018-05-14,4516.904931958449,4516.904931958449,4489.9967520226,4493.666049286579,57904.0,-0.0013590649633054008,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.0018853031,0,-1.9385118,0,-0.19999993,0,,0,-2.5566514,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.7892167,0,-0.021798482,0,-1.7442746,0,53.1,0,-0.4000001,0,0.17677009,0,0,0,-10.887588
2018-05-15,4482.658157494641,4489.9967520226,4447.188283942842,4449.6344821188295,73056.0,-0.009798584648883835,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.004721631,0,-1.9157614,0,-0.19999993,0,,0,-2.5202727,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.7906006,0,-0.022273257,0,-1.7311735,0,53.1,0,-0.4000001,0,0.16987444,0,0,0,-10.887007
2018-05-16,4420.280104006994,4427.618698534954,4403.156716775092,4422.726302182979,64766.0,-0.006047278724574445,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.0075638485,0,-1.8935783,0,-0.19999993,0,,0,-2.4852629,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.7919874,0,-0.022748075,0,-1.7184023,0,53.1,0,-0.4000001,0,0.16290191,0,0,0,-10.886427
2018-05-17,4411.718410391043,4439.849689414884,4399.487419511112,4420.280104006994,28090.0,-0.0005530973451325361,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.010412054,0,-1.8719375,0,-0.19999993,0,,0,-2.4515402,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.7933772,0,-0.023222934,0,-1.7059548,0,53.1,0,-0.4000001,0,0.15584883,0,0,0,-10.885848
2018-05-18,4434.957293062911,4447.188283942842,4430.064896710941,4437.403491238897,29828.0,0.003873824017708749,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.013266344,0,-1.8508152,0,-0.19999993,0,,0,-2.4190302,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.79477,0,-0.023697836,0,-1.6938254,0,53.1,0,-0.4000001,0,0.14871131,0,0,0,-10.88527
2018-05-21,4431.287995798933,4452.080680294814,4412.941509479036,4417.833905831009,33138.0,-0.004410143329657834,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.016126817,0,-1.830189,0,-0.19999993,0,,0,-2.387664,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.7961658,0,-0.024172783,0,-1.6820091,0,53.1,0,-0.4000001,0,0.14148521,0,0,0,-10.884693
2018-05-22,4444.742085766857,4449.6344821188295,4433.73419397492,4436.1803921509045,30160.0,0.004152823920265503,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.018993573,0,-1.8100381,0,-0.19999993,0,,0,-2.3573792,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.79756457,0,-0.02464777,0,-1.6705016,0,53.1,0,-0.4000001,0,0.13416615,0,0,0,-10.884117
2018-05-23,4456.973076646787,4466.757869350729,4444.742085766857,4456.973076646787,34616.0,0.004687069203198391,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.021866715,0,-1.7901809,0,-0.19999993,0,,0,-2.3252397,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.7989664,0,-0.025122803,0,-1.6538495,0,53.1,0,-0.4000001,0,0.12860774,0,0,0,-10.883541
2018-05-24,4444.742085766857,4452.080680294814,4427.618698534954,4452.080680294814,26320.0,-0.001097694840834551,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.024746342,0,-1.7707657,0,-0.19999993,0,,0,-2.2941785,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.8003712,0,-0.02559788,0,-1.637519,0,53.1,0,-0.4000001,0,0.1230127,0,0,0,-10.882967
2018-05-25,4466.757869350729,4477.76576114267,4459.419274822773,4470.427166614711,32616.0,0.004120879120879328,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.027632559,0,-1.7517742,0,-0.19999993,0,,0,-2.2641358,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.80177915,0,-0.026073001,0,-1.6214986,0,53.1,0,-0.4000001,0,0.11737978,0,0,0,-10.882393
2018-05-28,4476.542662054677,4483.881256582635,4438.626590326889,4443.518986678864,27548.0,-0.00601915184678492,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.03052547,0,-1.7331898,0,-0.19999993,0,,0,-2.2350564,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.8031901,0,-0.026548168,0,-1.6057773,0,53.1,0,-0.4000001,0,0.11170769,0,0,0,-10.881821
2018-05-29,4443.518986678864,4454.526878470802,4438.626590326889,4442.29588759087,24032.0,-0.00027525461051503,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.033425182,0,-1.7149965,0,-0.19999993,0,,0,-2.2068894,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.8046041,0,-0.027023379,0,-1.5903448,0,53.1,0,-0.4000001,0,0.1059951,0,0,0,-10.881248
2018-05-30,4437.403491238897,4448.411383030837,4430.064896710941,4439.849689414884,23652.0,-0.0005506607929515184,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.0363318,0,-1.6971788,0,-0.19999993,0,,0,-2.1795874,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.8060213,0,-0.027498635,0,-1.5751911,0,53.1,0,-0.4000001,0,0.10024064,0,0,0,-10.880677
2018-05-31,4459.480311793157,4469.943117529898,4459.480311793157,4468.780583559149,24.0,0.006516187746904878,3.4,0,53.0,0,-0.5999985,0,-0.3999977,0,7.7,0,6.4,0,,0,-0.03924543,0,-1.6797228,0,-0.19999993,0,,0,-2.1531065,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.8074415,0,-0.027973937,0,-1.5603069,0,53.1,0,-0.4000001,0,0.09444286,0,0,0,-10.880107
2018-06-01,4458.317777822408,4462.9679137054045,4439.717234290423,4439.717234290423,198.0,-0.0065036420395423455,3.4,0,56.7,1,0.5,1,0.8999977,1,7.7,0,6.4,0,,0,1.038073,1,-1.6626145,0,-0.19999993,0,,0,-2.1274061,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.17554018,1,0.56626636,1,-1.5456831,0,54.1,1,-0.4000001,0,0.08860028,0,1,1,-10.739147
2018-06-04,4431.579496495181,4439.717234290423,4425.766826641437,4425.766826641437,84.0,-0.003142183817752997,3.4,0,56.7,0,0.5,0,0.8999977,0,7.7,0,6.4,0,,0,1.0299312,0,-1.6458412,0,-0.19999993,0,,0,-2.1024487,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.17924815,0,0.56309116,0,-1.5313112,0,54.1,0,-0.4000001,0,0.082711354,0,0,0,-10.739451
2018-06-05,4438.554700319674,4438.554700319674,4404.841215167954,4415.304020904695,60.0,-0.0023640661938536534,3.4,0,56.7,0,0.5,0,0.8999977,0,7.7,0,6.4,0,,0,1.0218582,0,-1.6293906,0,-0.19999993,0,,0,-2.078199,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.18297395,0,0.5599245,0,-1.5171828,0,54.1,0,-0.4000001,0,0.076774485,0,0,0,-10.739757
2018-06-06,4419.9541567876895,4435.067098407428,4407.166283109451,4435.067098407428,76.0,0.004476040021063721,3.4,0,56.7,0,0.5,0,0.8999977,0,7.7,0,6.4,0,,0,1.0138524,0,-1.6132511,0,-0.19999993,0,,0,-2.054624,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.18671787,0,0.5567661,0,-1.5032903,0,54.1,0,-0.4000001,0,0.070788,0,0,0,-10.740061
2018-06-07,4446.692438114919,4447.854972085667,4428.0918945829335,4447.854972085667,36.0,0.0028833551769333887,3.4,0,56.7,0,0.5,0,0.8999977,0,7.7,0,6.4,0,-0.5541081,0,1.0059123,0,-1.5974115,0,-0.19999993,0,,0,-2.0316935,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.19048022,0,0.55361605,0,-1.4896262,0,54.1,0,-0.4000001,0,0.06475017,0,0,0,-10.740364
2018-06-08,4475.755787383643,4478.08085532514,4438.554700319674,4446.692438114919,94.0,-0.00026136957658107196,3.4,0,56.7,0,0.5,0,0.8999977,0,7.7,0,6.4,0,-0.5567498,0,0.99803627,0,-1.5818615,0,-0.19999993,0,,0,-2.0093784,0,101.8023,0,-2.8,0,1.7,0,,0,-0.25435638,0,-0.19426131,0,0.5504741,0,-1.476183,0,54.1,0,-0.4000001,0,0.058659185,0,0,0,-10.740666
2018-06-11,4459.480311793157,4528.069816067346,4458.317777822408,4494.356330915626,86.0,0.010718954248365442,4.1,1,56.7,0,0.5,0,0.8999977,0,6.1,1,7.6,1,-0.5594023,0,0.99022293,0,-1.2722839,1,-0.19999993,0,,0,-2.7148182,1,101.7505,1,-2.8,1,1.7,0,,0,-0.05179596,1,-0.2000528,0,0.54778475,0,-0.89643514,1,54.1,0,1.1999998,1,-0.078843705,1,1,0,-10.741305
2018-06-12,4489.70619503263,4516.444476359858,4489.70619503263,4497.843932827874,12.0,0.0007759958613555717,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-0.5620656,0,0.98247075,0,-1.2616799,0,-0.19999993,0,,0,-2.6699731,0,101.7505,0,-2.8,0,1.7,0,,0,-0.05179596,0,-0.20590104,0,0.5451018,0,-0.8892891,0,54.1,0,1.1999998,0,-0.08516984,0,0,0,-10.741941
2018-06-13,4497.843932827874,4512.956874447608,4483.893525178887,4501.33153474012,256.0,0.0007753941586972068,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-0.56473994,0,0.9747784,0,-1.2512048,0,-0.19999993,0,,0,-2.6270247,0,101.7505,0,-2.8,0,1.7,0,,0,-0.05179596,0,-0.21180762,0,0.5424253,0,-0.8821874,0,54.1,0,1.1999998,0,-0.09156426,0,0,0,-10.742577
2018-06-14,4522.257146213601,4567.595971072814,4509.469272535363,4567.595971072814,102.0,0.014721074380165344,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-0.5674253,0,0.9671445,0,-1.2408553,0,-0.19999993,0,,0,-2.5858412,0,101.7505,0,-2.8,0,1.7,0,,0,-0.05179596,0,-0.2177742,0,0.53975505,0,-0.8751291,0,54.1,0,1.1999998,0,-0.09802927,0,0,0,-10.743209
2018-06-15,4637.348009317753,4637.348009317753,4550.15796151158,4568.758505043564,146.0,0.00025451768897966076,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-0.57012194,0,0.9595676,0,-1.2306281,0,-0.19999993,0,,0,-2.5463037,0,101.7505,0,-2.8,0,1.7,0,,0,-0.05179596,0,-0.22380243,0,0.5370911,0,-0.86811304,0,54.1,0,1.1999998,0,-0.10456725,0,0,0,-10.74384
2018-06-19,4407.166283109451,4458.317777822408,4407.166283109451,4435.067098407428,76.0,-0.0292620865139952,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-2.1063113,1,0.9520466,0,-1.22052,0,-1.0,1,,0,-2.5083046,0,101.7505,0,-2.8,0,0.7,1,,0,-0.05179596,0,-0.22989412,0,0.5344333,0,-0.8611382,0,54.1,0,1.1999998,0,-0.11118069,0,1,0,-10.74447
2018-06-20,4424.604292670686,4430.41696252443,4419.9541567876895,4419.9541567876895,46.0,-0.0034076015727394493,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-2.0880067,0,0.94458,0,-1.210528,0,-1.0,0,,0,-2.4717455,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.23605105,0,0.5317816,0,-0.8542036,0,54.1,0,1.1999998,0,-0.11787221,0,0,0,-10.745097
2018-06-21,4421.116690758439,4432.742030465929,4361.827458250241,4409.49135105095,48.0,-0.00236717517096241,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-2.070073,0,0.93716663,0,-1.2011847,0,-1.0,0,,0,-2.4325225,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.24227513,0,0.529136,0,-0.8485673,0,54.1,0,1.1999998,0,-0.12042994,0,0,0,-10.745723
2018-06-22,4423.441758699937,4433.904564436677,4421.116690758439,4433.904564436677,10.0,0.005536514632216827,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-2.0524962,0,0.9298053,0,-1.1919441,0,-1.0,0,,0,-2.3947823,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.24856836,0,0.5264964,0,-0.8429642,0,54.1,0,1.1999998,0,-0.12299388,0,0,0,-10.746347
2018-06-25,4449.994205902815,4467.340856913351,4447.681319101412,4452.307092704223,684.0,0.004150411448895053,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-2.035265,0,0.92249477,0,-1.1828036,0,-1.0,0,,0,-2.3584294,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.25493276,0,0.5238628,0,-0.8373936,0,54.1,0,1.1999998,0,-0.12556408,0,0,0,-10.746969
2018-06-26,4351.696516843113,4458.089309707732,4351.696516843113,4454.619979505627,1342.0,0.0005194805194805863,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-2.0183668,0,0.91523385,0,-1.1737611,0,-1.0,0,,0,-2.3233771,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.26137048,0,0.521235,0,-0.831855,0,54.1,0,1.1999998,0,-0.12814066,0,0,0,-10.74759
2018-06-27,4441.8991020979,4462.7150833105425,4440.742658697197,4453.463536104925,1436.0,-0.00025960539979230646,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-2.0017908,0,0.90802145,0,-1.164814,0,-1.0,0,,0,-2.2895455,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.2678837,0,0.51861304,0,-0.8263478,0,54.1,0,1.1999998,0,-0.13072364,0,0,0,-10.74821
2018-06-28,4448.837762502117,4456.932866307033,4433.803998292983,4434.9604416936845,2406.0,-0.004154764996105342,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-1.9855261,0,0.9008563,0,-1.1559603,0,-1.0,0,,0,-2.256862,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.27447477,0,0.5159969,0,-0.82087165,0,54.1,0,1.1999998,0,-0.13331315,0,0,0,-10.748827
2018-06-29,4436.116885094388,4452.307092704223,4424.552451087365,4440.742658697197,1208.0,0.0013037809647979959,4.1,0,56.7,0,0.5,0,0.8999977,0,6.1,0,7.6,0,-1.9695626,0,0.89373744,0,-1.1471977,0,-1.0,0,,0,-2.225259,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.28114608,0,0.5133864,0,-0.8154258,0,54.1,0,1.1999998,0,-0.13590924,0,0,0,-10.749443
2018-07-02,4443.0555454986015,4454.619979505627,4433.803998292983,4439.5862152964955,952.0,-0.0002604166666664298,4.1,0,57.7,1,-1.4000015,1,-0.5999985,1,6.1,0,7.6,0,-1.9538906,0,0.1732365,1,-1.1385242,0,-1.0,0,,0,-2.1946757,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.10238757,1,-1.1335717,1,-0.81000984,0,53.6,1,1.1999998,0,-0.138512,0,1,1,-12.029031
2018-07-03,4438.429771895793,4441.8991020979,4417.613790683149,4438.429771895793,1492.0,-0.0002604845011721091,4.1,0,57.7,0,-1.4000015,0,-0.5999985,0,6.1,0,7.6,0,-1.9385005,0,0.1692316,0,-1.1299378,0,-1.0,0,,0,-2.1650548,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.10902781,0,-1.126505,0,-0.80462325,0,53.6,0,1.1999998,0,-0.14112152,0,0,0,-12.029188
2018-07-04,4445.368432300008,4465.027970111948,4439.5862152964955,4452.307092704223,1304.0,0.0031266284523190357,4.1,0,57.7,0,-1.4000015,0,-0.5999985,0,6.1,0,7.6,0,-1.9233837,0,0.16521747,0,-1.1214364,0,-1.0,0,,0,-2.136344,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.11574694,0,-1.1195008,0,-0.7992655,0,53.6,0,1.1999998,0,-0.14373787,0,0,0,-12.0293455
2018-07-05,4447.681319101412,4448.837762502117,4436.116885094388,4445.368432300008,580.0,-0.0015584415584416478,4.1,0,57.7,0,-1.4000015,0,-0.5999985,0,6.1,0,7.6,0,-1.9070554,0,0.16119388,0,-1.113018,0,-1.0,0,,0,-2.1084948,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.12254772,0,-1.1125578,0,-0.7939361,0,53.6,0,1.1999998,0,-0.14636114,0,0,0,-12.029504
2018-07-06,4447.681319101412,4454.619979505627,4438.429771895793,4448.837762502117,418.0,0.0007804370447455078,4.1,0,57.7,0,-1.4000015,0,-0.5999985,0,6.1,0,7.6,0,-1.8910347,0,0.15716052,0,-1.104681,0,-1.0,0,,0,-2.0814621,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.12943307,0,-1.1056751,0,-0.7886346,0,53.6,0,1.1999998,0,-0.14899142,0,0,0,-12.029661
2018-07-09,4444.211988899304,4460.402196509139,4440.742658697197,4454.619979505627,632.0,0.0012997140629058546,4.1,0,57.7,0,-1.4000015,0,-0.5999985,0,6.1,0,7.6,0,-1.8753114,0,0.1531171,0,-1.0964234,0,-1.0,0,,0,-2.0552044,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.13640602,0,-1.0988516,0,-0.7833605,0,53.6,0,1.1999998,0,-0.15162878,0,0,0,-12.029819
2018-07-10,4453.463536104925,4466.18441351265,4437.273328495089,4444.211988899304,718.0,-0.0023364485981313132,4.1,0,57.7,0,-1.4000015,0,-0.5999985,0,6.1,0,7.6,0,-1.8598758,0,0.14906333,0,-1.0882436,0,-1.0,0,,0,-2.0296826,0,101.7505,0,-2.8,0,0.7,0,,0,-0.05179596,0,-0.14346975,0,-1.092086,0,-0.7781133,0,53.6,0,1.1999998,0,-0.15427332,0,0,0,-12.029976
2018-07-11,4448.837762502117,4451.150649303519,4426.865337888768,4433.803998292983,1788.0,-0.0023419203747070405,4.7,1,57.7,0,-1.4000015,0,-0.5999985,0,5.7,1,7.9,1,-1.8447186,0,0.14499891,0,-1.0096633,1,-1.0,0,,0,-2.1560476,1,101.85363,1,-2.5,1,0.7,0,,0,0.103126526,1,-0.15062761,0,-1.0853773,0,-0.29081404,1,53.6,0,0.3000002,1,0.11728975,1,1,0,-12.030133
2018-07-12,4437.273328495089,4441.8991020979,4409.518686878233,4425.708894488067,2128.0,-0.0018257694314031125,4.7,0,57.7,0,-1.4000015,0,-0.5999985,0,5.7,0,7.9,0,-1.8298308,0,0.1445129,0,-1.0023429,0,-1.0,0,,0,-2.1277072,0,101.85363,0,-2.5,0,0.7,0,,0,0.103126526,0,-0.15700394,0,-1.077388,0,-0.288274,0,53.6,0,0.3000002,0,0.113860376,0,0,0,-12.029487
2018-07-13,4421.083120885256,4437.273328495089,4421.083120885256,4422.239564285961,412.0,-0.0007839038411285859,4.7,0,57.7,0,-1.4000015,0,-0.5999985,0,5.7,0,7.9,0,-1.815204,0,0.14402698,0,-0.99508137,0,-1.0,0,,0,-2.1002097,0,101.85363,0,-2.5,0,0.7,0,,0,0.103126526,0,-0.16345209,0,-1.069482,0,-0.28573537,0,53.6,0,0.3000002,0,0.11042436,0,0,0,-12.028838
2018-07-16,4424.552451087365,4424.552451087365,4407.2058000768275,4414.144460481043,2600.0,-0.0018305439330547069,4.7,0,57.7,0,-1.4000015,0,-0.5999985,0,5.7,0,7.9,0,-1.8008302,0,0.14354111,0,-0.98787737,0,-1.0,0,,0,-2.0735116,0,101.85363,0,-2.5,0,0.7,0,,0,0.103126526,0,-0.16997437,0,-1.061658,0,-0.28319815,0,53.6,0,0.3000002,0,0.10698153,0,0,0,-12.028188
2018-07-17,4407.2058000768275,4412.988017080339,4386.389818864184,4404.892913275423,1956.0,-0.0020958868221118143,4.7,0,57.7,0,-1.4000015,0,-0.5999985,0,5.7,0,7.9,0,-1.7867014,0,0.14305532,0,-0.9807298,0,-1.0,0,,0,-2.0475724,0,101.85363,0,-2.5,0,0.7,0,,0,0.103126526,0,-0.1765732,0,-1.0539147,0,-0.28066227,0,53.6,0,0.3000002,0,0.10353172,0,0,0,-12.027535
2018-07-18,4389.859149066292,4394.484922669102,4334.349865832577,4345.914299839603,4516.0,-0.01338934103439171,4.7,0,57.7,0,-1.4000015,0,-0.5999985,0,5.7,0,7.9,0,-1.7728103,0,0.14256962,0,-0.97363746,0,-1.0,0,,0,-2.0223544,0,101.85363,0,-2.5,0,0.7,0,,0,0.103126526,0,-0.18325111,0,-1.0462508,0,-0.2781277,0,53.6,0,0.3000002,0,0.10007477,0,0,0,-12.026881
2018-07-19,4348.227186641007,4374.825384857159,4342.444969637492,4355.165847045219,1810.0,0.002128791910590122,4.7,0,57.7,0,-1.4000015,0,-0.5999985,0,5.7,0,7.9,0,-1.7591499,0,0.14208397,0,-0.9665993,0,-1.0,0,,0,-1.9978224,0,101.85363,0,-2.5,0,0.7,0,,0,0.103126526,0,-0.19001074,0,-1.0386654,0,-0.2755944,0,53.6,0,0.3000002,0,0.096610494,0,0,0,-12.026224
2018-07-20,4318.159658222744,4367.8867244529465,4318.159658222744,4356.322290445923,4222.0,0.0002655337227830401,4.7,0,57.7,0,-1.4000015,0,-0.5999985,0,5.7,0,7.9,0,-1.7457131,0,0.14159839,0,-0.9595124,0,-1.0,0,,0,-1.9736552,0,101.85363,0,-2.5,0,0.7,0,,0,0.103126526,0,-0.19685481,0,-1.0311573,0,-0.2730623,0,53.6,0,0.3000002,0,0.0929295,0,0,0,-12.025565
2018-07-23,4363.260950850137,4378.294715059267,4357.478733846625,4372.512498055756,2172.0,0.003716485266790359,4.7,0,57.7,0,-1.4000015,0,-0.5999985,0,5.7,0,7.9,0,-1.7324934,0,0.1411129,0,-0.95247835,0,-1.0,0,,0,-1.9501215,0,101.85363,0,-2.5,0,0.7,0,,0,0.103126526,0,-0.20378622,0,-1.0237255,0,-0.27053133,0,53.6,0,0.3000002,0,0.08923906,0,0,0,-12.024904
2018-07-24,4367.8867244529465,4372.512498055756,4362.104507449435,4363.260950850137,2276.0,-0.0021158423697432704,4.7,0,57.7,0,-1.4000015,0,-0.5999985,0,5.7,0,7.9,0,-1.7194847,0,0.14062746,0,-0.945496,0,-1.0,0,,0,-1.927192,0,101.85363,0,-2.5,0,0.7,0,,0,0.103126526,0,-0.21080796,0,-1.0163692,0,-0.2680015,0,53.6,0,0.3000002,0,0.08553897,0,0,0,-12.024241
