date,open,high,low,close,volume,returns,fac_PPIRM_纺织原料类_全国_当期同比增长率_月_zscore,fac_PPIRM_纺织原料类_全国_当期同比增长率_月_zscore_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_PMI_Raw_Material_Inventory_level,fac_PMI_Raw_Material_Inventory_level_release,fac_PMI_Business_Expectation_diff,fac_PMI_Business_Expectation_diff_release,fac_PPI_纺织业_全国_当期同比增长率_月_zscore,fac_PPI_纺织业_全国_当期同比增长率_月_zscore_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_制造业采购经理指数PMI_生产_zscore,fac_制造业采购经理指数PMI_生产_zscore_release,any_effective_release
2016-02-29,3474.5278606351794,3516.7096287274207,3466.7164220995783,3487.0261622921403,78984.0,0.004500450045005211,,0,,0,,0,-0.79999924,0,46.8,0,,0,,0,,0,,0,0
2016-03-01,3496.3998885348597,3627.632055932951,3493.2753131206196,3627.632055932951,163698.0,0.04032258064516081,,0,,0,,0,-0.79999924,0,46.8,0,,0,,0,,0,,0,0
2016-03-02,3635.443494468552,3638.5680698827923,3591.6994386691877,3615.1337542759907,181260.0,-0.003445305770886975,,0,,0,,0,1.2000008,1,48.0,1,,0,,0,,0,,1,0
2016-03-03,3608.8846034475105,3672.9383994394343,3605.7600280332695,3644.817220711271,204366.0,0.008210890233361523,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-04,3647.941796125512,3701.0595781675975,3635.443494468552,3679.187550267916,238136.0,0.009429918559794803,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-07,3686.9989888035166,3815.1065807873674,3682.3121256821546,3785.423114352084,378916.0,0.028874734607218455,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-08,3796.3591283019255,3826.0425947372078,3699.497290460477,3747.9282093812008,319716.0,-0.009905076351630293,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-09,3774.487100402243,3774.487100402243,3651.0663715397536,3711.995592117437,251658.0,-0.009587328053355826,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-10,3727.6184691886388,3740.1167708456014,3658.877810075354,3663.564673196715,223410.0,-0.013047138047137419,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-11,3669.8138240251947,3705.7464412889576,3662.002385489595,3690.1235642177567,169354.0,0.0072494669509592935,,1,,0,,0,1.2000008,0,48.0,0,,0,,1,,0,,0,0
2016-03-14,3693.248139631996,3741.6790585527206,3662.002385489595,3663.564673196715,192406.0,-0.0071972904318372555,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-15,3647.941796125512,3663.564673196715,3632.3189190543103,3646.379508418393,140132.0,-0.004690831556503294,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-16,3637.0057821756714,3680.749837975036,3615.1337542759907,3666.689248610954,186190.0,0.005569837189374205,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-17,3666.689248610954,3727.6184691886388,3662.002385489595,3721.3693183601586,233080.0,0.014912654452492458,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-18,3721.3693183601586,3797.9214160090464,3716.6824552387984,3772.9248126951234,407566.0,0.01385390428211597,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-21,3777.6116758164853,3786.985402059203,3733.8676200171203,3733.8676200171203,290022.0,-0.010351966873705876,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-22,3749.4904970883213,3793.234552887684,3733.8676200171203,3772.9248126951234,534848.0,0.010460251046024993,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-23,3766.6756618666436,3807.295142251766,3751.0527847954413,3758.864223331042,579962.0,-0.003726708074534235,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-24,3749.4904970883213,3755.739647916801,3644.817220711271,3646.379508418393,664100.0,-0.029925187032418754,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-25,3641.692645297032,3708.871016703197,3632.3189190543103,3704.184153581838,403910.0,0.015852613538988924,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-28,3707.3087289960768,3777.6116758164853,3704.184153581838,3749.4904970883213,810908.0,0.01223112610712751,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-29,3758.864223331042,3783.860826644964,3735.429907724239,3765.1133741595213,897790.0,0.00416666666666643,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-30,3752.615072502562,3763.5510864524017,3710.4333044103178,3724.4938937743987,959088.0,-0.010788381742738329,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-03-31,3735.429907724239,3799.4837037161647,3735.429907724239,3791.672265180566,1490922.0,0.01803691275167818,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-04-01,3801.045991423285,3861.975212000971,3776.049388109364,3824.4803070300877,2476834.0,0.00865265760197742,,0,,0,,0,1.2000008,0,48.0,0,,0,,0,,0,,0,0
2016-04-05,3777.6116758164853,3777.6116758164853,3699.497290460477,3724.4938937743987,1385502.0,-0.026143790849673332,,0,,0,,0,0.20000076,1,48.2,1,,0,,0,,0,,1,0
2016-04-06,3694.8104273391186,3740.1167708456014,3694.8104273391186,3719.8070306530403,920024.0,-0.0012583892617443748,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-07,3713.5578798245583,3754.177360209682,3704.184153581838,3707.3087289960768,890842.0,-0.0033599328013446117,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-08,3691.685851924877,3691.685851924877,3641.692645297032,3679.187550267916,1155680.0,-0.007585335018962969,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-11,3705.7464412889576,3749.4904970883213,3696.372715046237,3713.5578798245583,1460308.0,0.009341825902335232,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-12,3726.05618148152,3746.3659216740816,3680.749837975036,3710.4333044103178,1180484.0,-0.0008413967185528781,,1,,0,,0,0.20000076,0,48.2,0,,0,,1,,0,,0,0
2016-04-13,3718.244742945918,3813.5442930802465,3711.995592117437,3761.9887987452817,2526478.0,0.013894736842105182,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-14,3765.1133741595213,3852.6014857582504,3747.9282093812008,3846.3523349297698,2067814.0,0.022425249169435446,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-15,3866.6620751223318,3897.907829264734,3763.5510864524017,3766.6756618666436,2771784.0,-0.020714865962631834,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-18,3743.2413462598397,3786.985402059203,3710.4333044103178,3752.615072502562,1979856.0,-0.0037328909166323143,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-19,3771.3625249880038,3802.608279130405,3719.8070306530403,3761.9887987452817,1891542.0,0.0024979184013320666,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-20,3768.2379495737628,3847.9146226368894,3763.5510864524017,3819.793443908729,2710890.0,0.015365448504984114,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-21,3811.9820053731273,3955.7124744281778,3788.5476897663243,3955.7124744281778,2770726.0,0.03558282208588892,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-22,3983.83365315634,3985.3959408634596,3761.9887987452817,3851.039198051129,2306180.0,-0.026461295418641395,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-25,3866.6620751223318,4018.2039827129843,3861.975212000971,4004.1433933489016,4321300.0,0.039756592292089055,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-26,4005.705681056023,4065.072613926589,3944.7764604783374,3982.271365449219,3076212.0,-0.005462348809988415,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-27,3993.207379399063,4071.321764755068,3957.2747621352996,3999.456530227543,2723468.0,0.00431541781090683,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-28,4016.641695005864,4029.1399966628246,3904.156980093214,3924.466720285776,2267214.0,-0.018750000000000266,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-04-29,3946.338748185457,3960.3993375495406,3911.9684186288155,3915.092994043056,1312560.0,-0.0023885350318468834,,0,,0,,0,0.20000076,0,48.2,0,,0,,0,,0,,0,0
2016-05-03,3891.658678436253,3896.3455415576145,3835.416320979928,3871.3489382436924,739674.0,-0.011173184357541888,,0,,0,,0,-0.79999924,1,47.4,1,,0,,0,,0,,1,0
2016-05-04,3851.039198051129,3883.8472399006528,3838.5408963941686,3855.72606117249,1094780.0,-0.0040355125100890454,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-05,3874.473513657933,3882.284952193533,3804.1705668375253,3805.7328545446453,1130160.0,-0.012965964343598202,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-06,3840.103184101291,3849.4769103440094,3741.6790585527206,3761.9887987452817,1450626.0,-0.011494252873563204,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-09,3758.864223331042,3796.3591283019255,3699.497290460477,3729.18075689576,1221092.0,-0.008720930232557822,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-10,3707.3087289960768,3730.7430446028798,3680.749837975036,3707.3087289960768,799810.0,-0.0058651026392966266,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-11,3708.871016703197,3744.8036339669607,3705.7464412889576,3716.6824552387984,953968.0,0.0025284450063214337,,1,,0,,0,-0.79999924,0,47.4,0,,0,,1,,0,,0,0
2016-05-12,3729.18075689576,3729.18075689576,3657.315522368234,3665.1269609038345,1539222.0,-0.013871374527112068,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-13,3672.9383994394343,3693.248139631996,3577.6388493051077,3616.69604198311,1499282.0,-0.01321398124467188,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-16,3615.1337542759907,3652.628659246873,3597.948589497668,3626.0697682258306,843676.0,0.0025917926565874883,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-17,3638.5680698827923,3697.935002753358,3630.7566313471907,3696.372715046237,1034240.0,0.01938819474364495,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-18,3682.3121256821546,3708.871016703197,3649.5040838326336,3660.4400977824735,824340.0,-0.009721048182586678,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-19,3658.877810075354,3668.2515363180737,3602.635452619029,3607.3223157403886,815152.0,-0.014511310285958312,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-20,3599.510877204789,3647.941796125512,3588.5748632549466,3619.82061739735,537988.0,0.0034647033347769973,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-23,3626.0697682258306,3626.0697682258306,3515.1473410203016,3549.517670576945,1111752.0,-0.0194216659473454,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-24,3541.7062320413424,3565.1405476481455,3519.8342041416618,3527.6456426772625,528288.0,-0.006161971830986102,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-25,3544.8308074555835,3554.2045336983037,3512.022765606061,3530.770218091503,694134.0,0.0008857395925598865,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-26,3538.581656627103,3571.3896984766247,3518.2719164345417,3554.2045336983037,851578.0,0.006637168141592653,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-27,3562.015972233905,3579.2011370122264,3521.3964918487827,3526.083354970142,862984.0,-0.00791208791208775,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-30,3521.3964918487827,3560.4536845267853,3518.2719164345417,3549.517670576945,725696.0,0.006645990252547973,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-05-31,3554.2045336983037,3627.632055932951,3551.0799582840646,3593.2617263763086,1113264.0,0.012323943661971759,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-06-01,3593.2617263763086,3613.57146656887,3530.770218091503,3540.143944334224,803784.0,-0.014782608695652177,,0,,0,,0,-0.79999924,0,47.4,0,,0,,0,,0,,0,0
2016-06-02,3537.0193689199828,3579.2011370122264,3522.958779555901,3551.0799582840646,591106.0,0.0030891438658426917,,0,,0,,0,0.19999695,1,47.6,1,,0,,0,,0,,1,0
2016-06-03,3543.268519748463,3663.564673196715,3537.0193689199828,3649.5040838326336,1179744.0,0.027716673999120367,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-06,3649.5040838326336,3680.749837975036,3626.0697682258306,3663.564673196715,698338.0,0.00385273972602751,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-07,3677.6252625607963,3691.685851924877,3637.0057821756714,3649.5040838326336,564952.0,-0.003837953091684443,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-08,3658.877810075354,3690.1235642177567,3632.3189190543103,3665.1269609038345,671202.0,0.0042808219178080975,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-13,3643.2549330041525,3655.7532346611138,3608.8846034475105,3643.2549330041525,461082.0,-0.0059676044330776445,,1,,0,,0,0.19999695,0,47.6,0,,0,,1,,0,,0,0
2016-06-14,3632.3189190543103,3713.5578798245583,3630.7566313471907,3686.9989888035166,1081924.0,0.012006861063464935,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-15,3693.248139631996,3699.497290460477,3629.1943436400707,3646.379508418393,940990.0,-0.011016949152542366,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-16,3646.379508418393,3683.874413389277,3640.130357589911,3649.5040838326336,754780.0,0.0008568980291345785,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-17,3640.130357589911,3679.187550267916,3613.57146656887,3677.6252625607963,854784.0,0.0077054794520547976,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-20,3680.749837975036,3749.4904970883213,3674.5006871465553,3741.6790585527206,1437836.0,0.017417162276974985,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-21,3747.9282093812008,3755.739647916801,3658.877810075354,3662.002385489595,1161942.0,-0.021294363256784687,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-22,3649.5040838326336,3707.3087289960768,3640.130357589911,3702.621865874716,790440.0,0.011092150170647797,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-23,3702.621865874716,3744.8036339669607,3691.685851924877,3716.6824552387984,867372.0,0.003797468354430622,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-24,3732.305332310001,3765.1133741595213,3657.315522368234,3662.002385489595,1446440.0,-0.014712063892391436,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-27,3671.376111732315,3744.8036339669607,3663.564673196715,3740.1167708456014,952096.0,0.021331058020477744,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-28,3713.5578798245583,3771.3625249880038,3707.3087289960768,3746.3659216740816,1415024.0,0.0016708437761068229,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-29,3763.5510864524017,3797.9214160090464,3726.05618148152,3738.55448313848,1595220.0,-0.002085070892410612,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-06-30,3741.6790585527206,3794.796840594806,3727.6184691886388,3783.860826644964,1507730.0,0.012118679481821992,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-07-01,3766.6756618666436,3796.3591283019255,3733.8676200171203,3740.1167708456014,1160734.0,-0.01156069364161827,,0,,0,,0,0.19999695,0,47.6,0,,0,,0,,0,,0,0
2016-07-04,3738.55448313848,3863.5374997080908,3724.4938937743987,3836.9786086870495,2349118.0,0.02589807852965742,,0,,0,,0,-0.5999985,1,47.0,1,,0,,0,,0,,1,0
2016-07-05,3838.5408963941686,3869.786650536573,3744.8036339669607,3790.1099774734435,1697614.0,-0.01221498371335561,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-06,3785.423114352084,3816.668868494489,3649.5040838326336,3711.995592117437,1784008.0,-0.0206100577081616,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-07,3693.248139631996,3733.8676200171203,3682.3121256821546,3683.874413389277,867098.0,-0.007575757575756903,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-08,3697.935002753358,3711.995592117437,3602.635452619029,3612.0091788617488,1363874.0,-0.01950805767599717,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-11,3626.0697682258306,3646.379508418393,3608.8846034475105,3627.632055932951,964094.0,0.004325259515571167,,1,,0,,0,-0.5999985,0,47.0,0,,0,,1,,0,,0,0
2016-07-12,3643.2549330041525,3676.0629748536758,3629.1943436400707,3665.1269609038345,918000.0,0.010335917312661591,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-13,3685.436701096396,3721.3693183601586,3657.315522368234,3660.4400977824735,1243682.0,-0.0012787723785168126,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-14,3669.8138240251947,3677.6252625607963,3632.3189190543103,3658.877810075354,905636.0,-0.00042680324370447664,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-15,3668.2515363180737,3685.436701096396,3633.8812067614317,3652.628659246873,838880.0,-0.0017079419299743659,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-18,3669.8138240251947,3680.749837975036,3608.8846034475105,3613.57146656887,811218.0,-0.010692899914456766,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-19,3602.635452619029,3640.130357589911,3588.5748632549466,3616.69604198311,581840.0,0.0008646779074792388,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-20,3618.2583296902308,3640.130357589911,3601.0731649119084,3618.2583296902308,552002.0,0.00043196544276491444,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-21,3613.57146656887,3699.497290460477,3605.7600280332695,3691.685851924877,1083174.0,0.020293609671848012,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-22,3682.3121256821546,3696.372715046237,3644.817220711271,3662.002385489595,749328.0,-0.008040626322471378,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-25,3668.2515363180737,3682.3121256821546,3621.382905104471,3640.130357589911,671608.0,-0.005972696245734377,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-26,3630.7566313471907,3637.0057821756714,3591.6994386691877,3593.2617263763086,618992.0,-0.01287553648068629,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-27,3583.8880001335874,3627.632055932951,3582.325712426466,3594.8240140834287,500236.0,0.00043478260869567187,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-28,3597.948589497668,3624.507480518709,3590.137150962068,3594.8240140834287,653638.0,0.0,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
2016-07-29,3594.8240140834287,3610.4468911546282,3512.022765606061,3515.1473410203016,991484.0,-0.022164276401564598,,0,,0,,0,-0.5999985,0,47.0,0,,0,,0,,0,,0,0
