date,open,high,low,close,volume,returns,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_level,fac_PMI_level_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PMI_Raw_Material_Inventory_zscore,fac_PMI_Raw_Material_Inventory_zscore_release,fac_PMI_Raw_Material_Inventory_level,fac_PMI_Raw_Material_Inventory_level_release,fac_Non_Mfg_PMI_Constr_Expectation_level,fac_Non_Mfg_PMI_Constr_Expectation_level_release,fac_PPI_level,fac_PPI_level_release,fac_PMI_Business_Expectation_zscore,fac_PMI_Business_Expectation_zscore_release,fac_PMI_diff,fac_PMI_diff_release,fac_Non_Mfg_PMI_Constr_Expectation_diff,fac_Non_Mfg_PMI_Constr_Expectation_diff_release,fac_PPIRM_level,fac_PPIRM_level_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_PPI_diff,fac_PPI_diff_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PPIRM_diff,fac_PPIRM_diff_release,any_effective_release
2017-10-25,1014.0861482564657,1046.0401113109203,1007.755646141904,1038.202346788129,533176.0,0.024390243902438602,,0,0.6000023,0,,0,61.1,0,,0,1.8555388,0,48.9,0,67.0,0,31.5,0,,0,1.7000008,0,1.0,0,16.6,0,59.4,0,-0.40000057,0,1.1800082,0,1.2000008,0,0
2017-10-26,1038.202346788129,1053.877875833711,1033.3791070817967,1043.6284914577539,409602.0,0.005226480836237446,,0,0.6000023,0,,0,61.1,0,,0,1.8565191,0,48.9,0,67.0,0,31.5,0,,0,1.7000008,0,1.0,0,16.6,0,59.4,0,-0.40000057,0,1.1708124,0,1.2000008,0,0
2017-10-27,1046.0401113109203,1063.5243552463762,1022.5268177425479,1039.7096091963583,472974.0,-0.0037550548815714624,,0,0.6000023,0,,0,61.1,0,,0,1.8584598,0,48.9,0,67.0,0,31.5,0,,0,1.7000008,0,1.0,0,16.6,0,59.4,0,-0.40000057,0,1.1617141,0,1.2000008,0,0
2017-10-30,1039.7096091963583,1054.480780797003,1011.9759808849453,1014.6890532197577,452570.0,-0.02406494636126344,,0,0.6000023,0,,0,61.1,0,,0,1.8614311,0,48.9,0,67.0,0,31.5,0,,0,1.7000008,0,1.0,0,16.6,0,59.4,0,-0.40000057,0,1.1527109,0,1.2000008,0,0
2017-10-31,1012.8803383298825,1023.4311751874856,998.7120716925299,1007.1527411786126,391012.0,-0.007427213309566416,,0,0.6000023,0,,0,61.1,0,,0,1.8655134,0,48.9,0,67.0,0,31.5,0,,0,1.7000008,0,1.0,0,16.6,0,59.4,0,-0.40000057,0,1.1438006,0,1.2000008,0,0
2017-11-01,1008.0570986235502,1037.5994418248383,1007.4541936602584,1018.0050305178611,373040.0,0.010775217000897674,,0,-0.30000305,1,,0,58.5,1,,0,0.85622877,1,48.6,1,63.2,1,31.5,0,,1,-1.8999977,1,-3.7999992,1,16.6,0,57.0,1,-0.40000057,0,0.4043422,1,1.2000008,0,1
2017-11-02,1013.483243293174,1059.0025680216893,1013.483243293174,1052.6720659071282,418338.0,0.034053893988747586,,0,-0.30000305,0,,0,58.5,0,,0,0.85707617,0,48.6,0,63.2,0,31.5,0,,0,-1.8999977,0,-3.7999992,0,16.6,0,57.0,0,-0.40000057,0,0.40093926,0,1.2000008,0,0
2017-11-03,1052.6720659071282,1053.877875833711,1033.9820120450884,1042.4226815311708,329396.0,-0.009736540664375903,,0,-0.30000305,0,,0,58.5,0,,0,0.85858333,0,48.6,0,63.2,0,31.5,0,,0,-1.8999977,0,-3.7999992,0,16.6,0,57.0,0,-0.40000057,0,0.3975403,0,1.2000008,0,0
2017-11-06,1040.613966641296,1084.927481443228,1037.5994418248383,1079.501336773604,400746.0,0.035569693464430285,,0,-0.30000305,0,,0,58.5,0,,0,0.8608399,0,48.6,0,63.2,0,31.5,0,,0,-1.8999977,0,-3.7999992,0,16.6,0,57.0,0,-0.40000057,0,0.39414525,0,1.2000008,0,0
2017-11-07,1085.8318388881657,1112.3596572729955,1082.8173140717074,1103.9189877869135,427706.0,0.022619380061435157,,0,-0.30000305,0,,0,58.5,0,,0,0.8639537,0,48.6,0,63.2,0,31.5,0,,0,-1.8999977,0,-3.7999992,0,16.6,0,57.0,0,-0.40000057,0,0.39075395,0,1.2000008,0,0
2017-11-08,1100.0001055255184,1130.1453536900985,1093.066698447665,1125.9250189470572,375132.0,0.019934462042600076,,0,-0.30000305,0,,0,58.5,0,,0,0.8680553,0,48.6,0,63.2,0,31.5,0,,0,-1.8999977,0,-3.7999992,0,16.6,0,57.0,0,-0.40000057,0,0.3873663,0,1.2000008,0,0
2017-11-09,1130.4468061717441,1172.0472486388642,1099.3972005622265,1108.742227493247,676910.0,-0.015261044176706595,,0,-0.30000305,0,,0,58.5,0,,0,0.8733048,0,48.6,0,63.2,0,31.5,0,,0,-1.8999977,0,-3.7999992,0,16.6,0,57.0,0,-0.40000057,0,0.38398218,0,1.2000008,0,0
2017-11-10,1097.2870331907063,1116.2785395343913,1079.501336773604,1101.2059154521014,502148.0,-0.00679717237629196,,0,-0.30000305,0,,0,58.5,0,,0,0.87990034,0,48.6,0,63.2,0,30.8,1,,0,-1.8999977,0,-3.7999992,0,15.9,1,57.0,0,-2.3000002,1,0.38060147,0,-0.70000076,1,0
2017-11-13,1101.5073679337472,1106.33060764008,1062.3185453197934,1075.2810020305626,504478.0,-0.023542294004927578,,0,-0.30000305,0,,0,58.5,0,,0,0.8728277,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.38007623,0,-0.70000076,0,0
2017-11-14,1080.707146700187,1115.3741820894536,1079.1998842919581,1110.8523948647673,429842.0,0.03308102046537753,,0,-0.30000305,0,,0,58.5,0,,0,0.865797,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.37955126,0,-0.70000076,0,0
2017-11-15,1109.3451324565374,1123.5133990938905,1055.083685760294,1083.1187665533535,607934.0,-0.0249660786974224,,0,-0.30000305,0,,0,58.5,0,,0,0.85880697,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.3790265,0,-0.70000076,0,0
2017-11-16,1086.4347438514571,1104.5218927502056,1081.3100516634793,1092.162341002727,395704.0,0.00834956860562186,,0,-0.30000305,0,,0,58.5,0,,0,0.85185665,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.37850204,0,-0.70000076,0,0
2017-11-17,1093.066698447665,1120.1974217957868,1089.4492686679152,1106.933512603372,407154.0,0.01352470328457156,,0,-0.30000305,0,,0,58.5,0,,0,0.844945,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.3779778,0,-0.70000076,0,0
2017-11-20,1108.1393225299546,1153.6586472584704,1097.8899381539982,1149.1368600337835,419292.0,0.03812636165577321,,0,-0.30000305,0,,0,58.5,0,,0,0.8380711,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.3774538,0,-0.70000076,0,0
2017-11-21,1149.1368600337835,1164.5109365977191,1135.8729508413678,1156.0702671116364,396154.0,0.0060335781741864825,,0,-0.30000305,0,,0,58.5,0,,0,0.8312339,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.37693006,0,-0.70000076,0,0
2017-11-22,1157.5775295198655,1201.891044321798,1153.6586472584704,1201.891044321798,403400.0,0.0396349413298569,,0,-0.30000305,0,,0,58.5,0,,0,0.82443243,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.37640655,0,-0.70000076,0,0
2017-11-23,1200.9866868768609,1225.1028854085243,1178.9806557167174,1187.119872721154,442344.0,-0.012289942312515567,,0,-0.30000305,0,,0,58.5,0,,0,0.81766576,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.3758833,0,-0.70000076,0,0
2017-11-24,1187.119872721154,1221.7869081104207,1183.2009904597583,1217.56657336738,405624.0,0.025647536820721406,,0,-0.30000305,0,,0,58.5,0,,0,0.8109328,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.3753603,0,-0.70000076,0,0
2017-11-27,1222.691265555358,1233.2421024129612,1203.3983067300271,1209.7288088445891,316314.0,-0.006437236939836666,,0,-0.30000305,0,,0,58.5,0,,0,0.80423284,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.37483755,0,-0.70000076,0,0
2017-11-28,1214.2505960692758,1222.0883605920662,1179.8850131616548,1208.2215464363596,326718.0,-0.001245950660354267,,0,-0.30000305,0,,0,58.5,0,,0,0.79756474,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.37431505,0,-0.70000076,0,0
2017-11-29,1205.8099265831938,1211.2360712528184,1190.7373025009035,1204.001211693319,211928.0,-0.003493013972055481,,0,-0.30000305,0,,0,58.5,0,,0,0.79092777,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.3737928,0,-0.70000076,0,0
2017-11-30,1201.288139358506,1247.1089165686678,1194.9576372439446,1239.5726045275228,222286.0,0.029544316474711785,,0,-0.30000305,0,,0,58.5,0,,0,0.78432083,0,48.6,0,63.2,0,30.8,0,,0,-1.8999977,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,0.37327075,0,-0.70000076,0,0
2017-12-01,1239.5726045275228,1269.1149477288106,1236.8595321927105,1267.3062328389362,124806.0,0.02237354085603105,,0,-0.19999695,1,,0,58.5,0,,0,-0.053008977,1,48.4,1,63.2,0,30.8,0,,0,0.69999695,1,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,-0.1545503,1,-0.70000076,0,1
2017-12-04,1254.6452286098129,1309.5095802693477,1254.6452286098129,1273.938187435144,152170.0,0.00523311132255011,,0,-0.19999695,0,,0,58.5,0,,0,-0.05817763,0,48.4,0,63.2,0,30.8,0,,0,0.69999695,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,-0.15292917,0,-0.70000076,0,0
2017-12-05,1278.1585221781852,1302.2747207098491,1260.372825761083,1261.2771832060198,99286.0,-0.009938476100331828,,0,-0.19999695,0,,0,58.5,0,,0,-0.06338409,0,48.4,0,63.2,0,30.8,0,,0,0.69999695,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,-0.15130818,0,-0.70000076,0,0
2017-12-06,1263.0858980958953,1281.173046994643,1254.0423236465215,1270.9236626186862,67488.0,0.007648183556405952,,0,-0.19999695,0,,0,58.5,0,,0,-0.06862937,0,48.4,0,63.2,0,30.8,0,,0,0.69999695,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,-0.1496873,0,-0.70000076,0,0
2017-12-07,1272.129472545269,1275.7469023250187,1168.7312713407605,1188.325682647737,106810.0,-0.06499051233396613,,0,-0.19999695,0,,0,58.5,0,,0,-0.07391448,0,48.4,0,63.2,0,30.8,0,,0,0.69999695,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,-0.14806654,0,-0.70000076,0,0
2017-12-08,1196.7663521338197,1268.5120427655195,1189.53149257432,1266.1004229123532,103538.0,0.06544901065449027,,0,-0.19999695,0,,0,58.5,0,,0,-0.07924051,0,48.4,0,63.2,0,30.8,0,,0,0.69999695,0,-3.7999992,0,15.9,0,57.0,0,-2.3000002,0,-0.14644586,0,-0.70000076,0,0
2017-12-11,1267.3062328389362,1319.4575121636592,1267.0047803572907,1314.3328199756806,78418.0,0.03809523809523774,,0,-0.19999695,0,,0,58.5,0,,0,-0.08460854,0,48.4,0,63.2,0,23.9,1,,0,0.69999695,0,-3.7999992,0,13.1,1,57.0,0,-3.8999996,1,-0.14482525,0,-2.7999992,1,0
2017-12-12,1315.5386299022646,1323.3763944250545,1298.9587434117454,1315.2371774206185,42080.0,0.0006880733944958362,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.1432047,0,-2.7999992,0,0
2017-12-13,1308.9066753060563,1330.0083490212626,1296.2456710769331,1318.854607200368,46916.0,0.002750401100160449,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.13857566,0,-2.7999992,0,0
2017-12-14,1316.7444398288474,1324.883656833284,1304.083435599724,1316.7444398288474,33364.0,-0.0016000000000000458,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.13392824,0,-2.7999992,0,0
2017-12-15,1316.1415348655557,1376.7334836763612,1302.2747207098491,1375.8291262314235,45960.0,0.04487179487179471,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.12926193,0,-2.7999992,0,0
2017-12-18,1386.681415570672,1420.4440935150017,1381.8581758643393,1415.9223062903147,65472.0,0.02914110429447847,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.12457615,0,-2.7999992,0,0
2017-12-19,1411.7019715472745,1417.7310211801905,1390.2988453504222,1403.8642070244825,17444.0,-0.008516074089844783,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.11987036,0,-2.7999992,0,0
2017-12-20,1392.1075602402964,1410.1947091390443,1392.1075602402964,1402.0554921346081,10616.0,-0.001288383079235289,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.11514396,0,-2.7999992,0,0
2017-12-21,1402.0554921346081,1415.0179488453775,1388.188677978901,1397.5337049099214,10726.0,-0.0032251128789505534,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.110396385,0,-2.7999992,0,0
2017-12-22,1409.5918041757525,1409.5918041757525,1395.1220850567543,1401.1511346896707,7010.0,0.0025884383088867757,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.10562701,0,-2.7999992,0,0
2017-12-25,1406.577279359295,1409.5918041757525,1392.7104652035882,1394.5191800934629,7972.0,-0.004733218588640509,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.10083522,0,-2.7999992,0,0
2017-12-26,1396.3278949833382,1397.2322524282756,1389.695940387131,1391.20320279536,4792.0,-0.002377864245567851,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.09602038,0,-2.7999992,0,0
2017-12-27,1391.8061077586508,1402.9598495795458,1390.2988453504222,1399.6438722814412,4662.0,0.006067172264354381,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.09118183,0,-2.7999992,0,0
2017-12-28,1398.7395148365042,1428.281858037793,1394.820632575109,1428.281858037793,5708.0,0.02046090889511154,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.0863189,0,-2.7999992,0,0
2017-12-29,1434.4760442648765,1434.4760442648765,1409.9489205510188,1418.2448594542343,10.0,-0.007027323442550526,,0,-0.19999695,0,,0,58.5,0,,0,-0.09001972,0,48.4,0,63.2,0,23.9,0,,0,0.69999695,0,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,-0.08143091,0,-2.7999992,0,0
2018-01-02,1454.3141590334371,1459.3638609745256,1454.3141590334371,1459.3638609745256,4.0,0.028992878942014633,,0,-0.40000153,1,,0,58.5,0,,0,-1.7840165,1,48.0,1,63.2,0,23.9,0,,0,-0.19999695,1,-3.7999992,0,13.1,0,57.0,0,-3.8999996,0,0.2886827,1,-2.7999992,0,1
2018-01-03,1459.3638609745256,1469.10257186091,1452.150001058685,1455.3962380208134,28.0,-0.002718734552644486,,0,-0.40000153,0,,0,63.9,1,,0,-1.7661669,0,48.0,0,64.1,1,23.9,0,,1,-0.19999695,0,0.8999977,1,13.1,0,58.7,1,-3.8999996,0,0.2932053,0,-2.7999992,0,0
2018-01-04,1481.005440722047,1481.005440722047,1481.005440722047,1481.005440722047,0.0,0.01759603469640658,,0,-0.40000153,0,,0,63.9,0,,0,-1.7486844,0,48.0,0,64.1,0,23.9,0,,0,-0.19999695,0,0.8999977,0,13.1,0,58.7,0,-3.8999996,0,0.29775998,0,-2.7999992,0,0
2018-01-05,1498.3187045200639,1498.3187045200639,1468.7418788651185,1479.5626687388788,6.0,-0.000974184120798971,,0,-0.40000153,0,,0,63.9,0,,0,-1.7315551,0,48.0,0,64.1,0,23.9,0,,0,-0.19999695,0,0.8999977,0,13.1,0,58.7,0,-3.8999996,0,0.3023474,0,-2.7999992,0,0
2018-01-08,1476.3164317767507,1476.3164317767507,1476.3164317767507,1476.3164317767507,0.0,-0.0021940516821061795,,0,-0.40000153,0,,0,63.9,0,,0,-1.714766,0,48.0,0,64.1,0,23.9,0,,0,-0.19999695,0,0.8999977,0,13.1,0,58.7,0,-3.8999996,0,0.3069682,0,-2.7999992,0,0
2018-01-09,1489.3013796252633,1489.3013796252633,1489.3013796252633,1489.3013796252633,0.0,0.008795504519911956,,0,-0.40000153,0,,0,63.9,0,,0,-1.6983051,0,48.0,0,64.1,0,23.9,0,,0,-0.19999695,0,0.8999977,0,13.1,0,58.7,0,-3.8999996,0,0.31162307,0,-2.7999992,0,0
2018-01-10,1475.9557387809582,1476.6771247725424,1471.6274228314549,1476.6771247725424,8.0,-0.00847662872366195,,0,-0.40000153,0,,0,63.9,0,,0,-1.6821606,0,48.0,0,64.1,0,23.9,0,,0,-0.19999695,0,0.8999977,0,13.1,0,58.7,0,-3.8999996,0,0.31631264,0,-2.7999992,0,0
2018-01-11,1473.7915808062064,1473.7915808062064,1473.7915808062064,1473.7915808062064,0.0,-0.0019540791402050672,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,1,,0,-0.19999695,0,0.8999977,0,10.6,1,58.7,0,-2.6,1,0.32103765,0,-2.5,1,0
2018-01-12,1466.2170278945737,1466.2170278945737,1466.2170278945737,1466.2170278945737,0.0,-0.0051395007342145416,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.32697168,0,-2.5,0,0
2018-01-15,1447.4609921133892,1447.4609921133892,1447.4609921133892,1447.4609921133892,0.0,-0.012792127921278706,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.3329683,0,-2.5,0,0
2018-01-16,1454.4896141267523,1465.3607993869782,1433.8718489780483,1440.244612751284,3058.0,-0.004985543238418377,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.33902913,0,-2.5,0,0
2018-01-17,1439.4948758367855,1443.2435604092775,1423.0006637178226,1431.9975066918028,3352.0,-0.0057261842790210515,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.34515592,0,-2.5,0,0
2018-01-18,1435.746191264294,1448.4917188107659,1430.8729013200552,1440.6194812085332,1930.0,0.006020942408376806,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.35135046,0,-2.5,0,0
2018-01-19,1440.994349665782,1458.238298699244,1424.5001375468191,1454.8644825840015,3278.0,0.009888108248764071,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.3576146,0,-2.5,0,0
2018-01-22,1454.8644825840015,1484.4790907066856,1452.2404033832574,1459.7377725282404,3218.0,0.0033496521515072875,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.36395028,0,-2.5,0,0
2018-01-23,1456.7388248702475,1463.861325557982,1435.746191264294,1457.1136933274968,2758.0,-0.001797637390857365,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.3703595,0,-2.5,0,0
2018-01-24,1454.4896141267523,1467.9848785877216,1445.4927711527723,1461.9869832717357,2220.0,0.0033444816053509463,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.37684435,0,-2.5,0,0
2018-01-25,1463.4864571007315,1511.8444880858751,1461.9869832717357,1502.4727766546455,3838.0,0.027692307692307905,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.3834069,0,-2.5,0,0
2018-01-26,1499.4738289966522,1502.4727766546455,1476.981721561702,1481.105274591443,3376.0,-0.014221556886227615,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.39004952,0,-2.5,0,0
2018-01-29,1488.977512193676,1497.9743551676554,1469.8592208739676,1485.9785645356817,2530.0,0.003290306251581665,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.39677444,0,-2.5,0,0
2018-01-30,1484.8539591639349,1491.9764598516697,1459.3629040709916,1464.6110624724793,2940.0,-0.01437941473259341,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.40358412,0,-2.5,0,0
2018-01-31,1469.4843524167186,1472.483300074712,1444.7430342382738,1457.1136933274968,2470.0,-0.005119017148706884,,0,-0.40000153,0,,0,63.9,0,,0,-1.6663213,0,48.0,0,64.1,0,18.5,0,,0,-0.19999695,0,0.8999977,0,10.6,0,58.7,0,-2.6,0,0.4104811,0,-2.5,0,0
2018-02-01,1457.4885617847456,1475.4822477327057,1444.3681657810246,1446.9922449817693,3834.0,-0.006946231026498606,,0,0.79999924,1,,0,60.5,1,,0,1.5861883,1,48.8,1,64.7,1,18.5,0,,1,-0.80000305,1,0.5999985,1,10.6,0,56.8,1,-2.6,0,0.001591228,1,-2.5,0,1
2018-02-02,1452.990140297756,1497.224618253157,1450.7409295542611,1491.601591394419,7250.0,0.03082901554404094,,0,0.79999924,0,,0,60.5,0,,0,1.5743223,0,48.8,0,64.7,0,18.5,0,,0,-0.80000305,0,0.5999985,0,10.6,0,56.8,0,-2.6,0,0.00819984,0,-2.5,0,0
2018-02-05,1490.476986022672,1532.8371216918276,1485.9785645356817,1532.8371216918276,6652.0,0.027645136969088213,,0,0.79999924,0,,0,60.5,0,,0,1.562705,0,48.8,0,64.7,0,18.5,0,,0,-0.80000305,0,0.5999985,0,10.6,0,56.8,0,-2.6,0,0.014883032,0,-2.5,0,0
2018-02-06,1532.4622532345782,1544.0831754093024,1520.466462602605,1534.3365955208244,5348.0,0.0009782342871118566,,0,0.79999924,0,,0,60.5,0,,0,1.5513316,0,48.8,0,64.7,0,18.5,0,,0,-0.80000305,0,0.5999985,0,10.6,0,56.8,0,-2.6,0,0.021643613,0,-2.5,0,0
2018-02-07,1551.5805445542862,1564.326072100758,1517.0926464873626,1556.078966041276,3760.0,0.014170535059858436,,0,0.79999924,0,,0,60.5,0,,0,1.540198,0,48.8,0,64.7,0,18.5,0,,0,-0.80000305,0,0.5999985,0,10.6,0,56.8,0,-2.6,0,0.024914952,0,-2.5,0,0
2018-02-08,1556.078966041276,1562.0768613572623,1540.70935929406,1552.7051499260335,2818.0,-0.0021681522524693575,,0,0.79999924,0,,0,60.5,0,,0,1.5293002,0,48.8,0,64.7,0,18.5,0,,0,-0.80000305,0,0.5999985,0,10.6,0,56.8,0,-2.6,0,0.028195841,0,-2.5,0,0
2018-02-09,1551.5805445542862,1563.951203643508,1514.8434357438678,1530.9627794055823,4342.0,-0.014002897151134563,,0,0.79999924,0,,0,60.5,0,,0,1.5186347,0,48.8,0,64.7,0,18.5,0,,0,-0.80000305,0,0.5999985,0,10.6,0,56.8,0,-2.6,0,0.031486448,0,-2.5,0,0
2018-02-12,1530.9627794055823,1541.4590962085583,1507.7209350561334,1522.7156733460997,4094.0,-0.00538687561214557,,0,0.79999924,0,,0,60.5,0,,0,1.5081983,0,48.8,0,64.7,0,14.3,1,,0,-0.80000305,0,0.5999985,0,9.0,1,56.8,0,-0.7000003,1,0.034786936,0,-1.6000004,1,0
2018-02-13,1525.3397525468445,1531.71251632008,1509.22040888513,1517.4675149446114,2330.0,-0.003446578040374293,,0,0.79999924,0,,0,60.5,0,,0,1.4979879,0,48.8,0,64.7,0,14.3,0,,0,-0.80000305,0,0.5999985,0,9.0,0,56.8,0,-0.7000003,0,0.03809748,0,-1.6000004,0,0
2018-02-14,1520.8413310598542,1539.9596223795616,1516.3429095728645,1530.2130424910845,1976.0,0.008399209486167125,,0,0.79999924,0,,0,60.5,0,,0,1.4880012,0,48.8,0,64.7,0,14.3,0,,0,-0.80000305,0,0.5999985,0,9.0,0,56.8,0,-0.7000003,0,0.041418254,0,-1.6000004,0,0
