date,open,high,low,close,volume,returns,fac_PMI_Import_level,fac_PMI_Import_level_release,fac_PMI_level,fac_PMI_level_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_PMI_Import_zscore,fac_PMI_Import_zscore_release,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_PMI_diff,fac_PMI_diff_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_Raw_Material_Inventory_level,fac_PMI_Raw_Material_Inventory_level_release,fac_PMI_Import_diff,fac_PMI_Import_diff_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_PMI_Business_Expectation_diff,fac_PMI_Business_Expectation_diff_release,any_effective_release
2018-02-26,2630.8819082940386,2647.900550775392,2615.8654590457836,2646.8994541588404,286534.0,0.006088280060881912,50.4,0,52.6,0,-0.78389776,0,-0.89332473,0,4.3,0,-0.80000305,0,,0,48.8,0,-0.79999924,0,-1.6160297,0,-1.9000015,0,0
2018-02-27,2644.89726092574,2652.9060338581417,2633.885198143689,2650.903840625043,264736.0,0.001512859304085401,50.4,0,52.6,0,-0.7819421,0,-0.8894251,0,4.3,0,-0.80000305,0,,0,48.8,0,-0.79999924,0,-1.6079001,0,-1.9000015,0,0
2018-02-28,2641.893971076089,2669.9246763394967,2634.8862947602374,2667.9224831063957,267488.0,0.006419939577038791,50.4,0,52.6,0,-0.77999157,0,-0.8855448,0,4.3,0,-0.80000305,0,,0,48.8,0,-0.79999924,0,-1.6000986,0,-1.9000015,0,0
2018-03-01,2671.9268695725973,2677.9334492719,2647.900550775392,2672.927966189149,260870.0,0.001876172607880866,49.8,1,51.0,1,-3.343849,1,-2.1600714,1,4.3,0,-1.5999985,1,,0,49.3,1,-0.6000023,1,-1.5926296,0,-1.9000015,0,1
2018-03-02,2661.9159034070954,2668.923579722946,2627.8786184443866,2635.887391376788,637102.0,-0.0138576779026226,49.8,0,51.0,0,-3.2617881,0,-2.1329315,0,4.3,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.5854979,0,1.4000015,1,0
2018-03-05,2628.8797150609366,2642.895067692641,2607.856686113382,2629.8808116774853,335362.0,-0.0022787694644895717,49.8,0,51.0,0,-3.1848876,0,-2.1065674,0,4.3,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.5787095,0,1.4000015,0,0
2018-03-06,2626.877521827836,2645.8983575422917,2623.8742319781854,2630.8819082940386,292166.0,0.0003806623524944541,49.8,0,51.0,0,-3.1126158,0,-2.0809405,0,4.3,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.5722716,0,1.4000015,0,0
2018-03-07,2638.8906812264395,2647.900550775392,2605.8544928802803,2608.8577827299314,256592.0,-0.0083713850837146,49.8,0,51.0,0,-3.044515,0,-2.056015,0,4.3,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.5661923,0,1.4000015,0,0
2018-03-08,2597.845719947879,2601.85010641408,2567.8128214513727,2569.8150146844728,369754.0,-0.014965464313123289,49.8,0,51.0,0,-2.9801881,0,-2.031757,0,4.3,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.5604808,0,1.4000015,0,0
2018-03-09,2561.80624175207,2580.827077466526,2528.770053405913,2534.7766331052144,361918.0,-0.013634592910011678,49.8,0,51.0,0,-2.9192898,0,-2.0081358,0,4.3,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.5551481,0,1.4000015,0,0
2018-03-12,2537.7799229548646,2561.80624175207,2534.7766331052144,2539.782116187965,283482.0,0.001974723538704426,49.8,0,51.0,0,-2.861517,0,-1.9851215,0,3.7,1,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.2292404,1,1.4000015,0,0
2018-03-13,2543.786502654166,2566.8117248348217,2515.7557973907587,2558.802951902421,379246.0,0.0074891604257001365,49.8,0,51.0,0,-2.8050296,0,-1.9614675,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.2258276,0,1.4000015,0,0
2018-03-14,2562.8073383686205,2574.820497767224,2554.7985654362174,2556.80075866932,203000.0,-0.0007824726134585402,49.8,0,51.0,0,-2.751307,0,-1.9384248,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.2227294,0,1.4000015,0,0
2018-03-15,2561.80624175207,2565.8106282182716,2539.782116187965,2557.8018552858694,189276.0,0.0003915426781515574,49.8,0,51.0,0,-2.7001228,0,-1.9159656,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.2199634,0,1.4000015,0,0
2018-03-16,2561.80624175207,2574.820497767224,2551.7952755865686,2552.7963722031195,231284.0,-0.0019569471624261148,49.8,0,51.0,0,-2.651276,0,-1.8940636,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.217549,0,1.4000015,0,0
2018-03-19,2547.7908891203665,2560.805145135521,2530.7722466390123,2556.80075866932,215062.0,0.0015686274509802978,49.8,0,51.0,0,-2.6045878,0,-1.8726943,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.2155079,0,1.4000015,0,0
2018-03-20,2553.79746881967,2575.821594383772,2529.7711500224627,2567.8128214513727,344162.0,0.004306969459671128,49.8,0,51.0,0,-2.559897,0,-1.8518345,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.2138647,0,1.4000015,0,0
2018-03-21,2559.8040485189695,2585.832560549277,2546.7897925038174,2559.8040485189695,299406.0,-0.003118908382066743,49.8,0,51.0,0,-2.5170596,0,-1.8314629,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.2080806,0,1.4000015,0,0
2018-03-22,2573.819401150674,2586.8336571658274,2561.80624175207,2562.8073383686205,243932.0,0.001173249902229223,49.8,0,51.0,0,-2.4759452,0,-1.8115586,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.2024891,0,1.4000015,0,0
2018-03-23,2564.8095316017207,2568.813918067923,2535.777729721765,2549.793082353466,294990.0,-0.0050781250000004885,49.8,0,51.0,0,-2.4364364,0,-1.7921027,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.197095,0,1.4000015,0,0
2018-03-26,2547.7908891203665,2562.8073383686205,2494.7327684432043,2552.7963722031195,362900.0,0.0011778563015323318,49.8,0,51.0,0,-2.3984265,0,-1.773077,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.1919045,0,1.4000015,0,0
2018-03-27,2558.802951902421,2566.8117248348217,2532.7744398721134,2537.7799229548646,119012.0,-0.005882352941177005,49.8,0,51.0,0,-2.3618186,0,-1.7544643,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.186924,0,1.4000015,0,0
2018-03-28,2547.7908891203665,2547.7908891203665,2528.770053405913,2538.7810195714164,68432.0,0.00039447731755481996,49.8,0,51.0,0,-2.326524,0,-1.7362484,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.182161,0,1.4000015,0,0
2018-03-29,2542.7854060376167,2542.7854060376167,2505.7448312252586,2509.749217691458,90618.0,-0.011435331230284507,49.8,0,51.0,0,-2.292462,0,-1.718414,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.1776236,0,1.4000015,0,0
2018-03-30,2509.749217691458,2539.782116187965,2495.7338650597558,2529.7711500224627,91164.0,0.00797766254487442,49.8,0,51.0,0,-2.2595587,0,-1.7009467,0,3.7,0,-1.5999985,0,,0,49.3,0,-0.6000023,0,-1.1733209,0,1.4000015,0,0
2018-04-02,2524.765666939712,2559.8040485189695,2524.765666939712,2558.802951902421,67942.0,0.011476058567471803,51.3,1,53.3,1,0.47066307,1,1.1273462,1,3.7,0,2.2999992,1,,0,49.6,1,1.5,1,-1.1692634,0,1.4000015,0,1
2018-04-03,2561.80624175207,2562.8073383686205,2542.7854060376167,2549.793082353466,43190.0,-0.003521126760564375,51.3,0,53.3,0,0.46905544,0,1.1257253,0,3.7,0,2.2999992,0,,0,49.6,0,1.5,0,-1.165462,0,1.4000015,0,0
2018-04-04,2542.7854060376167,2567.8128214513727,2541.784309421066,2559.8040485189695,59186.0,0.003926187671771109,51.3,0,53.3,0,0.46745017,0,1.1241082,0,3.7,0,2.2999992,0,,0,49.6,0,1.5,0,-1.1619297,0,0.5,1,0
2018-04-09,2589.8369470154767,2660.914806790545,2561.80624175207,2564.8095316017207,79708.0,0.001955416503715224,51.3,0,53.3,0,0.46584722,0,1.122495,0,3.7,0,2.2999992,0,,0,49.6,0,1.5,0,-1.1586807,0,0.5,0,0
2018-04-10,2553.79746881967,2573.819401150674,2548.7919857369166,2552.7963722031195,52520.0,-0.004683840749413859,51.3,0,53.3,0,0.46424657,0,1.1208855,0,3.7,0,2.2999992,0,,0,49.6,0,1.5,0,-1.1557306,0,0.5,0,0
2018-04-11,2552.7963722031195,2552.7963722031195,2533.775536488664,2543.786502654166,38706.0,-0.003529411764706447,51.3,0,53.3,0,0.46264824,0,1.1192799,0,3.7,0,2.2999992,0,,0,49.6,0,1.5,0,-1.153097,0,0.5,0,0
2018-04-12,2547.7908891203665,2547.7908891203665,2504.7437346087063,2504.7437346087063,40832.0,-0.015348288075560879,51.3,0,53.3,0,0.4610522,0,1.1176778,0,3.1,1,2.2999992,0,,0,49.6,0,1.5,0,-0.7615982,1,0.5,0,0
2018-04-13,2513.7536041576586,2532.7744398721134,2509.749217691458,2525.766763556262,51616.0,0.008393285371702808,51.3,0,53.3,0,0.45945844,0,1.1160796,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.75787824,0,0.5,0,0
2018-04-16,2520.7612804735095,2527.7689567893617,2507.7470244583587,2509.749217691458,23314.0,-0.006341656757828051,51.3,0,53.3,0,0.45945844,0,1.1077261,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.7543375,0,0.5,0,0
2018-04-17,2507.7470244583587,2509.749217691458,2477.7141259618506,2490.7283819770037,29922.0,-0.007578779417630521,51.3,0,53.3,0,0.45945844,0,1.0994526,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.750991,0,0.5,0,0
2018-04-18,2491.7294785935533,2521.762377090062,2491.7294785935533,2517.757990623859,26928.0,0.010852090032153816,51.3,0,53.3,0,0.45945844,0,1.0912572,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.747856,0,0.5,0,0
2018-04-19,2518.759087240411,2534.7766331052144,2517.757990623859,2526.767860172813,16122.0,0.003578528827038463,51.3,0,53.3,0,0.45945844,0,1.0831382,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.7449522,0,0.5,0,0
2018-04-20,2531.773343255562,2531.773343255562,2514.7547007742114,2520.7612804735095,14284.0,-0.0023771790808249094,51.3,0,53.3,0,0.45945844,0,1.0750941,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.7423022,0,0.5,0,0
2018-04-23,2526.767860172813,2530.7722466390123,2512.7525075411095,2516.756894007309,11686.0,-0.001588562351072187,51.3,0,53.3,0,0.45945844,0,1.0671232,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.73993206,0,0.5,0,0
2018-04-24,2516.756894007309,2516.756894007309,2488.7261887439035,2489.727285360453,12270.0,-0.01073985680190892,51.3,0,53.3,0,0.45945844,0,1.0592238,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.7345296,0,0.5,0,0
2018-04-25,2465.7009665632468,2498.7371549094055,2465.7009665632468,2486.7239955108016,7146.0,-0.0012062726176118588,51.3,0,53.3,0,0.45945844,0,1.0513943,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.7291883,0,0.5,0,0
2018-04-26,2492.730575210105,2493.7316718266543,2457.692193630845,2479.7163191949508,8202.0,-0.0028180354267307584,51.3,0,53.3,0,0.45945844,0,1.0436335,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.7239105,0,0.5,0,0
2018-04-27,2460.152336019665,2460.152336019665,2460.152336019665,2460.152336019665,0.0,-0.00788960536487382,51.3,0,53.3,0,0.45945844,0,1.0359397,0,3.1,0,2.2999992,0,,0,49.6,0,1.5,0,-0.7186987,0,0.5,0,0
2018-05-02,2462.6148965505877,2462.6148965505877,2462.6148965505877,2462.6148965505877,0.0,0.0010009788803999609,50.2,1,52.9,1,-0.012217377,1,-0.9826119,1,3.1,0,-0.3999977,1,,0,49.5,1,-1.0999985,1,-0.71355575,0,-0.29999924,1,1
2018-05-03,2462.6148965505877,2462.6148965505877,2462.6148965505877,2462.6148965505877,0.0,0.0,50.2,0,52.9,0,-0.010341823,0,-0.9789113,0,3.1,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.7084848,0,-0.29999924,0,0
2018-05-04,2469.428455552902,2469.428455552902,2407.1330589603167,2424.6536392519824,12.0,-0.015415019762845539,50.2,0,52.9,0,-0.008464701,0,-0.975229,0,3.1,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.7034896,0,-0.29999924,0,0
2018-05-07,2435.3606605413324,2435.3606605413324,2435.3606605413324,2435.3606605413324,0.0,0.004415897230027888,50.2,0,52.9,0,-0.0065859887,0,-0.97156495,0,3.1,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.6985742,0,-0.29999924,0,0
2018-05-08,2420.760176964945,2462.6148965505877,2420.760176964945,2462.6148965505877,8.0,0.01119104716227004,50.2,0,52.9,0,-0.0047056624,0,-0.9679189,0,3.1,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.69374317,0,-0.29999924,0,0
2018-05-09,2486.9490358445664,2486.9490358445664,2454.8279719765137,2454.8279719765137,8.0,-0.0031620553359688053,50.2,0,52.9,0,-0.0028236997,0,-0.9642906,0,3.1,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.68900186,0,-0.29999924,0,0
2018-05-10,2472.7313695960465,2504.1186777384796,2471.750516216595,2494.3101439439697,303430.0,0.016083478116662775,50.2,0,52.9,0,-0.000940077,0,-0.96068,0,3.1,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.6843561,0,-0.29999924,0,0
2018-05-11,2496.271850702872,2505.09953111793,2486.463316908359,2499.2144108412244,239664.0,0.0019661816751865846,50.2,0,52.9,0,0.0009452295,0,-0.95708686,0,3.4,1,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.19011928,1,-0.29999924,0,0
2018-05-14,2495.2909973234196,2510.984651394638,2481.5590500111052,2486.463316908359,330134.0,-0.005102040816327369,50.2,0,52.9,0,-0.0018853031,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.18150806,0,-0.29999924,0,0
2018-05-15,2489.405877046714,2503.1378243590284,2484.50161014946,2488.4250236672615,258780.0,0.0007889546351085297,50.2,0,52.9,0,-0.004721631,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.17271309,0,-0.29999924,0,0
2018-05-16,2495.2909973234196,2497.252704082321,2468.8079560782407,2484.50161014946,311032.0,-0.001576665352777895,50.2,0,52.9,0,-0.0075638485,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.16372004,0,-0.29999924,0,0
2018-05-17,2481.5590500111052,2489.405877046714,2464.8845425604363,2484.50161014946,236390.0,0.0,50.2,0,52.9,0,-0.010412054,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.15451303,0,-0.29999924,0,0
2018-05-18,2491.367583805616,2541.3911061576187,2490.386730426165,2514.908064912441,624102.0,0.012238452427950852,50.2,0,52.9,0,-0.013266344,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.14507435,0,-0.29999924,0,0
2018-05-21,2514.908064912441,2553.161346711031,2510.003798015186,2516.8697716713427,561784.0,0.0007800312012478106,50.2,0,52.9,0,-0.016126817,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.13538411,0,-0.29999924,0,0
2018-05-22,2519.8123318096946,2542.37195953707,2516.8697716713427,2531.5825723631087,331100.0,0.0058456742010915,50.2,0,52.9,0,-0.018993573,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.12541999,0,-0.29999924,0,0
2018-05-23,2545.314519675422,2547.2762264343237,2516.8697716713427,2522.75489194805,288120.0,-0.0034870205346761995,50.2,0,52.9,0,-0.021866715,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.11772729,0,-0.29999924,0,0
2018-05-24,2524.71659870695,2548.2570798137745,2514.908064912441,2539.429399398716,326200.0,0.006609642301710128,50.2,0,52.9,0,-0.024746342,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.10991767,0,-0.29999924,0,0
2018-05-25,2545.314519675422,2556.1039068493847,2509.022944635733,2510.003798015186,338962.0,-0.011587485515642815,50.2,0,52.9,0,-0.027632559,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.101984784,0,-0.29999924,0,0
2018-05-28,2509.022944635733,2512.9463581535388,2467.827102698792,2468.8079560782407,373280.0,-0.016412661195780442,50.2,0,52.9,0,-0.03052547,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.0939218,0,-0.29999924,0,0
2018-05-29,2472.7313695960465,2494.3101439439697,2472.7313695960465,2485.4824635289096,280844.0,0.00675407230830416,50.2,0,52.9,0,-0.033425182,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.08572139,0,-0.29999924,0,0
2018-05-30,2487.444170287811,2532.5634257425586,2471.750516216595,2495.2909973234196,738812.0,0.003946329913180557,50.2,0,52.9,0,-0.0363318,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.07737566,0,-0.29999924,0,0
2018-05-31,2501.1761176001273,2519.8123318096946,2490.386730426165,2499.2144108412244,384946.0,0.0015723270440255455,50.2,0,52.9,0,-0.03924543,0,-0.95708686,0,3.4,0,-0.3999977,0,,0,49.5,0,-1.0999985,0,-0.0688761,0,-0.29999924,0,0
2018-06-01,2500.195264220676,2507.061237876833,2489.405877046714,2500.195264220676,241826.0,0.00039246467817921626,50.9,1,53.8,1,1.038073,1,0.3096912,1,3.4,0,0.8999977,1,,0,49.6,1,0.70000076,1,-0.06021353,0,-0.29999924,0,1
2018-06-04,2498.2335574617728,2524.71659870695,2498.2335574617728,2499.2144108412244,331338.0,-0.00039231071008261065,50.9,0,53.8,0,1.0299312,0,0.30514857,0,3.4,0,0.8999977,0,,0,49.6,0,0.70000076,0,-0.051377982,0,0.29999924,1,0
2018-06-05,2494.3101439439697,2497.252704082321,2448.210035109771,2473.7122229754978,462098.0,-0.010204081632653073,50.9,0,53.8,0,1.0218582,0,0.30059934,0,3.4,0,0.8999977,0,,0,49.6,0,0.70000076,0,-0.042358655,0,0.29999924,0,0
2018-06-06,2468.8079560782407,2478.616489872753,2461.941982422085,2468.8079560782407,182904.0,-0.0019825535289460516,50.9,0,53.8,0,1.0138524,0,0.29604304,0,3.4,0,0.8999977,0,,0,49.6,0,0.70000076,0,-0.03314381,0,0.29999924,0,0
2018-06-07,2460.961129042633,2473.7122229754978,2454.0951553864766,2463.903689180987,205782.0,-0.0019864918553829103,50.9,0,53.8,0,1.0059123,0,0.29147935,0,3.4,0,0.8999977,0,,0,49.6,0,0.70000076,0,-0.023720643,0,0.29999924,0,0
2018-06-08,2461.941982422085,2468.8079560782407,2438.40150131526,2440.3632080741627,289394.0,-0.00955414012738831,50.9,0,53.8,0,0.99803627,0,0.28690782,0,3.4,0,0.8999977,0,,0,49.6,0,0.70000076,0,-0.014075163,0,0.29999924,0,0
2018-06-11,2441.3440614536134,2451.152595248124,2432.516381038554,2434.478087797456,186830.0,-0.002411575562701218,50.9,0,53.8,0,0.99022293,0,0.28135958,0,4.1,1,0.8999977,0,,0,49.6,0,0.70000076,0,0.8363983,1,0.29999924,0,0
2018-06-12,2434.478087797456,2446.248328350869,2411.9184600700823,2414.8610202084365,275576.0,-0.008058017727638478,50.9,0,53.8,0,0.98247075,0,0.27578706,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.852807,0,0.29999924,0,0
2018-06-13,2408.97589993173,2411.9184600700823,2366.799204615335,2380.531151927649,467876.0,-0.014216084484159897,50.9,0,53.8,0,0.9747784,0,0.27018917,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.8697572,0,0.29999924,0,0
2018-06-14,2382.4928586865512,2391.3205391016104,2375.626885030394,2385.4354188249044,202270.0,0.0020601565718996184,50.9,0,53.8,0,0.9671445,0,0.26456484,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.8872837,0,0.29999924,0,0
2018-06-15,2394.2630992399645,2400.148219516672,2376.6077384098453,2378.5694451687473,190604.0,-0.0028782894736841813,50.9,0,53.8,0,0.9595676,0,0.25891295,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.90542454,0,0.29999924,0,0
2018-06-19,2381.512005307101,2410.9376066906325,2270.675573429134,2270.675573429134,732078.0,-0.04536082474226799,50.9,0,53.8,0,0.9520466,0,0.25323236,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.9242214,0,0.29999924,0,0
2018-06-20,2270.675573429134,2292.2543477770564,2248.115945701761,2285.388374120899,423982.0,0.0064794816414683876,50.9,0,53.8,0,0.94458,0,0.24752188,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.94372004,0,0.29999924,0,0
2018-06-21,2289.3117876387028,2312.8522687455275,2287.3500808798008,2303.0437349510175,292576.0,0.007725321888412129,50.9,0,53.8,0,0.93716663,0,0.24178025,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.9475344,0,0.29999924,0,0
2018-06-22,2308.9288552277244,2320.6990957811367,2293.235201156507,2313.833122124979,182144.0,0.004684838160136318,50.9,0,53.8,0,0.9298053,0,0.23600622,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.95137244,0,0.29999924,0,0
2018-06-25,2316.775682263333,2337.373603231805,2307.9480018482736,2318.7373890222343,197760.0,0.002119542178889322,50.9,0,53.8,0,0.92249477,0,0.23019843,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.9552345,0,0.29999924,0,0
2018-06-26,2324.6225092989407,2339.335309990707,2295.19690791541,2333.4501897140003,254062.0,0.006345177664974777,50.9,0,53.8,0,0.91523385,0,0.22435553,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.9591209,0,0.29999924,0,0
2018-06-27,2325.603362678393,2351.105550544118,2325.603362678393,2345.2204302674127,197300.0,0.0050441361916770955,50.9,0,53.8,0,0.90802145,0,0.21847612,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.9630319,0,0.29999924,0,0
2018-06-28,2355.028964061923,2372.684324892041,2337.373603231805,2361.8949377180797,210100.0,0.007109995817649262,50.9,0,53.8,0,0.9008563,0,0.21255867,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.9669678,0,0.29999924,0,0
2018-06-29,2367.7800579947866,2394.2630992399645,2363.8566444769813,2381.512005307101,273080.0,0.008305647840531893,50.9,0,53.8,0,0.89373744,0,0.20660168,0,4.1,0,0.8999977,0,,0,49.6,0,0.70000076,0,0.97092897,0,0.29999924,0,0
2018-07-02,2381.512005307101,2399.16736613722,2367.7800579947866,2389.3588323427084,272314.0,0.0032948929159799523,50.0,1,53.2,1,0.1732365,1,-1.5417832,1,4.1,0,-0.5999985,1,,0,48.8,1,-0.9000015,1,0.9749156,0,0.29999924,0,1
2018-07-03,2388.3779789632576,2402.1099262755724,2370.7226181331403,2385.4354188249044,236734.0,-0.0016420361247946325,50.0,0,53.2,0,0.1692316,0,-1.5417832,0,4.1,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,0.9789282,0,0.29999924,0,0
2018-07-04,2383.4737120660034,2385.4354188249044,2358.952377579727,2359.9332309591773,246750.0,-0.010690789473684403,50.0,0,53.2,0,0.16521747,0,-1.5417832,0,4.1,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,0.98296696,0,0.29999924,0,0
2018-07-05,2359.9332309591773,2377.588591789296,2346.201283646864,2364.837497856434,170674.0,0.0020781379883629825,50.0,0,53.2,0,0.16119388,0,-1.5417832,0,4.1,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,0.98703223,0,-0.79999924,1,0
2018-07-06,2356.009817441374,2381.512005307101,2339.335309990707,2364.837497856434,269362.0,0.0,50.0,0,53.2,0,0.15716052,0,-1.5417832,0,4.1,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,0.9911244,0,-0.79999924,0,0
2018-07-09,2356.009817441374,2374.6460316509424,2345.2204302674127,2346.201283646864,200312.0,-0.00788054749066791,50.0,0,53.2,0,0.1531171,0,-1.5417832,0,4.1,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,0.9952438,0,-0.79999924,0,0
2018-07-10,2345.2204302674127,2352.0864039235694,2296.1777612948617,2302.0628815715672,338374.0,-0.01881270903010046,50.0,0,53.2,0,0.14906333,0,-1.5417832,0,4.1,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,0.9993907,0,-0.79999924,0,0
2018-07-11,2306.9671484688224,2316.775682263333,2276.56069370584,2282.445813982546,274970.0,-0.008521516829996023,50.0,0,53.2,0,0.14499891,0,-1.5417832,0,4.7,1,-0.5999985,0,,0,48.8,0,-0.9000015,0,2.1570282,1,-0.79999924,0,0
2018-07-12,2275.5798403263893,2288.330934259252,2258.9053328757204,2278.5224004647425,257368.0,-0.00171895143962153,50.0,0,53.2,0,0.1445129,0,-1.527271,0,4.7,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,2.1434953,0,-0.79999924,0,0
2018-07-13,2270.675573429134,2278.5224004647425,2254.9819193579174,2255.962772737368,228438.0,-0.009900990099010243,50.0,0,53.2,0,0.14402698,0,-1.5130041,0,4.7,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,2.1301658,0,-0.79999924,0,0
2018-07-16,2241.2499720456026,2284.4075207414485,2233.4031450099947,2278.5224004647425,299050.0,0.010000000000000231,50.0,0,53.2,0,0.14354111,0,-1.4989743,0,4.7,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,2.117034,0,-0.79999924,0,0
2018-07-17,2271.656426808586,2288.330934259252,2266.7521599113293,2274.5989869469386,191578.0,-0.0017219113215668491,50.0,0,53.2,0,0.14305532,0,-1.4851743,0,4.7,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,2.1040952,0,-0.79999924,0,0
2018-07-18,2270.675573429134,2293.235201156507,2269.6947200496834,2282.445813982546,165992.0,0.0034497628288052695,50.0,0,53.2,0,0.14256962,0,-1.4715965,0,4.7,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,2.0913444,0,-0.79999924,0,0
2018-07-19,2292.2543477770564,2302.0628815715672,2281.4649606030953,2292.2543477770564,155370.0,0.0042973785990545466,50.0,0,53.2,0,0.14208397,0,-1.4582341,0,4.7,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,2.0787768,0,-0.79999924,0,0
2018-07-20,2291.2734943976066,2302.0628815715672,2276.56069370584,2277.541547085291,162278.0,-0.006418485237484006,50.0,0,53.2,0,0.14159839,0,-1.4450802,0,4.7,0,-0.5999985,0,,0,48.8,0,-0.9000015,0,2.0520916,0,-0.79999924,0,0
