date,open,high,low,close,volume,returns,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_PPI_diff,fac_PPI_diff_release,fac_PPI_zscore,fac_PPI_zscore_release,fac_PMI_Business_Expectation_zscore,fac_PMI_Business_Expectation_zscore_release,fac_CPI_=100_level,fac_CPI_=100_level_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PPI_level,fac_PPI_level_release,fac_CPI_=100_diff,fac_CPI_=100_diff_release,fac_PPIRM_Agri_Products_YoY_zscore,fac_PPIRM_Agri_Products_YoY_zscore_release,any_effective_release
2016-04-06,4768.230462048107,4777.822732546012,4744.6857980987115,4756.022117778051,23466.0,-0.005107624954395762,5.0999985,0,0.3,0,,0,,0,102.7061,0,,0,-0.3,0,-0.11450195,0,,0,0
2016-04-07,4753.4060440058975,4772.590585001699,4751.661994824457,4768.230462048107,14542.0,0.0025669233590022156,5.0999985,0,0.3,0,,0,,0,102.7061,0,,0,-0.3,0,-0.11450195,0,,0,0
2016-04-08,4766.486412866672,4766.486412866672,4716.7810111957215,4728.117330875061,26632.0,-0.008412582297000815,5.0999985,0,0.3,0,,0,,0,102.7061,0,,0,-0.3,0,-0.11450195,0,,0,0
2016-04-11,4728.117330875061,4749.917945643019,4720.269109558593,4722.013158740034,20570.0,-0.0012910365178898653,5.0999985,0,0.3,0,,0,,0,102.7061,0,,0,-0.3,0,-0.11450195,0,,0,0
2016-04-12,4717.65303578644,4737.709601372965,4709.804814469975,4719.39708496788,14980.0,-0.0005540166204983654,5.0999985,0,0.39999998,1,,1,,0,102.7061,0,,0,-0.2,1,-0.16379547,1,,1,1
2016-04-13,4719.39708496788,4774.334634183136,4719.39708496788,4729.861380056499,30126.0,0.0022172949002214892,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,1,,0,0
2016-04-14,4726.373281693625,4768.230462048107,4721.141134149314,4764.742363685235,29036.0,0.007374631268436849,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-15,4769.974511229544,4807.471568630436,4728.117330875061,4761.254265322358,34502.0,-0.0007320644216698424,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-18,4761.254265322358,4855.432921119943,4756.8941423687675,4825.7840850355215,44904.0,0.013553113553114171,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-19,4831.016232579828,4848.456724394198,4798.751322723249,4811.831691584028,11456.0,-0.002891217925551026,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-20,4810.959666993309,4839.736478487015,4797.0072735418125,4828.400158807677,12342.0,0.0034432765494745166,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-21,4824.040035854084,4894.674027702274,4820.551937491212,4846.712675212762,27132.0,0.0037926675094814843,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-22,4813.575740765462,4869.38531457144,4658.355363617592,4730.733404647215,41718.0,-0.02392947103274612,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-25,4761.254265322358,4791.775125997504,4735.09352760081,4748.173896461584,10276.0,0.0036866359447007557,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-26,4765.6143882759525,4778.694757136726,4749.917945643019,4771.718560410982,8688.0,0.004958677685950708,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-27,4778.694757136726,4782.182855499603,4762.126289913081,4773.462609592418,7244.0,0.00036549707602318016,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-28,4773.462609592418,4774.334634183136,4704.5726669256655,4705.444691516382,11486.0,-0.014249177932042834,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-04-29,4723.615958810461,4742.4079210335785,4690.3029348694845,4700.553096082091,861382.0,-0.0010395607121066464,5.0999985,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-05-03,4716.782518002055,4767.179143964048,4712.511617496802,4755.2206225493355,502366.0,0.01163001998909663,2.2999992,1,0.39999998,0,,0,,0,102.7061,0,,1,-0.2,0,0.16379547,0,,0,1
2016-05-04,4756.9289827514385,4823.555030633394,4744.97046133673,4815.0132296228885,1160782.0,0.01257409735944015,2.2999992,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-05-05,4818.42995002709,4830.388471441802,4802.200528107128,4820.992490330243,766260.0,0.0012417952811778488,2.2999992,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-05-06,4832.096831643904,4840.638632654412,4745.824641437779,4773.158404671402,947732.0,-0.009922041105598911,2.2999992,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-05-09,4779.137665378756,4789.387826591367,4733.866120023071,4750.095541943032,717704.0,-0.004831782390837702,2.2999992,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-05-10,4744.97046133673,4777.429305176657,4727.886859315718,4769.741684267198,904290.0,0.004135946772163335,2.2999992,0,0.39999998,0,,0,,0,102.7061,0,,0,-0.2,0,0.16379547,0,,0,0
2016-05-11,4774.866764873504,4779.137665378756,4739.845380730425,4762.908243458795,882128.0,-0.0014326647564464334,2.2999992,0,0.0,1,,1,,0,102.7061,0,,0,-0.4,1,-0.20619965,1,,1,1
2016-05-12,4787.679466389268,4838.930272452312,4765.470783761947,4808.179788814481,1229060.0,0.009505021520803014,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-13,4802.200528107128,4809.888149016583,4748.3871817409345,4768.887504166151,875316.0,-0.008171966601527192,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-16,4767.179143964048,4785.971106187163,4756.074802650388,4768.033324065099,695002.0,-0.0001791151710552885,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-17,4762.908243458795,4782.554385782964,4750.095541943032,4756.9289827514385,608906.0,-0.002328914367610402,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-18,4751.803902145138,4762.908243458795,4697.99055577894,4702.2614562841945,1407602.0,-0.01149218890285475,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-19,4695.428015475789,4730.449399618867,4684.323674162126,4692.0112950715875,661178.0,-0.0021798365122612795,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-20,4710.803257294702,4715.928337901004,4676.636053252673,4676.636053252673,712292.0,-0.003276897870016615,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-23,4688.594574667379,4728.741039416765,4667.240072141115,4723.615958810461,1119966.0,0.01004566210045632,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-24,4710.803257294702,4719.345058305208,4690.3029348694845,4695.428015475789,510224.0,-0.005967450271247454,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-25,4693.719655273684,4704.8239965873445,4639.906308907489,4673.219332848467,1005048.0,-0.004729852646898958,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-26,4668.094252242164,4716.782518002055,4663.823351736911,4713.365797597851,583378.0,0.008590751233778171,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-27,4721.907598608355,4740.699560831475,4699.698915981041,4714.219977698903,479996.0,0.00018122508155138384,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-30,4711.657437395753,4749.241361841985,4700.553096082091,4746.678821538832,555902.0,0.006885305308933276,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-05-31,4747.533001639882,4768.887504166151,4726.178499113612,4760.345703155641,587866.0,0.0028792513946367393,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-06-01,4755.2206225493355,4765.470783761947,4697.99055577894,4710.803257294702,514372.0,-0.010407321012021686,2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-06-02,4709.094897092599,4724.470138911511,4703.969816486294,4715.074157799952,303086.0,0.0009066183136892114,-2.2999992,1,0.0,0,,0,,0,102.7061,0,,1,-0.4,0,-0.20619965,0,,0,1
2016-06-03,4730.449399618867,4854.305514271221,4725.324319012564,4848.326253563867,1243836.0,0.028260869565218005,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-06-06,4847.472073462813,4896.160339222704,4802.200528107128,4889.326898414298,1148220.0,0.008456659619449525,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-06-07,4882.493457605895,4885.910178010098,4827.825931138647,4833.805191846002,765546.0,-0.011355695317959213,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-06-08,4853.451334170171,4865.409855584878,4833.805191846002,4839.78445255336,507536.0,0.0012369676621317716,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.4,0,-0.20619965,0,,0,0
2016-06-13,4868.826575989085,4961.078026902559,4858.576414776471,4919.223201951073,775136.0,0.016413695728908495,-2.2999992,0,0.0,1,,1,,0,102.7061,0,,0,-0.5,1,0.13040161,1,,1,1
2016-06-14,4922.639922355277,4939.723524376295,4894.451979020606,4904.702140233213,566254.0,-0.0029519013717654863,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-15,4894.451979020606,4903.847960132162,4837.221912250205,4876.514196898542,691754.0,-0.005747126436781103,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-16,4887.618538212199,4954.244586094157,4868.826575989085,4896.160339222704,1135770.0,0.004028726572078423,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-17,4907.264680536367,4940.577704477346,4861.993135180679,4938.0151641741895,887040.0,0.00854849965108162,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-20,4949.973685588901,5008.912112561401,4925.202462658432,4982.432529428829,1416042.0,0.008994983566857462,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-21,4978.161628923574,5004.641212056148,4955.098766195207,4963.640567205714,689472.0,-0.0037716440939480345,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-22,4938.0151641741895,4953.390405993104,4917.51484174897,4948.2653253868,581282.0,-0.0030975735673725024,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-23,4945.702785083651,4966.203107508863,4921.785742254229,4925.202462658432,612490.0,-0.0046607975142411995,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-24,4935.4526238710405,4943.140244780496,4869.680756090136,4873.097476494337,775476.0,-0.010579257717655444,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-27,4868.826575989085,4967.057287609917,4868.826575989085,4938.0151641741895,574230.0,0.013321647677475568,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-28,4934.598443769992,5012.328832965605,4932.890083567885,4982.432529428829,704630.0,0.008994983566857462,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-29,4996.95359114669,5022.578994178211,4970.474008014118,4989.265970237235,663472.0,0.0013715069432538307,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-06-30,5025.141534481364,5201.956815398862,5025.141534481364,5201.956815398862,1571808.0,0.04262968669748313,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-07-01,5201.956815398862,5206.227715904113,5084.934141554916,5111.413724687487,1384552.0,-0.017405582922824125,-2.2999992,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-07-04,5133.622407314805,5270.2912234829155,5129.351506809553,5188.28993378205,1539478.0,0.015040106951871302,-4.0,1,0.0,0,,0,,0,102.7061,0,,1,-0.5,0,0.13040161,0,,0,1
2016-07-05,5183.164853175742,5200.248455196762,5029.412434986616,5106.2886440811835,924152.0,-0.01580507079354576,-4.0,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-07-06,5125.934786405347,5179.748132771545,5041.37095640133,5100.309383373829,1169134.0,-0.0011709601873534092,-4.0,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-07-07,5039.662596199224,5091.76758236332,5023.433174279261,5026.849894683463,704970.0,-0.014402947579970737,-4.0,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-07-08,5042.225136502379,5053.329477816036,4917.51484174897,4940.577704477346,939892.0,-0.017162276975360102,-4.0,0,0.0,0,,0,,0,102.7061,0,,0,-0.5,0,0.13040161,0,,0,0
2016-07-11,4941.431884578394,4995.245230944592,4915.806481546872,4972.182368216219,614046.0,0.006396957123097513,-4.0,0,0.5,1,,1,,0,102.7061,0,,0,-0.4,1,0.05870056,1,,1,1
2016-07-12,4996.95359114669,5087.496681858071,4982.432529428829,5060.162918624445,766166.0,0.017694554200309742,-4.0,0,0.5,0,,0,,0,102.7061,0,,0,-0.4,0,0.05870056,0,,0,0
2016-07-13,5039.662596199224,5073.829800241256,4994.391050843538,5045.641856906583,738244.0,-0.002869682646860383,-4.0,0,0.5,0,,0,,0,102.7061,0,,0,-0.4,0,0.05870056,0,,0,0
2016-07-14,5065.287999230747,5097.746843070676,4970.474008014118,5020.870633976113,618678.0,-0.004909429490434825,-4.0,0,0.5,0,,0,,0,102.7061,0,,0,-0.4,0,0.05870056,0,,0,0
