date,open,high,low,close,volume,returns,fac_PPI_Electrical_Machinery_YoY_diff,fac_PPI_Electrical_Machinery_YoY_diff_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_PPIRM_diff,fac_PPIRM_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PPI_diff,fac_PPI_diff_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PPI_Electrical_Machinery_YoY_level,fac_PPI_Electrical_Machinery_YoY_level_release,fac_Non_Mfg_PMI_Constr_Expectation_level,fac_Non_Mfg_PMI_Constr_Expectation_level_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_PMI_level,fac_PMI_level_release,fac_PMI_diff,fac_PMI_diff_release,any_effective_release
2020-02-12,1589.4946844447572,1597.3440409111515,1585.57000621156,1590.4758540030564,540.0,-0.0018472906403946832,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-13,1584.5888366532613,1596.3628713528524,1584.5888366532613,1595.381701794553,664.0,0.0030845157310304128,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-14,1595.381701794553,1595.381701794553,1590.4758540030564,1595.381701794553,329.0,0.0,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-17,1599.30638002775,1608.1369060524426,1594.4005322362534,1607.1557364941436,468.0,0.007380073800737907,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-18,1609.1180756107424,1610.0992451690418,1604.2122278192467,1610.0992451690418,228.0,0.001831501831502047,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-19,1606.1745669358445,1614.0239234022383,1606.1745669358445,1613.042753843939,105.0,0.001828153564899182,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-20,1618.9297711937347,1618.9297711937347,1599.30638002775,1612.0615842856403,887.0,-0.000608272506082419,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-21,1604.2122278192467,1611.0804147273407,1602.2498887026477,1607.1557364941436,321.0,-0.003043213633597386,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-24,1599.30638002775,1615.986262518837,1599.30638002775,1612.0615842856403,363.0,0.0030525030525032637,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-25,1609.1180756107424,1645.4213492678139,1606.1745669358445,1632.6661450099236,1309.0,0.012781497261107333,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-26,1630.703805893325,1634.6284841265224,1615.0050929605377,1615.986262518837,1016.0,-0.010216346153845923,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-27,1620.8921103103335,1621.8732798686324,1605.193397377546,1615.0050929605377,469.0,-0.0006071645415908211,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-02-28,1607.1557364941436,1615.0050929605377,1579.6829888617656,1599.30638002775,428.0,-0.009720534629404587,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,51.3,0,0.40000153,0,0
2020-03-02,1596.3628713528524,1623.8356189852304,1590.4758540030564,1615.0050929605377,433.0,0.009815950920245342,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,1,27.8,1,0.099998474,1,0
2020-03-03,1610.0992451690418,1626.779127660129,1609.1180756107424,1612.0615842856403,451.0,-0.0018226002430131727,0.099999905,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,59.2,0,,0,27.8,0,0.099998474,0,0
2020-03-04,1611.0804147273407,1619.9109407520334,1610.0992451690418,1612.0615842856403,287.0,0.0,0.0,1,,0,0.10000014,0,,0,0.1,0,,0,-2.4,1,41.8,1,,0,27.8,0,0.099998474,0,1
2020-03-05,1608.1369060524426,1614.0239234022383,1603.231058260947,1605.193397377546,1330.0,-0.00426049908703563,0.0,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-06,1602.2498887026477,1605.193397377546,1594.4005322362534,1599.30638002775,370.0,-0.0036674816625920093,0.0,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-09,1547.304393437891,1599.30638002775,1547.304393437891,1574.7771410702687,1378.0,-0.015337423312883791,0.0,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-10,1579.6829888617656,1600.2875495860492,1579.6829888617656,1595.381701794553,778.0,0.013084112149532867,0.0,0,,0,0.10000014,0,,0,0.1,0,,0,-2.4,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-11,1599.30638002775,1637.5719928014198,1593.419362677955,1595.381701794553,741.0,0.0,0.0,0,,0,0.89999986,1,,0,0.3,1,,0,-2.4,0,41.8,0,,0,27.8,0,0.099998474,0,1
2020-03-12,1594.4005322362534,1598.3252104694511,1585.57000621156,1589.4946844447572,455.0,-0.0036900369003692868,0.0,0,,0,0.89999986,0,,0,0.3,0,,0,-2.4,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-13,1584.5888366532613,1589.4946844447572,1567.9089541621745,1575.7583106285683,1708.0,-0.008641975308641747,0.10000014,1,,0,0.89999986,0,,0,0.3,0,,0,-2.3,1,41.8,0,,0,27.8,0,0.099998474,0,1
2020-03-16,1579.6829888617656,1584.5888366532613,1567.9089541621745,1569.871293278773,1680.0,-0.0037359900373598043,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-17,1563.0031063706788,1566.9277846038756,1536.511528296599,1537.4926978548979,1805.0,-0.020625000000000338,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-18,1533.5680196217015,1545.3420543212926,1524.7374935970076,1525.7186631553072,1074.0,-0.007657945118059839,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-19,1525.7186631553072,1525.7186631553072,1473.7166765654474,1488.4342199399364,2248.0,-0.02443729903536973,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-20,1493.3400677314328,1504.132932872724,1476.6601852403455,1488.4342199399364,1746.0,0.0,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-23,1481.5660330318422,1481.5660330318422,1451.149776724566,1460.9614723075583,2449.0,-0.01845748187211571,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-24,1470.7731678905504,1480.5848634735426,1455.0744549577628,1471.7543374488494,2018.0,0.007387508394895548,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-25,1483.5283721484404,1484.5095417067405,1467.829659215653,1470.7731678905504,833.0,-0.0006666666666664822,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-26,1467.829659215653,1471.7543374488494,1457.036794074361,1458.0179636326602,1297.0,-0.008672448298866042,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-27,1462.9238114241566,1463.9049809824558,1448.2062680496686,1449.187437607967,1050.0,-0.00605652759084796,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-30,1442.3192506998723,1442.3192506998723,1404.0536379262026,1405.034807484502,1434.0,-0.030467163168584666,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-03-31,1410.9218248342972,1432.5075551168802,1410.9218248342972,1426.620537767085,1661.0,0.015363128491620026,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,27.8,0,0.099998474,0,0
2020-04-01,1422.6958595338876,1430.5452160002815,1410.9218248342972,1421.7146899755885,1989.0,-0.003438789546079901,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,1,54.1,1,3.0,1,0
2020-04-02,1425.6393682087853,1441.3380811415732,1413.865333509195,1439.3757420249751,2399.0,0.01242236024844745,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,54.1,0,3.0,0,0
2020-04-03,1440.3569115832738,1441.3380811415732,1405.034807484502,1417.790011742392,1862.0,-0.01499659168370826,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,54.1,0,3.0,0,0
2020-04-07,1425.6393682087853,1437.4134029083766,1425.6393682087853,1434.4698942334787,2601.0,0.0117647058823529,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,41.8,0,,0,54.1,0,3.0,0,0
2020-04-08,1434.4698942334787,1456.055624516062,1430.5452160002815,1453.1121158411645,5204.0,0.012995896032832022,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,59.9,1,,0,54.1,0,3.0,0,0
2020-04-09,1453.1121158411645,1462.9238114241566,1442.3192506998723,1458.0179636326602,4559.0,0.0033760972315999283,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-10,1457.036794074361,1461.9426418658577,1443.300420258172,1448.2062680496686,3124.0,-0.006729475100941684,0.10000014,0,,0,0.89999986,0,,0,0.3,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-13,1451.149776724566,1460.9614723075583,1393.2607727849106,1395.2231119015094,7681.0,-0.0365853658536589,0.10000014,0,,0,-0.70000005,1,,0,-0.5,1,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,1
2020-04-14,1395.2231119015094,1421.7146899755885,1377.5620598521227,1419.752350858991,11093.0,0.017580872011252247,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-15,1422.6958595338876,1458.0179636326602,1417.790011742392,1458.0179636326602,8118.0,0.02695231513476104,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-16,1491.3777286148345,1529.6433413885043,1418.7711813006913,1427.6017073253836,70564.0,-0.020861372812920886,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-17,1427.6017073253836,1457.036794074361,1422.6958595338876,1444.2815898164713,36847.0,0.011683848797251484,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-20,1437.4134029083766,1489.4153894982358,1437.4134029083766,1465.867320099054,66396.0,0.01494565217391286,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-21,1459.9803027492587,1467.829659215653,1438.3945724666753,1447.2250984913687,37925.0,-0.012717536813922292,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-22,1442.3192506998723,1446.24392893307,1420.73352041729,1439.3757420249751,24142.0,-0.0054237288135591255,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-23,1442.3192506998723,1469.7919983322515,1436.4322333500775,1453.1121158411645,37329.0,0.009543285616905317,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-24,1450.1686071662666,1458.9991331909596,1439.3757420249751,1451.149776724566,19080.0,-0.0013504388926401933,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-27,1445.26275937477,1462.9238114241566,1445.26275937477,1449.187437607967,22680.0,-0.0013522650439489192,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-28,1445.26275937477,1448.2062680496686,1422.6958595338876,1423.677029092187,20400.0,-0.01760324983073791,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-29,1432.5075551168802,1445.26275937477,1410.9218248342972,1415.8276726257936,21238.0,-0.005513439007580612,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-04-30,1417.790011742392,1427.6017073253836,1407.9783161593996,1419.752350858991,21061.0,0.002772002772003068,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,54.1,0,3.0,0,0
2020-05-06,1426.620537767085,1440.3569115832738,1416.8088421840926,1427.6017073253836,16923.0,0.0055286800276426185,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,1,53.7,1,0.20000076,1,0
2020-05-07,1431.5263855585815,1434.4698942334787,1422.6958595338876,1427.6017073253836,21916.0,0.0,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,53.7,0,0.20000076,0,0
2020-05-08,1432.5075551168802,1432.5075551168802,1408.9594857176987,1411.9029943925962,31153.0,-0.010996563573883011,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,53.7,0,0.20000076,0,0
2020-05-11,1414.8465030674945,1414.8465030674945,1371.675042502328,1388.3549249934147,69326.0,-0.01667824878387758,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,53.7,0,0.20000076,0,0
2020-05-12,1386.3925858768162,1403.0724683679032,1381.48673808532,1400.1289596930055,47911.0,0.008480565371024706,0.10000014,0,,0,-0.70000005,0,,0,-0.5,0,,0,-2.3,0,59.9,0,,0,53.7,0,0.20000076,0,0
2020-05-13,1400.1289596930055,1419.752350858991,1390.3172641100136,1405.034807484502,114667.0,0.0035038542396637062,0.10000014,0,,0,-1.6999999,1,,0,-1.5,1,,0,-2.3,0,65.4,1,,0,53.7,0,0.20000076,0,1
2020-05-14,1403.0724683679032,1408.9594857176987,1392.2796032266115,1399.1477901347064,45571.0,-0.0041899441340783605,0.10000014,0,,0,-1.6999999,0,,0,-1.5,0,,0,-2.3,0,65.4,0,,0,53.7,0,0.20000076,0,0
2020-05-15,1403.0724683679032,1415.8276726257936,1399.1477901347064,1407.9783161593996,51114.0,0.006311360448807868,0.10000014,0,,0,-1.6999999,0,,0,-1.5,0,,0,-2.3,0,65.4,0,,0,53.7,0,0.20000076,0,0
2020-05-18,1406.0159770428006,1428.5828768836832,1403.0724683679032,1420.73352041729,62285.0,0.009059233449477677,-1.5,1,,0,-1.6999999,0,,0,-1.5,0,,0,-3.8,1,65.4,0,,0,53.7,0,0.20000076,0,1
2020-05-19,1424.6581986504866,1433.4887246751794,1410.9218248342972,1413.865333509195,49213.0,-0.004834254143646799,-1.5,0,,0,-1.6999999,0,,0,-1.5,0,,0,-3.8,0,65.4,0,,0,53.7,0,0.20000076,0,0
2020-05-20,1417.790011742392,1425.6393682087853,1411.9029943925962,1422.6958595338876,34252.0,0.00624566273421201,-1.5,0,,0,-1.6999999,0,,0,-1.5,0,,0,-3.8,0,65.4,0,,0,53.7,0,0.20000076,0,0
2020-05-21,1427.6017073253836,1429.564046441982,1417.790011742392,1422.6958595338876,31711.0,0.0,-1.5,0,,0,-1.6999999,0,,0,-1.5,0,,0,-3.8,0,65.4,0,,0,53.7,0,0.20000076,0,0
2020-05-22,1425.6393682087853,1425.6393682087853,1392.2796032266115,1395.2231119015094,55575.0,-0.01931034482758609,-1.5,0,,0,-1.6999999,0,,0,-1.5,0,,0,-3.8,0,65.4,0,,0,53.7,0,0.20000076,0,0
2020-05-25,1396.204281459809,1415.8276726257936,1381.48673808532,1413.865333509195,89474.0,0.013361462728551432,-1.5,0,,0,-1.6999999,0,,0,-1.5,0,,0,-3.8,0,65.4,0,,0,53.7,0,0.20000076,0,0
2020-05-26,1409.940655275998,1446.24392893307,1409.940655275998,1436.4322333500775,168659.0,0.015961138098542715,-1.5,0,,0,-1.6999999,0,,0,-1.5,0,,0,-3.8,0,65.4,0,,0,53.7,0,0.20000076,0,0
