date,open,high,low,close,volume,returns,fac_Non_Mfg_PMI_Constr_New_Orders_level,fac_Non_Mfg_PMI_Constr_New_Orders_level_release,fac_Non_Mfg_PMI_Constr_Expectation_level,fac_Non_Mfg_PMI_Constr_Expectation_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_非制造业PMI_建筑业_全国_当期值_月_level,fac_非制造业PMI_建筑业_全国_当期值_月_level_release,fac_GDP_Contribution_2nd_Industry_YoY_diff,fac_GDP_Contribution_2nd_Industry_YoY_diff_release,fac_Non_Mfg_PMI_Constr_Expectation_zscore,fac_Non_Mfg_PMI_Constr_Expectation_zscore_release,fac_GDP_Contribution_2nd_Industry_YoY_zscore,fac_GDP_Contribution_2nd_Industry_YoY_zscore_release,fac_PPI_非金属矿物制品业_全国_当期同比增长率_月_level,fac_PPI_非金属矿物制品业_全国_当期同比增长率_月_level_release,fac_Non_Mfg_PMI_Constr_Expectation_diff,fac_Non_Mfg_PMI_Constr_Expectation_diff_release,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_level,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_level_release,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_level,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_level_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_New_Orders_level,fac_PMI_New_Orders_level_release,fac_制造业采购经理指数PMI_生产_level,fac_制造业采购经理指数PMI_生产_level_release,fac_PMI_Raw_Material_Inventory_level,fac_PMI_Raw_Material_Inventory_level_release,fac_非制造业PMI_建筑业_全国_当期值_月_zscore,fac_非制造业PMI_建筑业_全国_当期值_月_zscore_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_diff,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_diff_release,fac_Non_Mfg_PMI_Constr_New_Orders_zscore,fac_Non_Mfg_PMI_Constr_New_Orders_zscore_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_diff,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_diff_release,fac_PPI_金属制品业_全国_当期同比增长率_月_level,fac_PPI_金属制品业_全国_当期同比增长率_月_level_release,fac_PMI_Raw_Material_Inventory_zscore,fac_PMI_Raw_Material_Inventory_zscore_release,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_level,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_level_release,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_diff,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_diff_release,any_effective_release
2025-06-23,3083.019504003931,3094.4573503931533,3074.7010702663156,3078.860287135123,33682.0,-0.0013490725126475978,43.3,0,52.4,0,-0.30963087,0,51.0,0,1.4000015,0,-1.8022952,0,-0.3756398,0,-2.7,0,-1.3999977,0,-7.3,0,-10.2,0,11301.0,0,49.8,0,50.7,0,47.4,0,-0.3961282,0,0.40000153,0,52.5,0,-0.6000004,0,-0.10996,0,22900.0,0,-0.6999998,0,-2.3,0,-0.61230594,0,-7.0,0,-1.5999994,0,0
2025-06-24,3083.019504003931,3085.0991124383354,3058.0642027910835,3061.183615442689,41141.0,-0.005741303613644,43.3,0,52.4,0,-0.3162986,0,51.0,0,1.4000015,0,-1.7838281,0,-0.37023753,0,-2.7,0,-1.3999977,0,-7.3,0,-10.2,0,11301.0,0,49.8,0,50.7,0,47.4,0,-0.38965553,0,0.40000153,0,52.5,0,-0.6000004,0,-0.108895354,0,22900.0,0,-0.6999998,0,-2.3,0,-0.60819817,0,-7.0,0,-1.5999994,0,0
2025-06-25,3060.1438112254873,3065.3428323114967,3048.7059648362647,3059.1040070082854,46051.0,-0.0006793478260869179,43.3,0,52.4,0,-0.32304922,0,51.0,0,1.4000015,0,-1.7657639,0,-0.36482257,0,-2.7,0,-1.3999977,0,-7.3,0,-10.2,0,11301.0,0,49.8,0,50.7,0,47.4,0,-0.38314143,0,0.40000153,0,52.5,0,-0.6000004,0,-0.10783078,0,22900.0,0,-0.6999998,0,-2.3,0,-0.6041034,0,-7.0,0,-1.5999994,0,0
2025-06-26,3059.1040070082854,3062.2234196598906,3042.4671395330533,3062.2234196598906,38855.0,0.0010197144799453106,43.3,0,52.4,0,-0.32988527,0,51.0,0,1.4000015,0,-1.7480872,0,-0.35939413,0,-2.7,0,-1.3999977,0,-7.3,0,-10.2,0,11301.0,0,49.8,0,50.7,0,47.4,0,-0.37658337,0,0.40000153,0,52.5,0,-0.6000004,0,-0.10676626,0,22900.0,0,-0.6999998,0,-2.3,0,-0.6000215,0,-7.0,0,-1.5999994,0,0
2025-06-27,3061.183615442689,3088.2185250899415,3058.0642027910835,3078.860287135123,34942.0,0.005432937181663933,43.3,0,52.4,0,-0.33680943,0,51.0,0,1.4000015,0,-1.7307836,0,-0.35395136,0,-2.7,0,-1.3999977,0,-7.3,0,-10.2,0,11301.0,0,49.8,0,50.7,0,47.4,0,-0.3699786,0,0.40000153,0,52.5,0,-0.6000004,0,-0.10570181,0,22900.0,0,-0.6999998,0,-2.3,0,-0.5959521,0,-7.0,0,-1.5999994,0,0
2025-06-30,3078.860287135123,3110.0544136511835,3074.7010702663156,3075.7408744835175,49116.0,-0.0010131712259370262,43.3,0,52.4,0,-0.34382448,0,51.0,0,1.4000015,0,-1.7138394,0,-0.34849352,0,-2.7,0,-1.3999977,0,-7.3,0,-10.2,0,11301.0,0,49.8,0,50.7,0,47.4,0,-0.36332422,0,0.40000153,0,52.5,0,-0.6000004,0,-0.10463741,0,22900.0,0,-0.6999998,0,-2.3,0,-0.59189516,0,-7.0,0,-1.5999994,0,0
2025-07-01,3075.7408744835175,3087.1787208727387,3061.183615442689,3086.1389166555373,33776.0,0.0033806626098715764,44.9,1,53.9,1,-0.34440276,0,52.8,1,1.4000015,0,-0.5960444,1,-0.34301972,0,-2.7,0,1.5,1,-7.3,0,-10.2,0,11301.0,0,50.2,1,51.0,1,48.0,1,0.9528703,1,0.5999985,1,52.0,1,-0.6000004,0,0.43229198,1,22900.0,0,-0.6999998,0,-2.3,0,0.83945775,1,-7.0,0,-1.5999994,0,1
2025-07-02,3081.9796997867293,3155.8057992080708,3081.9796997867293,3149.5669739048594,35327.0,0.020552560646900364,44.9,0,53.9,0,-0.3449814,0,52.8,0,1.4000015,0,-0.59022415,0,-0.33752912,0,-2.7,0,1.5,0,-7.3,0,-10.2,0,11301.0,0,50.2,0,51.0,0,48.0,0,0.9644395,0,0.5999985,0,52.0,0,-0.6000004,0,0.4310873,0,22900.0,0,-0.6999998,0,-2.3,0,0.83660877,0,-7.0,0,-1.5999994,0,0
2025-07-03,3165.1640371628896,3173.4824709005047,3137.089323298435,3164.1242329456877,29194.0,0.004621987454605625,44.9,0,53.9,0,-0.34556037,0,52.8,0,1.4000015,0,-0.5844113,0,-0.33202082,0,-2.7,0,1.5,0,-7.3,0,-10.2,0,11301.0,0,50.2,0,51.0,0,48.0,0,0.97625107,0,0.5999985,0,52.0,0,-0.6000004,0,0.4298839,0,22900.0,0,-0.6999998,0,-2.3,0,0.83377033,0,-7.0,0,-1.5999994,0,0
2025-07-04,3163.0844287284854,3182.8407088553236,3157.885407642475,3159.9650160768792,29928.0,-0.0013144922773580259,44.9,0,53.9,0,-0.3461397,0,52.8,0,1.4000015,0,-0.57860523,0,-0.32649392,0,-2.7,0,1.5,0,-7.3,0,-10.2,0,11301.0,0,50.2,0,51.0,0,48.0,0,0.9883148,0,0.5999985,0,52.0,0,-0.6000004,0,0.4286818,0,22900.0,0,-0.6999998,0,-2.3,0,0.8309424,0,-7.0,0,-1.5999994,0,0
2025-07-07,3161.0048202940816,3173.4824709005047,3140.208735950041,3148.527169687657,21860.0,-0.0036196117143797446,44.9,0,53.9,0,-0.34671938,0,52.8,0,1.4000015,0,-0.5728051,0,-0.32094753,0,-2.7,0,1.5,0,-7.3,0,-10.2,0,11301.0,0,50.2,0,51.0,0,48.0,0,1.0006411,0,0.5999985,0,52.0,0,-0.6000004,0,0.427481,0,22900.0,0,-0.6999998,0,-2.3,0,0.82812476,0,-7.0,0,-1.5999994,0,0
2025-07-08,3150.681622437449,3166.1311890724805,3141.4118824564293,3154.8015068734567,954572.0,0.00199278483165255,44.9,0,53.9,0,-0.3472994,0,52.8,0,1.4000015,0,-0.56701034,0,-0.31538063,0,-2.7,0,1.5,0,-7.3,0,-10.2,0,11301.0,0,50.2,0,51.0,0,48.0,0,1.0132407,0,0.5999985,0,52.0,0,-0.6000004,0,0.42628145,0,22900.0,0,-0.6999998,0,-2.3,0,0.8253175,0,-7.0,0,-1.5999994,0,0
2025-07-09,3152.7415646554523,3169.2211023994864,3145.531766892438,3154.8015068734567,1026448.0,0.0,44.9,0,53.9,0,-0.34787977,0,52.8,0,1.4000015,0,-0.5612201,0,-0.30979225,0,-2.7,0,1.5,0,-7.3,0,-10.2,0,11301.0,0,50.2,0,51.0,0,48.0,0,1.0261254,0,0.5999985,0,52.0,0,-0.6000004,0,0.42508322,0,22900.0,0,-0.6999998,0,-2.3,0,0.8225204,0,-7.0,0,-1.5999994,0,0
2025-07-10,3151.7115935464503,3223.8095711765977,3151.7115935464503,3216.5997734135835,2153427.0,0.019588638589618235,44.9,0,53.9,0,-0.3484605,0,52.8,0,1.4000015,0,-0.55543375,0,-0.3041814,0,-4.3,1,1.5,0,-8.0,1,-11.3,1,11301.0,0,50.2,0,51.0,0,48.0,0,1.0393074,0,0.5999985,0,52.0,0,-0.6999998,1,0.42388624,0,22900.0,0,-1.8000002,1,-2.6,1,0.8197334,0,-8.8,1,-1.1000004,1,1
2025-07-11,3209.389975650569,3243.379022247638,3209.389975650569,3226.8994845036045,1654545.0,0.0032020493115594295,44.9,0,53.9,0,-0.34904155,0,52.8,0,1.4000015,0,-0.54965055,0,-0.29854703,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,11301.0,0,50.2,0,51.0,0,48.0,0,1.0527998,0,0.5999985,0,52.0,0,-0.6999998,0,0.4226905,0,22900.0,0,-1.8000002,0,-2.6,0,0.81695634,0,-8.8,0,-1.1000004,0,0
2025-07-14,3226.8994845036045,3237.1991955936255,3215.5698023045807,3232.049340048615,1164609.0,0.0015959144589849927,44.9,0,53.9,0,-0.34962296,0,52.8,0,1.4000015,0,-0.5438697,0,-0.29288805,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,11301.0,0,50.2,0,51.0,0,48.0,0,1.0666164,0,0.5999985,0,52.0,0,-0.6999998,0,0.42149606,0,22900.0,0,-1.8000002,0,-2.6,0,0.8141893,0,-8.8,0,-1.1000004,0,0
2025-07-15,3224.8395422856,3232.049340048615,3194.9703801245387,3207.3300334325645,1439493.0,-0.007648183556405286,44.9,0,53.9,0,0.7327345,1,52.8,0,1.4000015,0,-0.5411476,0,-0.2872033,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,1,50.2,0,51.0,0,48.0,0,1.0636204,0,0.5999985,0,52.0,0,-0.6999998,0,0.42030284,0,42251.0,1,-1.8000002,0,-2.6,0,0.80940264,0,-8.8,0,-1.1000004,0,1
2025-07-16,3208.3600045415665,3215.5698023045807,3186.730611252522,3199.090264560548,1130791.0,-0.0025690430314706525,44.9,0,53.9,0,0.727481,0,52.8,0,1.4000015,0,-0.538432,0,-0.28149173,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.0606371,0,0.5999985,0,52.0,0,-0.6999998,0,0.4191109,0,42251.0,0,-1.8000002,0,-2.6,0,0.80464077,0,-8.8,0,-1.1000004,0,0
2025-07-17,3198.0602934515455,3228.959426721608,3198.0602934515455,3226.8994845036045,1501721.0,0.008692852543464191,44.9,0,53.9,0,0.7222509,0,52.8,0,-2.0,1,-0.5357228,0,-1.6484847,1,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.0576663,0,0.5999985,0,52.0,0,-0.6999998,0,0.41792017,0,42251.0,0,-1.8000002,0,-2.6,0,0.7999034,0,-8.8,0,-1.1000004,0,1
2025-07-18,3228.959426721608,3272.2182132996963,3228.959426721608,3241.3190800296334,1874850.0,0.004468560485157758,44.9,0,53.9,0,0.7170436,0,52.8,0,-2.0,0,-0.5330199,0,-1.6343441,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.0547079,0,0.5999985,0,52.0,0,-0.6999998,0,0.4167307,0,42251.0,0,-1.8000002,0,-2.6,0,0.7951901,0,-8.8,0,-1.1000004,0,0
2025-07-21,3253.6787333376597,3337.1063931668305,3250.588820010653,3320.626855422796,2696289.0,0.02446774706069288,44.9,0,53.9,0,0.71185875,0,52.8,0,-2.0,0,-0.53032327,0,-1.6204828,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.0517617,0,0.5999985,0,52.0,0,-0.6999998,0,0.41554242,0,42251.0,0,-1.8000002,0,-2.6,0,0.7905006,0,-8.8,0,-1.1000004,0,0
2025-07-22,3320.626855422796,3434.95364852203,3311.357115441777,3406.114457469971,3266737.0,0.025744416873449305,44.9,0,53.9,0,0.70669585,0,52.8,0,-2.0,0,-0.52763283,0,-1.6068928,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.0488279,0,0.5999985,0,52.0,0,-0.6999998,0,0.4143554,0,42251.0,0,-1.8000002,0,-2.6,0,0.78583443,0,-8.8,0,-1.1000004,0,0
2025-07-23,3419.5040818869984,3429.80379297702,3342.2562487118403,3372.1254108729013,2847460.0,-0.009978832778953839,44.9,0,53.9,0,0.7015546,0,52.8,0,-2.0,0,-0.5249485,0,-1.5935668,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.045906,0,0.5999985,0,52.0,0,-0.6999998,0,0.4131696,0,42251.0,0,-1.8000002,0,-2.6,0,0.78119135,0,-8.8,0,-1.1000004,0,0
2025-07-24,3375.2153241999076,3429.80379297702,3346.3761331478495,3392.724833052944,2533253.0,0.006108735491753503,44.9,0,53.9,0,0.6964345,0,52.8,0,-2.0,0,-0.52227026,0,-1.5804977,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.042996,0,0.5999985,0,52.0,0,-0.6999998,0,0.41198498,0,42251.0,0,-1.8000002,0,-2.6,0,0.77657104,0,-8.8,0,-1.1000004,0,0
2025-07-25,3417.444139668994,3458.642984029078,3386.545006398931,3456.5830418110745,2878137.0,0.0188221007893139,44.9,0,53.9,0,0.6913352,0,52.8,0,-2.0,0,-0.51959795,0,-1.5676788,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.0400981,0,0.5999985,0,52.0,0,-0.6999998,0,0.4108016,0,42251.0,0,-1.8000002,0,-2.6,0,0.7719731,0,-8.8,0,-1.1000004,0,0
2025-07-28,3452.463157375066,3452.463157375066,3326.806682076809,3345.3461620388466,3414713.0,-0.03218116805721105,44.9,0,53.9,0,0.68625623,0,52.8,0,-2.0,0,-0.51693165,0,-1.5551038,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.0372118,0,0.5999985,0,52.0,0,-0.6999998,0,0.40961936,0,42251.0,0,-1.8000002,0,-2.6,0,0.7673972,0,-8.8,0,-1.1000004,0,0
2025-07-29,3356.6758442378705,3449.3732440480594,3345.3461620388466,3447.313301830056,2711612.0,0.03048029556650267,44.9,0,53.9,0,0.683599,0,52.8,0,-2.0,0,-0.5142712,0,-1.5427667,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.0343372,0,0.5999985,0,52.0,0,-0.6999998,0,0.40843835,0,42251.0,0,-1.8000002,0,-2.6,0,0.7628431,0,-8.8,0,-1.1000004,0,0
2025-07-30,3450.403215157062,3485.422232863133,3389.634919725938,3414.3542263419886,3510866.0,-0.009560800717060003,44.9,0,53.9,0,0.6809498,0,52.8,0,-2.0,0,-0.5116166,0,-1.5306618,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.0314742,0,0.5999985,0,52.0,0,-0.6999998,0,0.40725854,0,42251.0,0,-1.8000002,0,-2.6,0,0.75831044,0,-8.8,0,-1.1000004,0,0
2025-07-31,3399.934630815959,3399.934630815959,3281.4879532807154,3301.057404351756,2730966.0,-0.03318250377073928,44.9,0,53.9,0,0.6783086,0,52.8,0,-2.0,0,-0.5089677,0,-1.5187838,0,-4.3,0,1.5,0,-8.0,0,-11.3,0,19351.0,0,50.2,0,51.0,0,48.0,0,1.0286227,0,0.5999985,0,52.0,0,-0.6999998,0,0.40607992,0,42251.0,0,-1.8000002,0,-2.6,0,0.75379884,0,-8.8,0,-1.1000004,0,0
2025-08-01,3306.207259896767,3331.9565376218193,3287.6677799347285,3298.9974621337515,1929148.0,-0.0006240249609984483,42.7,1,51.6,1,0.6756754,0,50.6,1,-2.0,0,-2.2110436,1,-1.5071278,0,-4.3,0,-2.300003,1,-8.0,0,-11.3,0,19351.0,0,49.4,1,50.5,1,47.7,1,-0.65935665,1,-0.29999924,1,52.6,1,-0.6999998,0,-0.32676747,1,42251.0,0,-1.8000002,0,-2.6,0,0.0545072,1,-8.8,0,-1.1000004,0,1
2025-08-04,3302.087375460758,3312.3870865507793,3258.8285888826695,3300.027433242755,1634527.0,0.00031220730565140187,42.7,0,51.6,0,0.67305,0,50.6,0,-2.0,0,-2.1808646,0,-1.4956887,0,-4.3,0,-2.300003,0,-8.0,0,-11.3,0,19351.0,0,49.4,0,50.5,0,47.7,0,-0.654156,0,-0.29999924,0,52.6,0,-0.6999998,0,-0.32485664,0,42251.0,0,-1.8000002,0,-2.6,0,0.053586453,0,-8.8,0,-1.1000004,0,0
2025-08-05,3305.177288787764,3344.316190929844,3283.54789549872,3329.896595403815,1580653.0,0.009051186017477786,42.7,0,51.6,0,0.6704324,0,50.6,0,-2.0,0,-2.1516232,0,-1.4844624,0,-4.3,0,-2.300003,0,-8.0,0,-11.3,0,19351.0,0,49.4,0,50.5,0,47.7,0,-0.6489731,0,-0.29999924,0,52.6,0,-0.6999998,0,-0.32294756,0,42251.0,0,-1.8000002,0,-2.6,0,0.052665643,0,-8.8,0,-1.1000004,0,0
2025-08-06,3329.896595403815,3343.2862198208427,3308.267202114771,3330.9265665128173,1202766.0,0.0003093102381690471,42.7,0,51.6,0,0.66782254,0,50.6,0,-2.0,0,-2.1232686,0,-1.4734445,0,-4.3,0,-2.300003,0,-8.0,0,-11.3,0,19351.0,0,49.4,0,50.5,0,47.7,0,-0.6438075,0,-0.29999924,0,52.6,0,-0.6999998,0,-0.32104027,0,42251.0,0,-1.8000002,0,-2.6,0,0.05174477,0,-8.8,0,-1.1000004,0,0
2025-08-07,3330.9265665128173,3359.765757564876,3310.327144332775,3327.836653185811,1648650.0,-0.0009276437847866026,42.7,0,51.6,0,0.6652203,0,50.6,0,-2.0,0,-2.095754,0,-1.4626311,0,-4.3,0,-2.300003,0,-8.0,0,-11.3,0,19351.0,0,49.4,0,50.5,0,47.7,0,-0.6386587,0,-0.29999924,0,52.6,0,-0.6999998,0,-0.31913468,0,42251.0,0,-1.8000002,0,-2.6,0,0.050823834,0,-8.8,0,-1.1000004,0,0
2025-08-08,3331.9565376218193,3331.9565376218193,3300.027433242755,3309.297173223773,1040873.0,-0.005571030640668551,42.7,0,51.6,0,0.66262573,0,50.6,0,-2.0,0,-2.0690358,0,-1.4520186,0,-4.3,0,-2.300003,0,-8.0,0,-11.3,0,19351.0,0,49.4,0,50.5,0,47.7,0,-0.6335264,0,-0.29999924,0,52.6,0,-0.6999998,0,-0.31723085,0,42251.0,0,-1.8000002,0,-2.6,0,0.049902827,0,-8.8,0,-1.1000004,0,0
2025-08-11,3306.207259896767,3352.5559598018626,3286.6378088257266,3347.4061042568514,1411239.0,0.011515717398070446,42.7,0,51.6,0,0.66003865,0,50.6,0,-2.0,0,-2.043074,0,-1.4416037,0,-5.0,1,-2.300003,0,-8.0,1,-10.0,1,19351.0,0,49.4,0,50.5,0,47.7,0,-0.6284101,0,-0.29999924,0,52.6,0,0.0,1,-0.3153287,0,42251.0,0,-0.3000002,1,-2.7,1,0.04898175,0,-9.1,1,1.3000002,1,1
2025-08-12,3347.4061042568514,3366.975555327891,3331.9565376218193,3355.6458731288676,1141600.0,0.002461538461538293,42.7,0,51.6,0,0.6574591,0,50.6,0,-2.0,0,-2.0178306,0,-1.4313829,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,19351.0,0,49.4,0,50.5,0,47.7,0,-0.62330943,0,-0.29999924,0,52.6,0,0.0,0,-0.3134282,0,42251.0,0,-0.3000002,0,-2.7,0,0.048060596,0,-9.1,0,1.3000002,0,0
2025-08-13,3357.705815346872,3372.1254108729013,3317.53694209579,3318.566913204792,1236428.0,-0.011049723756906049,42.7,0,51.6,0,0.65488684,0,50.6,0,-2.0,0,-1.9932708,0,-1.4213536,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,19351.0,0,49.4,0,50.5,0,47.7,0,-0.6182241,0,-0.29999924,0,52.6,0,0.0,0,-0.31152937,0,42251.0,0,-0.3000002,0,-2.7,0,0.047139373,0,-9.1,0,1.3000002,0,0
2025-08-14,3302.087375460758,3321.6568265317983,3269.1282999726914,3284.577866607723,1283713.0,-0.01024208566107987,42.7,0,51.6,0,-1.0509112,1,50.6,0,-2.0,0,-1.9693619,0,-1.411513,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,1,49.4,0,50.5,0,47.7,0,-0.6131536,0,-0.29999924,0,52.6,0,0.0,0,-0.30963218,0,11307.0,1,-0.3000002,0,-2.7,0,0.046218067,0,-9.1,0,1.3000002,0,1
2025-08-15,3284.577866607723,3295.907548806746,3261.9185022096754,3283.54789549872,1119005.0,-0.0003135779241143499,42.7,0,51.6,0,-1.043922,0,50.6,0,-2.0,0,-1.9552099,0,-1.4018587,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.610891,0,-0.29999924,0,52.6,0,0.0,0,-0.3138811,0,11307.0,0,-0.3000002,0,-2.7,0,0.047149528,0,-9.1,0,1.3000002,0,0
2025-08-18,3285.6078377167246,3298.9974621337515,3236.1692244846236,3249.558848901651,1316477.0,-0.010351317440401409,42.7,0,51.6,0,-1.0369906,0,50.6,0,-2.0,0,-1.9412894,0,-1.3923885,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.608634,0,-0.29999924,0,52.6,0,0.0,0,-0.318158,0,11307.0,0,-0.3000002,0,-2.7,0,0.048081312,0,-9.1,0,1.3000002,0,0
2025-08-19,3255.7386755556636,3265.0084155366826,3215.5698023045807,3219.6896867405894,1121791.0,-0.009191759112519904,42.7,0,51.6,0,-1.0301161,0,50.6,0,-2.0,0,-1.927594,0,-1.3831005,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.6063824,0,-0.29999924,0,52.6,0,0.0,0,-0.32246336,0,11307.0,0,-0.3000002,0,-2.7,0,0.049013425,0,-9.1,0,1.3000002,0,0
2025-08-20,3223.8095711765977,3235.139253375621,3197.0303223425435,3225.869513394602,1317374.0,0.0019193857965451588,42.7,0,51.6,0,-1.0232972,0,50.6,0,-2.0,0,-1.9141171,0,-1.3739928,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.60413635,0,-0.29999924,0,52.6,0,0.0,0,-0.3267977,0,11307.0,0,-0.3000002,0,-2.7,0,0.04994587,0,-9.1,0,1.3000002,0,0
2025-08-21,3233.0793111576177,3239.2591378116294,3208.3600045415665,3214.539831195579,1125179.0,-0.0035121328224775317,42.7,0,51.6,0,-1.016533,0,50.6,0,-2.0,0,-1.9008527,0,-1.3650643,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.6018956,0,-0.29999924,0,52.6,0,0.0,0,-0.33116156,0,11307.0,0,-0.3000002,0,-2.7,0,0.050878644,0,-9.1,0,1.3000002,0,0
2025-08-22,3201.1502067785514,3220.7196578495914,3199.090264560548,3212.4798889775752,801286.0,-0.000640820249919849,42.7,0,51.6,0,-1.0098224,0,50.6,0,-2.0,0,-1.8877949,0,-1.3563133,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.5996602,0,-0.29999924,0,52.6,0,0.0,0,-0.33555546,0,11307.0,0,-0.3000002,0,-2.7,0,0.05181175,0,-9.1,0,1.3000002,0,0
2025-08-25,3214.539831195579,3259.858559991672,3214.539831195579,3232.049340048615,1200313.0,0.00609169605642812,42.7,0,51.6,0,-1.0031644,0,50.6,0,-2.0,0,-1.8749379,0,-1.3477392,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.59743017,0,-0.29999924,0,52.6,0,0.0,0,-0.33998,0,11307.0,0,-0.3000002,0,-2.7,0,0.0527452,0,-9.1,0,1.3000002,0,0
2025-08-26,3236.1692244846236,3237.1991955936255,3204.240120105558,3206.300062323562,770094.0,-0.007966857871255617,42.7,0,51.6,0,-0.996558,0,50.6,0,-2.0,0,-1.8622764,0,-1.3393412,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.59520537,0,-0.29999924,0,52.6,0,0.0,0,-0.34443572,0,11307.0,0,-0.3000002,0,-2.7,0,0.053678986,0,-9.1,0,1.3000002,0,0
2025-08-27,3203.2101489965567,3221.7496289585933,3189.8205245795284,3204.240120105558,1006734.0,-0.0006424670735624138,42.7,0,51.6,0,-0.99000233,0,50.6,0,-2.0,0,-1.8498052,0,-1.3311187,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.5929858,0,-0.29999924,0,52.6,0,0.0,0,-0.34892324,0,11307.0,0,-0.3000002,0,-2.7,0,0.054613117,0,-9.1,0,1.3000002,0,0
2025-08-28,3192.910437906535,3229.989397830611,3190.85049568853,3222.779600067596,947402.0,0.005785920925747368,42.7,0,51.6,0,-0.99161685,0,50.6,0,-2.0,0,-1.8375193,0,-1.3230716,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.59077144,0,-0.29999924,0,52.6,0,0.0,0,-0.35344312,0,11307.0,0,-0.3000002,0,-2.7,0,0.055547595,0,-9.1,0,1.3000002,0,0
2025-08-29,3225.869513394602,3227.9294556126065,3175.4009290534987,3182.6107268165138,808672.0,-0.012464046021093078,42.7,0,51.6,0,-0.9932354,0,50.6,0,-2.0,0,-1.8254136,0,-1.3152,0,-5.0,0,-2.300003,0,-8.0,0,-10.0,0,-30944.0,0,49.4,0,50.5,0,47.7,0,-0.5885622,0,-0.29999924,0,52.6,0,0.0,0,-0.357996,0,11307.0,0,-0.3000002,0,-2.7,0,0.05648242,0,-9.1,0,1.3000002,0,0
