date,open,high,low,close,volume,returns,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_国内生产总值GDP_现价_全国_当期同比增长率_季_level,fac_国内生产总值GDP_现价_全国_当期同比增长率_季_level_release,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_国内生产总值GDP环比增速_当季_level,fac_国内生产总值GDP环比增速_当季_level_release,fac_制造业采购经理指数PMI_出厂价格_当期值_月_diff,fac_制造业采购经理指数PMI_出厂价格_当期值_月_diff_release,fac_GDP增长贡献率_第三产业_累计同比_季_level,fac_GDP增长贡献率_第三产业_累计同比_季_level_release,fac_Social_Financing_Stock_YoY_zscore,fac_Social_Financing_Stock_YoY_zscore_release,fac_国内生产总值GDP环比增速_当季_zscore,fac_国内生产总值GDP环比增速_当季_zscore_release,fac_国内生产总值GDP缩减指数_level,fac_国内生产总值GDP缩减指数_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_居民消费价格指数CPI_当月同比_上年同月=100_zscore,fac_居民消费价格指数CPI_当月同比_上年同月=100_zscore_release,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_国内生产总值GDP缩减指数_diff,fac_国内生产总值GDP缩减指数_diff_release,fac_非制造业PMI_服务业_全国_当期值_月_level,fac_非制造业PMI_服务业_全国_当期值_月_level_release,fac_CPI-PPI_差值_当月_zscore,fac_CPI-PPI_差值_当月_zscore_release,fac_GDP_Cumulative_YoY_diff,fac_GDP_Cumulative_YoY_diff_release,fac_PPI_All_Industry_YoY_zscore,fac_PPI_All_Industry_YoY_zscore_release,fac_CPI_翘尾因素_当月_diff,fac_CPI_翘尾因素_当月_diff_release,fac_制造业采购经理指数PMI_出厂价格_当期值_月_zscore,fac_制造业采购经理指数PMI_出厂价格_当期值_月_zscore_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_居民消费价格指数CPI_当月同比_上年同月=100_diff,fac_居民消费价格指数CPI_当月同比_上年同月=100_diff_release,fac_制造业采购经理指数PMI_出厂价格_当期值_月_level,fac_制造业采购经理指数PMI_出厂价格_当期值_月_level_release,any_effective_release
2016-01-28,89.4873511113206,89.50524557751191,89.3352242529937,89.50077366779983,68.0,0.0010509030496499427,,0,,0,,0,,0,1.6,0,,0,,0,,0,,0,,0,,0,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-01-29,89.6036822099218,89.69764693261963,89.56341454048405,89.6708018196612,32.0,0.0018997394647386479,,0,,0,,0,,0,1.6,0,,0,,0,,0,,0,,0,,0,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
2016-02-01,89.71106948909889,89.71106948909889,89.66632308260601,89.6708018196612,11.0,0.0,,0,,0,,0,,0,1.6,0,,0,56.2,1,,0,,0,,0,,0,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1
2016-02-02,89.65737926318191,89.66632308260601,89.4426047048277,89.4426047048277,9.0,-0.002544831876182263,,0,,0,2.699997,1,,0,1.6,0,,1,56.2,0,,0,,0,,0,,0,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,44.0,1,1
2016-02-03,89.40233703538996,89.49182302103267,89.40233703538996,89.48287920160851,9.0,0.00045028313870920655,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,,0,,0,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,44.0,0,0
2016-02-04,89.53656942752556,89.58578774373048,89.49182302103267,89.57683709696335,65.0,0.0010500097470393932,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,,0,,0,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,44.0,0,0
2016-02-05,89.6752737293732,89.6752737293732,89.62158350345618,89.62158350345618,2.0,0.0004995309942055215,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,,0,,0,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,44.0,0,0
2016-02-15,89.75133715853666,89.80055547474163,89.72896395529021,89.7737103617831,198.0,0.0016974355102870042,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,1,,0,,0,-5.9,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,44.0,0,1
2016-02-16,89.74686524882459,89.75581589559181,89.66632308260601,89.66632308260601,116.0,-0.0011961996306527611,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,44.0,0,0
2016-02-17,89.66632308260601,89.71106948909889,89.63053415022337,89.65737926318191,204.0,-9.974558024272717e-05,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,44.0,0,0
2016-02-18,89.62605541316826,89.79160482797441,89.59473839049768,89.75581589559181,854.0,0.001097920028656496,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.9,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,44.0,0,0
2016-02-19,89.75581589559181,89.80503421179674,89.71106948909889,89.74239333911255,455.0,-0.00014954525615218373,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,0,,0,,1,-5.3,1,,0,,0,,0,,0,,1,,0,,0,,0,0.11483765,1,44.0,0,1
2016-02-22,89.6036822099218,89.65290052612673,89.58578774373048,89.62158350345618,163.0,-0.0013461846866493765,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,44.0,0,0
2016-02-23,89.64395670670264,89.66632308260601,89.56788645019613,89.56788645019613,129.0,-0.0005991531410285411,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,44.0,0,0
2016-02-24,89.57236518725124,89.61710476640107,89.55446389371687,89.55894263077197,73.0,-9.985520233457557e-05,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,1,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,44.0,0,1
2016-02-25,89.55894263077197,89.62158350345618,89.4336608854036,89.4336608854036,407.0,-0.0013988747710529381,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,44.0,0,0
2016-02-26,89.39786512567788,89.51419622427909,89.37549192243144,89.50524557751191,139.0,0.0008004222504101044,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,44.0,0,0
2016-02-29,89.4873511113206,89.55894263077197,89.45155535159492,89.55446389371687,69.0,0.0005498930915990297,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,44.0,0,0
2016-03-01,89.59921030020975,89.62158350345618,89.50077366779983,89.57683709696335,225.0,0.0002498278954918831,,0,,0,2.699997,0,,0,1.6,0,,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,44.0,0,0
2016-03-02,89.57683709696335,89.57683709696335,89.31285104974722,89.33969616270575,621.0,-0.0026473465902898674,,0,,0,5.1000023,1,,0,1.6,0,3.2999992,1,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,1,,0,0.11483765,0,47.3,1,1
2016-03-03,89.31732295945932,89.3710200127194,89.22783697381662,89.2636327335423,1206.0,-0.0008513956553526381,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,47.3,0,0
2016-03-04,89.26810464325436,89.45155535159492,89.25021017706304,89.4247102386364,470.0,0.0018045143376017592,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,47.3,0,0
2016-03-07,89.39786512567788,89.39786512567788,89.24125953029586,89.2636327335423,443.0,-0.0018012639310124312,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,47.3,0,0
2016-03-08,89.2636327335423,89.38891447891072,89.17861865761165,89.33074551593857,368.0,0.0007518491051849985,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,47.3,0,0
2016-03-09,89.4247102386364,89.51419622427909,89.41575959186922,89.46945664512927,196.0,0.001552781501929168,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,47.3,0,0
2016-03-10,89.55446389371687,89.59473839049768,89.4247102386364,89.57683709696335,303.0,0.001200191169820064,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11483765,0,47.3,0,0
2016-03-11,89.57236518725124,89.72002013586606,89.54999198400483,89.72002013586606,430.0,0.0015984382072760095,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,1,-4.9,1,,0,,0,,0,,0,,1,,0,,0,,0,0.53250885,1,47.3,0,1
2016-03-14,89.63053415022337,89.68869628585249,89.60816094697694,89.68869628585249,446.0,-0.000349128878550653,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-15,89.66632308260601,89.72002013586606,89.58578774373048,89.71106948909889,526.0,0.00024945399111486743,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-16,89.74686524882459,90.76702050530619,89.6708018196612,89.80950612150878,110.0,0.0010972629461500905,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-17,89.76028780530385,89.78713291826237,89.6752737293732,89.68422437614038,268.0,-0.001394971988810334,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,1,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,1
2016-03-18,89.66632308260601,89.72002013586606,89.65737926318191,89.68422437614038,44.0,0.0,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-21,89.64395670670264,89.6484286164147,89.50972431456707,89.59025965344257,223.0,-0.0010477285537277004,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-22,89.59473839049768,89.70211884233171,89.58578774373048,89.66632308260601,41.0,0.0008490144961927903,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-23,89.65737926318191,89.72449204557813,89.63500605993549,89.68422437614038,125.0,0.00019964344381406818,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-24,89.68422437614038,89.7647597150159,89.68422437614038,89.74686524882459,237.0,0.0006984603269968304,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-25,89.71106948909889,89.7647597150159,89.6708018196612,89.74686524882459,469.0,0.0,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-28,89.74686524882459,89.75581589559181,89.70211884233171,89.70659757938687,474.0,-0.00044868051186053304,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-29,89.72449204557813,89.95268233306851,89.68422437614038,89.92136531039797,506.0,0.002394112995101061,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-30,89.92136531039797,90.01980194280785,89.86767508448094,89.97058362660289,1143.0,0.0005473484086349067,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-03-31,89.97953427337009,90.0376964089992,89.86767508448094,89.9347878668772,824.0,-0.00039786070383007743,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-04-01,89.97058362660289,90.07349216872487,89.91689340068591,90.04217514605432,371.0,0.0011940571799209376,,0,,0,5.1000023,0,,0,1.6,0,3.2999992,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,47.3,0,0
2016-04-05,90.04217514605432,90.07797090578,89.8453018812345,89.8453018812345,1056.0,-0.0021864561190405585,,0,,0,5.0999985,1,,0,1.6,0,3.6000023,1,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,1,,0,0.53250885,0,50.9,1,1
2016-04-06,89.89452019743948,89.89452019743948,89.77818227149514,89.80950612150878,884.0,-0.000398415487245507,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,50.9,0,0
2016-04-07,89.81397803122087,89.85425252800172,89.69764693261963,89.70659757938687,877.0,-0.001145853557892651,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,50.9,0,0
2016-04-08,89.75581589559181,89.78266100855032,89.66632308260601,89.70211884233171,1815.0,-4.992650681223676e-05,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,50.9,0,0
2016-04-11,89.69317502290758,89.73791460205744,89.50972431456707,89.71106948909889,1007.0,9.97818879051593e-05,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.9,0,,0,,0,,0,,0,,0,,0,,0,,0,0.53250885,0,50.9,0,0
2016-04-12,89.71106948909889,89.72002013586606,89.62158350345618,89.6484286164147,1986.0,-0.0006982513199421669,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,1,-4.3,1,,0,,0,,0,,0,,1,,0,,0,,0,0.017066956,1,50.9,0,1
2016-04-13,89.63947796964753,89.63947796964753,89.32627360622648,89.4426047048277,2007.0,-0.002295900940636475,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-14,89.44708344188284,89.51867496133423,89.11150587521541,89.19651995114603,1692.0,-0.0027513147061603016,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-15,89.24125953029586,89.46945664512927,89.24125953029586,89.41575959186922,2045.0,0.002457939399914677,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-18,89.4426047048277,89.54552007429274,89.37549192243144,89.4336608854036,1242.0,0.00020020289058764185,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,1,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,-0.19999981,1,,0,,0,,0,,0,0.017066956,0,50.9,0,1
2016-04-19,89.42023832892436,89.49630175808778,89.3710200127194,89.38444256919864,2122.0,-0.0005503332382650328,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,-0.19999981,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-20,89.20994250762533,89.29047784650082,89.05333691224325,89.14282289788596,3792.0,-0.0027031512908481936,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,-0.19999981,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-21,89.093604581681,89.18309739466682,88.95042837012132,89.01754115251755,3663.0,-0.0014054047347359377,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,-0.19999981,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-22,89.04438626547606,89.16519610113238,88.93252707658688,89.039914355764,2488.0,0.0002513347701675883,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,-0.19999981,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-25,88.97727348307983,88.97727348307983,88.79830151179439,88.80724533121851,3676.0,-0.002613086796286024,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,-0.19999981,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-26,88.78935086502716,89.1383509881739,88.78935086502716,89.1025552284482,4148.0,0.0033252905900671426,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,-0.19999981,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-27,89.13387907846185,89.30390040298005,89.04886500253119,89.16072419142034,3877.0,0.0006528315919001049,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,-0.19999981,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-28,89.21441441733734,89.4873511113206,89.1920412140909,89.33969616270575,3987.0,0.0020072960701975617,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,-0.19999981,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
2016-04-29,89.26810464325436,89.30837914003519,89.1383509881739,89.16072419142034,3011.0,-0.0020032749043544795,,0,,0,5.0999985,0,,0,1.6,0,3.6000023,0,56.2,0,,0,,0,-0.5,0,,0,,0,-4.3,0,,0,,0,,0,-0.19999981,0,,0,,0,,0,,0,0.017066956,0,50.9,0,0
